Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,238 (49 -- 696),Likely decreasing,0.9 (0.61 -- 1.1),-0.029 (-0.11 -- 0.024),-24 (29 -- -6.2)
Bavaria,342 (57 -- 11357),Stable,1 (0.72 -- 2.4),0.0068 (-0.082 -- 0.34),100 (2 -- -8.5)
Berlin,49 (5 -- 467),Likely decreasing,0.89 (0.47 -- 1.4),-0.032 (-0.16 -- 0.1),-22 (6.9 -- -4.3)
Brandenburg,0 (0 -- 48),Likely decreasing,0.58 (0.068 -- 1.2),-0.13 (-0.32 -- 0.058),-5.5 (12 -- -2.2)
Bremen,16 (0 -- 183),Likely decreasing,0.91 (0.3 -- 1.4),-0.026 (-0.22 -- 0.11),-27 (6.6 -- -3.1)
Dolnośląskie,2 (0 -- 37),Likely decreasing,0.63 (0.033 -- 1),-0.11 (-0.35 -- 0.012),-6.3 (58 -- -2)
Germany,1537 (555 -- 5363),Likely decreasing,0.93 (0.7 -- 1.2),-0.021 (-0.087 -- 0.066),-34 (11 -- -7.9)
Hamburg,152 (20 -- 2955),Stable,1 (0.65 -- 1.9),0.0022 (-0.1 -- 0.22),310 (3.2 -- -6.9)
Hesse,139 (32 -- 1398),Likely decreasing,0.88 (0.64 -- 1.4),-0.033 (-0.1 -- 0.11),-21 (6.1 -- -6.6)
Kujawsko-Pomorskie,9 (0 -- 173),Likely decreasing,0.82 (0.5 -- 1.5),-0.05 (-0.15 -- 0.14),-14 (5.1 -- -4.5)
Lower Saxony,72 (12 -- 313),Likely decreasing,0.86 (0.63 -- 1.2),-0.038 (-0.11 -- 0.058),-18 (12 -- -6.3)
Lubelskie,14 (0 -- 83),Likely decreasing,0.81 (0.44 -- 1.1),-0.054 (-0.17 -- 0.04),-13 (17 -- -4)
Lubuskie,2 (0 -- 112),Likely decreasing,0.75 (0.053 -- 1.7),-0.072 (-0.33 -- 0.19),-9.6 (3.7 -- -2.1)
Mazowieckie,3 (0 -- 32),Likely decreasing,0.68 (0.12 -- 1.1),-0.093 (-0.3 -- 0.014),-7.4 (48 -- -2.3)
Małopolskie,1 (0 -- 29),Likely decreasing,0.6 (0.028 -- 1.2),-0.12 (-0.35 -- 0.048),-5.8 (15 -- -2)
Mecklenburg-Vorpommern,125 (6 -- 1863),Stable,1 (0.4 -- 1.7),-0.0012 (-0.19 -- 0.19),-590 (3.6 -- -3.7)
North Rhine-Westphalia,172 (30 -- 557),Likely decreasing,0.86 (0.51 -- 1.1),-0.039 (-0.15 -- 0.02),-18 (34 -- -4.7)
Opolskie,1 (0 -- 43),Likely decreasing,0.76 (0.24 -- 1.4),-0.067 (-0.25 -- 0.11),-10 (6.6 -- -2.8)
Podkarpackie,4 (0 -- 73),Likely decreasing,0.73 (0.11 -- 1.3),-0.076 (-0.3 -- 0.087),-9.1 (8 -- -2.3)
Podlaskie,1 (0 -- 241),Likely decreasing,0.77 (0.16 -- 1.9),-0.066 (-0.28 -- 0.22),-11 (3.2 -- -2.5)
Poland,95 (26 -- 209),Decreasing,0.79 (0.57 -- 0.91),-0.06 (-0.13 -- -0.024),-12 (-29 -- -5.5)
Pomorskie,13 (0 -- 209),Likely decreasing,0.83 (0.48 -- 1.5),-0.047 (-0.16 -- 0.13),-15 (5.2 -- -4.4)
Rhineland-Palatinate,50 (1 -- 2746),Likely decreasing,0.87 (0.28 -- 2.1),-0.036 (-0.23 -- 0.28),-19 (2.5 -- -3.1)
Saarland,0 (0 -- 29),Likely decreasing,0.45 (0.0014 -- 1.6),-0.17 (-0.38 -- 0.16),-4.1 (4.3 -- -1.8)
Saxony,85 (0 -- 1640),Likely decreasing,0.8 (0.2 -- 1.6),-0.059 (-0.26 -- 0.15),-12 (4.7 -- -2.6)
Saxony-Anhalt,170 (1 -- 3974),Stable,0.92 (0.15 -- 1.9),-0.022 (-0.28 -- 0.23),-31 (3 -- -2.4)
Schleswig-Holstein,595 (35 -- 15086),Likely increasing,1.4 (0.63 -- 2.9),0.095 (-0.11 -- 0.44),7.3 (1.6 -- -6.4)
Thuringia,130 (19 -- 2554),Stable,0.95 (0.57 -- 1.8),-0.013 (-0.13 -- 0.19),-54 (3.6 -- -5.4)
Warmińsko-Mazurskie,3 (0 -- 308),Likely decreasing,0.76 (0.21 -- 2),-0.067 (-0.25 -- 0.26),-10 (2.6 -- -2.7)
Wielkopolskie,25 (2 -- 476),Likely decreasing,0.87 (0.46 -- 1.7),-0.038 (-0.16 -- 0.17),-18 (4.1 -- -4.3)
Zachodniopomorskie,3 (0 -- 29),Likely decreasing,0.75 (0.3 -- 1.2),-0.071 (-0.22 -- 0.045),-9.7 (16 -- -3.1)
Łódzkie,11 (0 -- 130),Likely decreasing,0.81 (0.41 -- 1.3),-0.053 (-0.18 -- 0.089),-13 (7.8 -- -3.8)
Śląskie,4 (0 -- 58),Likely decreasing,0.72 (0.28 -- 1.2),-0.081 (-0.23 -- 0.067),-8.5 (10 -- -3)
Świętokrzyskie,3 (0 -- 27),Likely decreasing,0.73 (0.17 -- 1.1),-0.078 (-0.27 -- 0.021),-8.9 (32 -- -2.5)
