region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Germany,38617 (26078 -- 59003),38617,40172,10513,26078,32980,36060,41077,45828,59003,New confirmed cases by infection date,Unsure
Poland,28180 (16913 -- 49017),28180,29877,10147,16913,22766,25980,30488,34770,49017,New confirmed cases by infection date,Unsure
Germany,1 (0.9 -- 1.2),1,1,0.1,0.9,1,1,1.1,1.1,1.2,Effective reproduction no.,Unsure
Poland,0.8 (0.7 -- 1.1),0.8,0.9,0.1,0.7,0.8,0.8,0.9,0.9,1.1,Effective reproduction no.,Unsure
