region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-31,estimate,0.008,0.008,0.01,0.008,0.012,0.003,0.014,-0.009,0.024
Germany,2020-09-01,estimate,0.009,0.009,0.01,0.006,0.01,0.004,0.015,-0.007,0.026
Germany,2020-09-02,estimate,0.011,0.011,0.01,0.007,0.011,0.004,0.016,-0.005,0.027
Germany,2020-09-03,estimate,0.012,0.012,0.01,0.01,0.014,0.006,0.017,-0.004,0.028
Germany,2020-09-04,estimate,0.013,0.014,0.01,0.01,0.015,0.006,0.018,-0.003,0.031
Germany,2020-09-05,estimate,0.014,0.015,0.01,0.011,0.015,0.008,0.021,-0.002,0.032
Germany,2020-09-06,estimate,0.016,0.017,0.01,0.012,0.016,0.008,0.021,-0.001,0.033
Germany,2020-09-07,estimate,0.017,0.018,0.011,0.013,0.017,0.01,0.022,0.001,0.035
Germany,2020-09-08,estimate,0.018,0.019,0.011,0.014,0.018,0.011,0.024,0.001,0.035
Germany,2020-09-09,estimate,0.018,0.019,0.01,0.014,0.018,0.012,0.024,0.003,0.037
Germany,2020-09-10,estimate,0.019,0.02,0.01,0.014,0.019,0.013,0.025,0.004,0.037
Germany,2020-09-11,estimate,0.019,0.02,0.01,0.015,0.02,0.012,0.025,0.003,0.036
Germany,2020-09-12,estimate,0.02,0.021,0.01,0.017,0.022,0.014,0.026,0.003,0.036
Germany,2020-09-13,estimate,0.02,0.021,0.01,0.018,0.023,0.015,0.027,0.004,0.037
Germany,2020-09-14,estimate,0.021,0.021,0.01,0.018,0.023,0.014,0.027,0.004,0.038
Germany,2020-09-15,estimate,0.021,0.021,0.01,0.019,0.023,0.016,0.028,0.004,0.037
Germany,2020-09-16,estimate,0.022,0.021,0.01,0.021,0.025,0.016,0.029,0.006,0.039
Germany,2020-09-17,estimate,0.022,0.022,0.011,0.021,0.026,0.017,0.03,0.006,0.04
Germany,2020-09-18,estimate,0.023,0.022,0.011,0.023,0.028,0.018,0.031,0.005,0.04
Germany,2020-09-19,estimate,0.024,0.023,0.011,0.026,0.031,0.019,0.033,0.005,0.041
Germany,2020-09-20,estimate,0.026,0.024,0.012,0.025,0.031,0.02,0.035,0.006,0.043
Germany,2020-09-21,estimate,0.027,0.026,0.012,0.029,0.034,0.021,0.036,0.006,0.044
Germany,2020-09-22,estimate,0.03,0.028,0.012,0.03,0.035,0.024,0.039,0.007,0.046
Germany,2020-09-23,estimate,0.032,0.03,0.012,0.033,0.039,0.026,0.04,0.012,0.05
Germany,2020-09-24,estimate,0.034,0.033,0.012,0.035,0.041,0.029,0.044,0.014,0.053
Germany,2020-09-25,estimate,0.037,0.036,0.012,0.034,0.039,0.032,0.046,0.017,0.055
