region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-31,estimate,706,731,218,644,744,517,790,385,1063
Germany,2020-09-01,estimate,1273,1327,392,1085,1258,953,1440,746,1969
Germany,2020-09-02,estimate,1196,1233,352,1019,1177,918,1368,641,1764
Germany,2020-09-03,estimate,1535,1585,461,1377,1589,1096,1681,802,2244
Germany,2020-09-04,estimate,1570,1621,466,1366,1584,1167,1757,901,2369
Germany,2020-09-05,estimate,1462,1505,438,1132,1345,1134,1688,812,2178
Germany,2020-09-06,estimate,950,975,285,907,1041,746,1104,514,1419
Germany,2020-09-07,estimate,765,792,233,641,750,585,876,451,1171
Germany,2020-09-08,estimate,1401,1440,418,1255,1446,1061,1575,758,2062
Germany,2020-09-09,estimate,1298,1340,388,1089,1272,964,1449,731,1944
Germany,2020-09-10,estimate,1697,1757,506,1435,1663,1326,1956,975,2584
Germany,2020-09-11,estimate,1730,1785,526,1489,1733,1303,1951,981,2614
Germany,2020-09-12,estimate,1616,1660,480,1392,1621,1225,1839,871,2397
Germany,2020-09-13,estimate,1048,1079,317,877,1024,759,1166,549,1562
Germany,2020-09-14,estimate,858,886,255,719,834,657,977,463,1275
Germany,2020-09-15,estimate,1564,1615,466,1431,1638,1198,1784,878,2349
Germany,2020-09-16,estimate,1468,1513,436,1263,1469,1131,1684,813,2179
Germany,2020-09-17,estimate,1910,1963,568,1553,1824,1481,2196,1083,2889
Germany,2020-09-18,estimate,1983,2038,588,1745,2026,1531,2282,1110,2930
Germany,2020-09-19,estimate,1839,1883,544,1524,1787,1385,2082,1007,2722
Germany,2020-09-20,estimate,1193,1237,362,1047,1208,858,1312,680,1801
Germany,2020-09-21,estimate,981,1009,292,892,1027,711,1085,568,1486
Germany,2020-09-22,estimate,1788,1851,534,1527,1778,1269,1964,1000,2664
Germany,2020-09-23,estimate,1692,1747,511,1461,1702,1289,1931,913,2519
Germany,2020-09-24,estimate,2204,2275,656,1905,2204,1675,2507,1161,3218
Germany,2020-09-25,estimate,2298,2364,681,2173,2487,1771,2603,1239,3384
Germany,2020-09-26,estimate,2146,2217,636,1894,2187,1674,2478,1157,3174
Germany,2020-09-27,estimate,1418,1463,429,1265,1460,1071,1615,806,2144
Germany,2020-09-28,estimate,1160,1199,356,920,1081,898,1333,654,1773
Germany,2020-09-29,estimate,2154,2236,655,1960,2248,1654,2472,1141,3199
Germany,2020-09-30,estimate,2046,2114,623,1861,2141,1598,2359,1088,3074
Germany,2020-10-01,estimate,2777,2857,822,2277,2661,2250,3290,1467,4089
Germany,2020-10-02,estimate based on partial data,2864,2980,896,2453,2865,2129,3238,1512,4333
Germany,2020-10-03,estimate based on partial data,2774,2865,839,2363,2754,2044,3092,1487,4141
Germany,2020-10-04,estimate based on partial data,1870,1935,574,1569,1841,1375,2106,1027,2805
Germany,2020-10-05,estimate based on partial data,1586,1640,475,1320,1542,1167,1772,855,2340
Germany,2020-10-06,estimate based on partial data,3018,3125,924,2499,2934,2277,3441,1736,4567
Germany,2020-10-07,estimate based on partial data,2994,3090,914,2353,2786,2331,3471,1567,4466
Germany,2020-10-08,estimate based on partial data,4054,4204,1243,3432,3993,3075,4624,2206,6091
Germany,2020-10-09,estimate based on partial data,4468,4587,1359,3936,4587,3381,5095,2490,6733
Germany,2020-10-10,estimate based on partial data,4360,4531,1345,3802,4375,3075,4784,2444,6680
Germany,2020-10-11,estimate based on partial data,3082,3198,1001,2885,3365,2266,3513,1602,4742
Germany,2020-10-12,estimate based on partial data,2661,2781,910,2222,2623,1892,2984,1379,4126
Germany,2020-10-13,forecast,5221,5521,2005,4280,5099,3585,5897,2573,8491
Germany,2020-10-14,forecast,5243,5663,2304,4290,5174,3694,6081,2382,8888
Germany,2020-10-15,forecast,7194,7912,3559,5632,6950,4433,7942,2867,12427
Germany,2020-10-16,forecast,8092,9098,4679,6172,7761,4735,8969,3260,15118
Germany,2020-10-17,forecast,7994,9262,5162,5976,7525,4580,8931,3067,15790
Germany,2020-10-18,forecast,5662,6792,4644,4397,5589,2889,6166,1852,11723
Germany,2020-10-19,forecast,4902,6188,4903,3358,4418,2487,5446,1634,10739
Germany,2020-10-20,forecast,9683,12950,12610,5603,7635,4875,10942,2943,23854
Germany,2020-10-21,forecast,9560,13701,16023,5537,7664,4196,10459,2169,24919
Germany,2020-10-22,forecast,13233,20382,27256,6988,9986,5523,14599,2590,38316
Germany,2020-10-23,forecast,14773,23937,36458,7596,11134,6281,16559,2903,46381
Germany,2020-10-24,forecast,14535,25861,44610,7688,11410,5305,15976,2558,49870
Germany,2020-10-25,forecast,10460,19627,40333,4168,6690,3304,11076,1795,37209
Germany,2020-10-26,forecast,8897,18709,48465,3936,6153,2586,9463,1490,34727
Germany,2020-10-27,forecast,17378,42576,143286,6619,11037,5012,18991,2321,77615
Germany,2020-10-28,forecast,17725,48036,167423,7415,11948,3865,18575,1864,84006
Germany,2020-10-29,forecast,24606,73323,289270,9265,15770,5729,26216,2437,123300
Germany,2020-10-30,forecast,26682,94022,408425,9958,16816,6722,29541,1599,154454
Germany,2020-10-31,forecast,26678,102583,453990,8076,14914,4480,27587,2057,167381
Germany,2020-11-01,forecast,19035,82464,413034,4848,10006,3177,19867,1089,125288
Germany,2020-11-02,forecast,16324,83507,435235,4553,8808,2989,17405,525,119313
Germany,2020-11-03,forecast,32486,178465,773253,8016,16195,5010,34247,1562,253891
Germany,2020-11-04,forecast,31958,200099,904131,7203,15888,4151,33398,1138,282132
Germany,2020-11-05,forecast,44620,276823,1078232,10859,22480,5966,47178,596,422802
Germany,2020-11-06,forecast,48831,329118,1222640,9250,22168,5725,51034,1473,491856
Germany,2020-11-07,forecast,48960,360626,1324503,10451,23406,3467,49890,645,579290
Germany,2020-11-08,forecast,33900,300816,1195348,7537,16728,2924,35141,676,455236
Germany,2020-11-09,forecast,29922,295228,1213589,4981,12821,2264,30870,260,412679
Germany,2020-11-10,forecast,58536,522983,1707551,8997,23834,3030,59335,479,866564
Germany,2020-11-11,forecast,58958,570238,1837343,8026,23011,3512,60092,480,988856
Poland,2020-08-31,estimate,572,593,178,481,560,441,658,296,860
Poland,2020-09-01,estimate,532,547,163,445,522,404,612,290,803
Poland,2020-09-02,estimate,515,533,161,442,517,384,583,270,770
Poland,2020-09-03,estimate,536,555,166,467,542,401,608,280,800
