region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-28,estimate,1047,1734,2220,0,320,0,1047,0,4003
Germany,2020-08-29,estimate,850,1506,2061,0,262,0,850,0,3520
Germany,2020-08-30,estimate,642,1174,1770,0,189,0,642,0,2680
Germany,2020-08-31,estimate,490,899,1397,0,139,0,490,0,2046
Germany,2020-09-01,estimate,912,1618,2781,0,264,0,912,0,3816
Germany,2020-09-02,estimate,791,1500,2322,0,239,0,791,0,3432
Germany,2020-09-03,estimate,1058,1973,3598,0,312,0,1058,0,4412
Germany,2020-09-04,estimate,1220,2396,5254,1,372,3,1222,1,5220
Germany,2020-09-05,estimate,1045,2292,6471,0,311,0,1045,0,4804
Germany,2020-09-06,estimate,786,1742,6502,0,223,0,786,0,3430
Germany,2020-09-07,estimate,583,1240,3353,0,169,0,583,0,2759
Germany,2020-09-08,estimate,992,2583,11226,0,295,0,992,0,5024
Germany,2020-09-09,estimate,958,2343,9742,1,286,0,959,0,4703
Germany,2020-09-10,estimate,1185,3134,12159,0,365,0,1185,0,6273
Germany,2020-09-11,estimate,1426,4849,62612,0,423,0,1426,0,6901
Germany,2020-09-12,estimate,1193,3699,31163,0,354,0,1193,0,5933
Germany,2020-09-13,estimate,857,3706,40134,0,235,0,857,0,4582
Germany,2020-09-14,estimate,666,3083,54105,0,201,0,667,0,3809
Germany,2020-09-15,estimate,1116,4576,40642,0,322,0,1116,0,6436
Germany,2020-09-16,estimate,1052,5984,93526,24,321,0,1052,0,6112
Germany,2020-09-17,estimate,1426,6849,97005,1,387,0,1427,0,8069
Germany,2020-09-18,estimate,1583,7986,70448,1,444,0,1584,0,9301
Germany,2020-09-19,estimate,1364,8343,132623,0,380,0,1365,0,8947
Germany,2020-09-20,estimate,985,10801,342151,0,278,0,985,0,6248
Germany,2020-09-21,estimate,758,6097,89006,0,205,0,759,0,4693
Germany,2020-09-22,estimate,1234,13875,379030,0,352,0,1235,0,8784
Germany,2020-09-23,estimate,1284,19093,471384,0,359,0,1285,0,8651
Germany,2020-09-24,estimate,1676,20609,461505,0,435,0,1676,0,11453
Germany,2020-09-25,estimate,1792,36708,992600,0,483,0,1792,0,12990
Germany,2020-09-26,estimate,1508,30826,611100,0,390,0,1509,0,11594
Germany,2020-09-27,estimate,1108,21699,495118,0,297,0,1108,0,8672
Germany,2020-09-28,estimate,859,15929,227529,0,205,0,859,0,6897
Germany,2020-09-29,estimate based on partial data,1480,30886,444729,0,386,0,1480,0,13091
Germany,2020-09-30,estimate based on partial data,1409,43604,656654,0,358,0,1411,0,12583
