region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-28,estimate,1.1,1.11,0.09,1.08,1.12,1.04,1.15,0.97,1.25
Germany,2020-08-29,estimate,1.1,1.1,0.09,1.08,1.12,1.04,1.15,0.96,1.25
Germany,2020-08-30,estimate,1.1,1.1,0.09,1.08,1.12,1.04,1.16,0.96,1.25
Germany,2020-08-31,estimate,1.1,1.1,0.09,1.08,1.12,1.05,1.16,0.95,1.24
Germany,2020-09-01,estimate,1.1,1.1,0.09,1.08,1.12,1.04,1.16,0.96,1.25
Germany,2020-09-02,estimate,1.1,1.1,0.09,1.08,1.12,1.05,1.16,0.96,1.25
Germany,2020-09-03,estimate,1.1,1.1,0.09,1.07,1.11,1.05,1.17,0.96,1.25
Germany,2020-09-04,estimate,1.1,1.11,0.1,1.08,1.12,1.05,1.17,0.95,1.25
Germany,2020-09-05,estimate,1.1,1.11,0.1,1.08,1.12,1.05,1.17,0.95,1.25
Germany,2020-09-06,estimate,1.1,1.11,0.1,1.08,1.12,1.05,1.17,0.96,1.27
Germany,2020-09-07,estimate,1.1,1.11,0.1,1.07,1.11,1.05,1.17,0.94,1.25
Germany,2020-09-08,estimate,1.1,1.11,0.1,1.07,1.11,1.05,1.17,0.93,1.24
Germany,2020-09-09,estimate,1.11,1.11,0.1,1.07,1.12,1.05,1.17,0.93,1.25
Germany,2020-09-10,estimate,1.11,1.11,0.1,1.09,1.13,1.05,1.17,0.93,1.25
Germany,2020-09-11,estimate,1.11,1.11,0.1,1.09,1.13,1.05,1.17,0.94,1.26
Germany,2020-09-12,estimate,1.11,1.11,0.1,1.09,1.13,1.05,1.17,0.93,1.25
Germany,2020-09-13,estimate,1.11,1.11,0.1,1.07,1.12,1.05,1.17,0.93,1.25
Germany,2020-09-14,estimate,1.11,1.11,0.1,1.07,1.12,1.05,1.17,0.93,1.25
Germany,2020-09-15,estimate,1.11,1.11,0.1,1.07,1.12,1.04,1.16,0.93,1.26
Germany,2020-09-16,estimate,1.11,1.11,0.11,1.08,1.12,1.04,1.16,0.93,1.26
Germany,2020-09-17,estimate,1.11,1.11,0.11,1.1,1.14,1.04,1.17,0.93,1.26
Germany,2020-09-18,estimate,1.11,1.11,0.11,1.1,1.14,1.04,1.16,0.94,1.27
Germany,2020-09-19,estimate,1.11,1.11,0.11,1.1,1.14,1.05,1.17,0.94,1.27
Germany,2020-09-20,estimate,1.11,1.11,0.11,1.1,1.15,1.05,1.17,0.94,1.28
Germany,2020-09-21,estimate,1.11,1.11,0.11,1.1,1.15,1.05,1.17,0.93,1.27
Germany,2020-09-22,estimate,1.11,1.12,0.11,1.07,1.12,1.05,1.18,0.93,1.28
Germany,2020-09-23,estimate,1.11,1.12,0.12,1.07,1.12,1.05,1.18,0.94,1.28
Germany,2020-09-24,estimate,1.11,1.12,0.12,1.1,1.14,1.05,1.18,0.93,1.28
Germany,2020-09-25,estimate,1.11,1.12,0.12,1.1,1.14,1.05,1.18,0.93,1.28
Germany,2020-09-26,estimate,1.11,1.12,0.12,1.1,1.15,1.05,1.18,0.93,1.28
Germany,2020-09-27,estimate,1.11,1.12,0.12,1.1,1.15,1.05,1.18,0.92,1.28
