region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-28,estimate,0.03,Inf,,0.002,0.013,-0.004,0.04,-0.092,0.722
Germany,2020-08-29,estimate,0.03,Inf,,0.002,0.014,-0.004,0.041,-0.093,0.738
Germany,2020-08-30,estimate,0.03,Inf,,0.002,0.014,-0.005,0.04,-0.094,0.744
Germany,2020-08-31,estimate,0.03,Inf,,0.001,0.014,-0.005,0.04,-0.096,0.754
Germany,2020-09-01,estimate,0.03,Inf,,0.002,0.014,-0.004,0.042,-0.098,0.76
Germany,2020-09-02,estimate,0.03,Inf,,0.002,0.014,-0.006,0.04,-0.099,0.768
Germany,2020-09-03,estimate,0.03,Inf,,0.002,0.014,-0.006,0.04,-0.1,0.763
Germany,2020-09-04,estimate,0.03,Inf,,0.002,0.014,-0.007,0.039,-0.074,0.862
Germany,2020-09-05,estimate,0.03,Inf,,0.002,0.014,-0.007,0.039,-0.119,0.822
Germany,2020-09-06,estimate,0.03,Inf,,0.002,0.014,-0.007,0.04,-0.164,0.827
Germany,2020-09-07,estimate,0.03,Inf,,0.001,0.014,-0.006,0.04,-0.083,0.899
Germany,2020-09-08,estimate,0.031,Inf,,0.002,0.015,-0.007,0.04,-0.08,0.89
Germany,2020-09-09,estimate,0.031,Inf,,0.002,0.014,-0.007,0.04,-0.137,0.855
Germany,2020-09-10,estimate,0.031,Inf,,0.002,0.015,-0.008,0.039,-0.107,0.896
Germany,2020-09-11,estimate,0.031,Inf,,0.003,0.016,-0.008,0.039,-0.159,0.878
Germany,2020-09-12,estimate,0.032,Inf,,0.003,0.016,-0.007,0.041,-0.126,0.925
Germany,2020-09-13,estimate,0.032,Inf,,0.002,0.015,-0.008,0.04,-0.124,0.947
Germany,2020-09-14,estimate,0.032,Inf,,0.002,0.015,-0.007,0.042,-0.107,1.016
Germany,2020-09-15,estimate,0.032,Inf,,0.001,0.015,-0.007,0.041,-0.137,1.048
Germany,2020-09-16,estimate,0.032,Inf,,0.001,0.015,-0.009,0.04,-0.121,1.078
Germany,2020-09-17,estimate,0.033,Inf,,0.001,0.014,-0.008,0.041,-0.128,1.106
Germany,2020-09-18,estimate,0.033,Inf,,0,0.013,-0.006,0.043,-0.123,1.138
Germany,2020-09-19,estimate,0.033,Inf,,0.002,0.015,-0.006,0.044,-0.142,1.129
Germany,2020-09-20,estimate,0.033,Inf,,0.002,0.015,-0.006,0.045,-0.148,1.138
Germany,2020-09-21,estimate,0.033,Inf,,0,0.014,-0.004,0.046,-0.133,1.147
Germany,2020-09-22,estimate,0.033,Inf,,0,0.014,-0.006,0.044,-0.159,1.092
Germany,2020-09-23,estimate,0.033,Inf,,0,0.014,-0.005,0.046,-0.128,1.103
Germany,2020-09-24,estimate,0.033,Inf,,0.002,0.016,-0.004,0.046,-0.154,1.087
Germany,2020-09-25,estimate,0.033,Inf,,0.001,0.014,-0.007,0.045,-0.17,1.09
Germany,2020-09-26,estimate,0.033,Inf,,-0.001,0.013,-0.008,0.044,-0.168,1.098
Germany,2020-09-27,estimate,0.033,Inf,,0.001,0.015,-0.006,0.047,-0.122,1.138
Germany,2020-09-28,estimate,0.033,Inf,,0.001,0.015,-0.006,0.047,-0.129,1.069
Germany,2020-09-29,estimate based on partial data,0.033,Inf,,0.002,0.016,-0.007,0.046,-0.143,1.046
Germany,2020-09-30,estimate based on partial data,0.033,Inf,,0.002,0.016,-0.006,0.047,-0.131,1.07
Germany,2020-10-01,estimate based on partial data,0.033,Inf,,0.001,0.015,-0.005,0.049,-0.129,1.041
Germany,2020-10-02,estimate based on partial data,0.033,Inf,,0.001,0.016,-0.005,0.049,-0.137,1.063
Germany,2020-10-03,estimate based on partial data,0.033,Inf,,0.001,0.015,-0.005,0.049,-0.131,1.073
Germany,2020-10-04,estimate based on partial data,0.033,Inf,,0.001,0.016,-0.007,0.047,-0.131,1.075
Germany,2020-10-05,estimate based on partial data,0.033,Inf,,0.002,0.016,-0.007,0.047,-0.13,1.076
Germany,2020-10-06,estimate based on partial data,0.033,Inf,,0.001,0.016,-0.007,0.048,-0.139,1.052
Germany,2020-10-07,estimate based on partial data,0.033,Inf,,0.001,0.016,-0.007,0.048,-0.126,1.098
Germany,2020-10-08,estimate based on partial data,0.033,Inf,,0.001,0.016,-0.008,0.046,-0.188,1.015
