region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Poland,627 (361 -- 1013),627,652,211,361,504,580,675,768,1013,New confirmed cases by infection date,Increasing
Germany,300 (157 -- 604),300,329,145,157,231,270,329,388,604,New confirmed cases by infection date,Increasing
Germany,1.3 (1.2 -- 1.5),1.3,1.3,0.1,1.2,1.3,1.3,1.4,1.4,1.5,Effective reproduction no.,Increasing
Poland,1.3 (1.2 -- 1.4),1.3,1.3,0.1,1.2,1.2,1.2,1.3,1.3,1.4,Effective reproduction no.,Increasing
