date,location,location_name,value
2020-08-25,GM,Germany,234853
2020-08-26,GM,Germany,236429
2020-08-27,GM,Germany,237936
2020-08-28,GM,Germany,239507
2020-08-29,GM,Germany,240986
2020-08-30,GM,Germany,241771
2020-08-31,GM,Germany,242381
2020-09-01,GM,Germany,243599
2020-09-02,GM,Germany,244855
2020-09-03,GM,Germany,246166
2020-09-04,GM,Germany,247619
2020-09-05,GM,Germany,248997
2020-09-06,GM,Germany,249985
2020-09-07,GM,Germany,250799
2020-09-08,GM,Germany,252298
2020-09-09,GM,Germany,253474
2020-09-10,GM,Germany,255366
2020-09-11,GM,Germany,256850
2020-09-12,GM,Germany,258480
2020-09-13,GM,Germany,259428
2020-09-14,GM,Germany,260355
2020-09-15,GM,Germany,261762
2020-09-16,GM,Germany,263663
2020-09-17,GM,Germany,265857
2020-09-18,GM,Germany,267773
2020-09-19,GM,Germany,270070
2020-09-20,GM,Germany,271415
2020-09-21,GM,Germany,272337
2020-09-22,GM,Germany,274158
2020-09-23,GM,Germany,275927
2020-09-24,GM,Germany,278070
2020-09-25,GM,Germany,280223
2020-09-26,GM,Germany,282730
2020-09-27,GM,Germany,284140
2020-09-28,GM,Germany,285332
2020-09-29,GM,Germany,287421
2020-09-30,GM,Germany,289219
2020-10-01,GM,Germany,291722
2020-10-02,GM,Germany,294395
2020-10-03,GM,Germany,296958
2020-10-04,GM,Germany,299237
2020-10-05,GM,Germany,300619
2020-10-06,GM,Germany,303258
2020-10-07,GM,Germany,306086
2020-10-08,GM,Germany,310144
2020-10-09,GM,Germany,314660
2020-10-10,GM,Germany,319381
2020-10-11,GM,Germany,322864
2020-10-12,GM,Germany,325331
2020-10-13,GM,Germany,329453
2020-03-04,PL,Poland,1
2020-03-07,PL,Poland,5
2020-03-08,PL,Poland,6
2020-03-09,PL,Poland,11
2020-03-10,PL,Poland,17
2020-03-11,PL,Poland,22
2020-03-12,PL,Poland,31
2020-03-13,PL,Poland,49
2020-03-14,PL,Poland,68
2020-03-15,PL,Poland,104
2020-03-16,PL,Poland,125
2020-03-17,PL,Poland,177
2020-03-18,PL,Poland,238
2020-03-19,PL,Poland,287
2020-03-20,PL,Poland,355
2020-03-21,PL,Poland,425
2020-03-22,PL,Poland,536
2020-03-23,PL,Poland,634
2020-03-24,PL,Poland,749
2020-03-25,PL,Poland,901
2020-03-26,PL,Poland,1051
2020-03-27,PL,Poland,1221
2020-03-28,PL,Poland,1389
2020-03-29,PL,Poland,1638
2020-03-30,PL,Poland,1862
2020-03-31,PL,Poland,2055
2020-04-01,PL,Poland,2311
2020-04-02,PL,Poland,2554
2020-04-03,PL,Poland,2946
2020-04-04,PL,Poland,3383
2020-04-05,PL,Poland,3627
2020-04-06,PL,Poland,4102
2020-04-07,PL,Poland,4413
2020-04-08,PL,Poland,4848
2020-04-09,PL,Poland,5205
2020-04-10,PL,Poland,5575
2020-04-11,PL,Poland,5955
2020-04-12,PL,Poland,6356
2020-04-13,PL,Poland,6674
2020-04-14,PL,Poland,6934
2020-04-15,PL,Poland,7202
2020-04-16,PL,Poland,7582
2020-04-17,PL,Poland,7918
2020-04-18,PL,Poland,8379
2020-04-19,PL,Poland,8742
2020-04-20,PL,Poland,9287
2020-04-21,PL,Poland,9593
2020-04-22,PL,Poland,9856
2020-04-23,PL,Poland,10169
2020-04-24,PL,Poland,10511
2020-04-25,PL,Poland,10892
2020-04-26,PL,Poland,11273
2020-04-27,PL,Poland,11617
2020-04-28,PL,Poland,11902
2020-04-29,PL,Poland,12218
2020-04-30,PL,Poland,12640
2020-05-01,PL,Poland,12877
2020-05-02,PL,Poland,13105
2020-05-03,PL,Poland,13375
2020-05-04,PL,Poland,13693
2020-05-05,PL,Poland,14006
2020-05-06,PL,Poland,14431
2020-05-07,PL,Poland,14740
2020-05-08,PL,Poland,15047
2020-05-09,PL,Poland,15366
2020-05-10,PL,Poland,15651
2020-05-11,PL,Poland,15996
2020-05-12,PL,Poland,16326
2020-05-13,PL,Poland,16921
2020-05-14,PL,Poland,17204
2020-05-15,PL,Poland,17615
2020-05-16,PL,Poland,18016
2020-05-17,PL,Poland,18257
2020-05-18,PL,Poland,18529
2020-05-19,PL,Poland,18885
2020-05-20,PL,Poland,19268
2020-05-21,PL,Poland,19739
2020-05-22,PL,Poland,20143
2020-05-23,PL,Poland,20619
2020-05-24,PL,Poland,20931
2020-05-25,PL,Poland,21326
2020-05-26,PL,Poland,21631
2020-05-27,PL,Poland,22074
2020-05-28,PL,Poland,22473
2020-05-29,PL,Poland,22825
2020-05-30,PL,Poland,23155
2020-05-31,PL,Poland,23571
2020-06-01,PL,Poland,23786
2020-06-02,PL,Poland,24165
2020-06-03,PL,Poland,24395
2020-06-04,PL,Poland,24687
2020-06-05,PL,Poland,25048
2020-06-06,PL,Poland,25419
2020-06-07,PL,Poland,25986
2020-06-08,PL,Poland,26561
2020-06-09,PL,Poland,27160
2020-06-10,PL,Poland,27560
2020-06-11,PL,Poland,27757
2020-06-12,PL,Poland,28201
2020-06-13,PL,Poland,28577
2020-06-14,PL,Poland,29017
2020-06-15,PL,Poland,29392
2020-06-16,PL,Poland,29788
2020-06-17,PL,Poland,30195
2020-06-18,PL,Poland,30701
2020-06-19,PL,Poland,31015
2020-06-20,PL,Poland,31316
2020-06-21,PL,Poland,31620
2020-06-22,PL,Poland,31931
2020-06-23,PL,Poland,32227
2020-06-24,PL,Poland,32527
2020-06-25,PL,Poland,32821
2020-06-26,PL,Poland,33119
2020-06-27,PL,Poland,33395
2020-06-28,PL,Poland,33714
2020-06-29,PL,Poland,33907
2020-06-30,PL,Poland,34154
2020-07-01,PL,Poland,34393
2020-07-02,PL,Poland,34775
2020-07-03,PL,Poland,35146
2020-07-04,PL,Poland,35405
2020-07-05,PL,Poland,35719
2020-07-06,PL,Poland,35950
2020-07-07,PL,Poland,36155
2020-07-08,PL,Poland,36412
2020-07-09,PL,Poland,36689
2020-07-10,PL,Poland,36951
2020-07-11,PL,Poland,37216
2020-07-12,PL,Poland,37521
2020-07-13,PL,Poland,37891
2020-07-14,PL,Poland,38190
2020-07-15,PL,Poland,38457
2020-07-16,PL,Poland,38780
2020-07-17,PL,Poland,39054
2020-07-18,PL,Poland,39407
2020-07-19,PL,Poland,39746
2020-07-20,PL,Poland,40104
2020-07-21,PL,Poland,40383
2020-07-22,PL,Poland,40782
2020-07-23,PL,Poland,41162
2020-07-24,PL,Poland,41580
2020-07-25,PL,Poland,42038
2020-07-26,PL,Poland,42622
2020-07-27,PL,Poland,43065
2020-07-28,PL,Poland,43402
2020-07-29,PL,Poland,43904
2020-07-30,PL,Poland,44416
2020-07-31,PL,Poland,45031
2020-08-01,PL,Poland,45688
2020-08-02,PL,Poland,46346
2020-08-03,PL,Poland,46894
2020-08-04,PL,Poland,47469
2020-08-05,PL,Poland,48149
2020-08-06,PL,Poland,48789
2020-08-07,PL,Poland,49515
2020-08-08,PL,Poland,50324
2020-08-09,PL,Poland,51167
2020-08-10,PL,Poland,51791
2020-08-11,PL,Poland,52410
2020-08-12,PL,Poland,52961
2020-08-13,PL,Poland,53676
2020-08-14,PL,Poland,54487
2020-08-15,PL,Poland,55319
2020-08-16,PL,Poland,56090
2020-08-17,PL,Poland,56684
2020-08-18,PL,Poland,57279
2020-08-19,PL,Poland,57876
2020-08-20,PL,Poland,58611
2020-08-21,PL,Poland,59378
2020-08-22,PL,Poland,60281
2020-08-23,PL,Poland,61181
2020-08-24,PL,Poland,61762
2020-08-25,PL,Poland,62310
2020-08-26,PL,Poland,63073
2020-08-27,PL,Poland,63802
2020-08-28,PL,Poland,64689
2020-08-29,PL,Poland,65480
2020-08-30,PL,Poland,66239
2020-08-31,PL,Poland,66870
2020-09-01,PL,Poland,67372
2020-09-02,PL,Poland,67922
2020-09-03,PL,Poland,68517
2020-09-04,PL,Poland,69129
2020-09-05,PL,Poland,69820
2020-09-06,PL,Poland,70387
2020-09-07,PL,Poland,70824
2020-09-08,PL,Poland,71126
2020-09-09,PL,Poland,71526
2020-09-10,PL,Poland,71947
2020-09-11,PL,Poland,72453
2020-09-12,PL,Poland,73047
2020-09-13,PL,Poland,73650
2020-09-14,PL,Poland,74152
2020-09-15,PL,Poland,74529
2020-09-16,PL,Poland,75134
2020-09-17,PL,Poland,75734
2020-09-18,PL,Poland,76571
2020-09-19,PL,Poland,77328
2020-09-20,PL,Poland,78330
2020-09-21,PL,Poland,79240
2020-09-22,PL,Poland,79988
2020-09-23,PL,Poland,80699
2020-09-24,PL,Poland,81673
2020-09-25,PL,Poland,82809
2020-09-26,PL,Poland,84396
2020-09-27,PL,Poland,85980
2020-09-28,PL,Poland,87330
2020-09-29,PL,Poland,88636
2020-09-30,PL,Poland,89962
2020-10-01,PL,Poland,91514
2020-10-02,PL,Poland,93481
2020-10-03,PL,Poland,95773
2020-10-04,PL,Poland,98140
2020-10-05,PL,Poland,98140
2020-10-06,PL,Poland,102080
2020-10-07,PL,Poland,104316
2020-10-08,PL,Poland,107319
2020-10-09,PL,Poland,111599
2020-10-10,PL,Poland,116338
2020-10-11,PL,Poland,121638
2020-10-12,PL,Poland,125816
2020-10-13,PL,Poland,130210
