date,location,location_name,value
2020-08-31,GM,Germany,610
2020-09-01,GM,Germany,1218
2020-09-02,GM,Germany,1256
2020-09-03,GM,Germany,1311
2020-09-04,GM,Germany,1453
2020-09-05,GM,Germany,1378
2020-09-06,GM,Germany,988
2020-09-07,GM,Germany,814
2020-09-08,GM,Germany,1499
2020-09-09,GM,Germany,1176
2020-09-10,GM,Germany,1892
2020-09-11,GM,Germany,1484
2020-09-12,GM,Germany,1630
2020-09-13,GM,Germany,948
2020-09-14,GM,Germany,927
2020-09-15,GM,Germany,1407
2020-09-16,GM,Germany,1901
2020-09-17,GM,Germany,2194
2020-09-18,GM,Germany,1916
2020-09-19,GM,Germany,2297
2020-09-20,GM,Germany,1345
2020-09-21,GM,Germany,922
2020-09-22,GM,Germany,1821
2020-09-23,GM,Germany,1769
2020-09-24,GM,Germany,2143
2020-09-25,GM,Germany,2153
2020-09-26,GM,Germany,2507
2020-09-27,GM,Germany,1410
2020-09-28,GM,Germany,1192
2020-09-29,GM,Germany,2089
2020-09-30,GM,Germany,1798
2020-10-01,GM,Germany,2503
2020-10-02,GM,Germany,2673
2020-10-03,GM,Germany,2563
2020-10-04,GM,Germany,2279
2020-10-05,GM,Germany,1382
2020-10-06,GM,Germany,2639
2020-10-07,GM,Germany,2828
2020-10-08,GM,Germany,4058
2020-10-09,GM,Germany,4516
2020-03-04,PL,Poland,1
2020-03-07,PL,Poland,4
2020-03-08,PL,Poland,1
2020-03-09,PL,Poland,5
2020-03-10,PL,Poland,6
2020-03-11,PL,Poland,5
2020-03-12,PL,Poland,9
2020-03-13,PL,Poland,18
2020-03-14,PL,Poland,19
2020-03-15,PL,Poland,36
2020-03-16,PL,Poland,21
2020-03-17,PL,Poland,52
2020-03-18,PL,Poland,61
2020-03-19,PL,Poland,49
2020-03-20,PL,Poland,68
2020-03-21,PL,Poland,70
2020-03-22,PL,Poland,111
2020-03-23,PL,Poland,98
2020-03-24,PL,Poland,115
2020-03-25,PL,Poland,152
2020-03-26,PL,Poland,150
2020-03-27,PL,Poland,170
2020-03-28,PL,Poland,168
2020-03-29,PL,Poland,249
2020-03-30,PL,Poland,224
2020-03-31,PL,Poland,193
2020-04-01,PL,Poland,256
2020-04-02,PL,Poland,243
2020-04-03,PL,Poland,392
2020-04-04,PL,Poland,437
2020-04-05,PL,Poland,244
2020-04-06,PL,Poland,475
2020-04-07,PL,Poland,311
2020-04-08,PL,Poland,435
2020-04-09,PL,Poland,357
2020-04-10,PL,Poland,370
2020-04-11,PL,Poland,380
2020-04-12,PL,Poland,401
2020-04-13,PL,Poland,318
2020-04-14,PL,Poland,260
2020-04-15,PL,Poland,268
2020-04-16,PL,Poland,380
2020-04-17,PL,Poland,336
2020-04-18,PL,Poland,461
2020-04-19,PL,Poland,363
2020-04-20,PL,Poland,545
2020-04-21,PL,Poland,306
2020-04-22,PL,Poland,263
2020-04-23,PL,Poland,313
2020-04-24,PL,Poland,342
2020-04-25,PL,Poland,381
2020-04-26,PL,Poland,381
2020-04-27,PL,Poland,344
2020-04-28,PL,Poland,285
2020-04-29,PL,Poland,316
2020-04-30,PL,Poland,422
2020-05-01,PL,Poland,237
2020-05-02,PL,Poland,228
2020-05-03,PL,Poland,270
2020-05-04,PL,Poland,318
2020-05-05,PL,Poland,313
2020-05-06,PL,Poland,425
2020-05-07,PL,Poland,309
2020-05-08,PL,Poland,307
2020-05-09,PL,Poland,319
2020-05-10,PL,Poland,285
2020-05-11,PL,Poland,345
2020-05-12,PL,Poland,330
2020-05-13,PL,Poland,595
2020-05-14,PL,Poland,283
2020-05-15,PL,Poland,411
2020-05-16,PL,Poland,401
2020-05-17,PL,Poland,241
2020-05-18,PL,Poland,272
2020-05-19,PL,Poland,356
2020-05-20,PL,Poland,383
2020-05-21,PL,Poland,471
2020-05-22,PL,Poland,404
2020-05-23,PL,Poland,476
2020-05-24,PL,Poland,312
2020-05-25,PL,Poland,395
2020-05-26,PL,Poland,305
2020-05-27,PL,Poland,443
2020-05-28,PL,Poland,399
2020-05-29,PL,Poland,352
2020-05-30,PL,Poland,330
2020-05-31,PL,Poland,416
2020-06-01,PL,Poland,215
2020-06-02,PL,Poland,379
2020-06-03,PL,Poland,230
2020-06-04,PL,Poland,292
2020-06-05,PL,Poland,361
2020-06-06,PL,Poland,371
2020-06-07,PL,Poland,567
2020-06-08,PL,Poland,575
2020-06-09,PL,Poland,599
2020-06-10,PL,Poland,400
2020-06-11,PL,Poland,197
2020-06-12,PL,Poland,444
2020-06-13,PL,Poland,376
2020-06-14,PL,Poland,440
2020-06-15,PL,Poland,375
2020-06-16,PL,Poland,396
2020-06-17,PL,Poland,407
2020-06-18,PL,Poland,506
2020-06-19,PL,Poland,314
2020-06-20,PL,Poland,301
2020-06-21,PL,Poland,304
2020-06-22,PL,Poland,311
2020-06-23,PL,Poland,296
2020-06-24,PL,Poland,300
2020-06-25,PL,Poland,294
2020-06-26,PL,Poland,298
2020-06-27,PL,Poland,276
2020-06-28,PL,Poland,319
2020-06-29,PL,Poland,193
2020-06-30,PL,Poland,247
2020-07-01,PL,Poland,239
2020-07-02,PL,Poland,382
2020-07-03,PL,Poland,371
2020-07-04,PL,Poland,259
2020-07-05,PL,Poland,314
2020-07-06,PL,Poland,231
2020-07-07,PL,Poland,205
2020-07-08,PL,Poland,257
2020-07-09,PL,Poland,277
2020-07-10,PL,Poland,262
2020-07-11,PL,Poland,265
2020-07-12,PL,Poland,305
2020-07-13,PL,Poland,370
2020-07-14,PL,Poland,299
2020-07-15,PL,Poland,267
2020-07-16,PL,Poland,323
2020-07-17,PL,Poland,274
2020-07-18,PL,Poland,353
2020-07-19,PL,Poland,339
2020-07-20,PL,Poland,358
2020-07-21,PL,Poland,279
2020-07-22,PL,Poland,399
2020-07-23,PL,Poland,380
2020-07-24,PL,Poland,418
2020-07-25,PL,Poland,458
2020-07-26,PL,Poland,584
2020-07-27,PL,Poland,443
2020-07-28,PL,Poland,337
2020-07-29,PL,Poland,502
2020-07-30,PL,Poland,512
2020-07-31,PL,Poland,615
2020-08-01,PL,Poland,657
2020-08-02,PL,Poland,658
2020-08-03,PL,Poland,548
2020-08-04,PL,Poland,575
2020-08-05,PL,Poland,680
2020-08-06,PL,Poland,640
2020-08-07,PL,Poland,726
2020-08-08,PL,Poland,809
2020-08-09,PL,Poland,843
2020-08-10,PL,Poland,624
2020-08-11,PL,Poland,619
2020-08-12,PL,Poland,551
2020-08-13,PL,Poland,715
2020-08-14,PL,Poland,811
2020-08-15,PL,Poland,832
2020-08-16,PL,Poland,771
2020-08-17,PL,Poland,594
2020-08-18,PL,Poland,595
2020-08-19,PL,Poland,597
2020-08-20,PL,Poland,735
2020-08-21,PL,Poland,767
2020-08-22,PL,Poland,903
2020-08-23,PL,Poland,900
2020-08-24,PL,Poland,581
2020-08-25,PL,Poland,548
2020-08-26,PL,Poland,763
2020-08-27,PL,Poland,729
2020-08-28,PL,Poland,887
2020-08-29,PL,Poland,791
2020-08-30,PL,Poland,759
2020-08-31,PL,Poland,631
2020-09-01,PL,Poland,502
2020-09-02,PL,Poland,550
2020-09-03,PL,Poland,595
2020-09-04,PL,Poland,612
2020-09-05,PL,Poland,691
2020-09-06,PL,Poland,567
2020-09-07,PL,Poland,437
2020-09-08,PL,Poland,302
2020-09-09,PL,Poland,400
2020-09-10,PL,Poland,421
2020-09-11,PL,Poland,506
2020-09-12,PL,Poland,594
2020-09-13,PL,Poland,603
2020-09-14,PL,Poland,502
2020-09-15,PL,Poland,377
2020-09-16,PL,Poland,605
2020-09-17,PL,Poland,600
2020-09-18,PL,Poland,837
2020-09-19,PL,Poland,757
2020-09-20,PL,Poland,1002
2020-09-21,PL,Poland,910
2020-09-22,PL,Poland,748
2020-09-23,PL,Poland,711
2020-09-24,PL,Poland,974
2020-09-25,PL,Poland,1136
2020-09-26,PL,Poland,1587
2020-09-27,PL,Poland,1584
2020-09-28,PL,Poland,1350
2020-09-29,PL,Poland,1306
2020-09-30,PL,Poland,1326
2020-10-01,PL,Poland,1552
2020-10-02,PL,Poland,1967
2020-10-03,PL,Poland,2292
2020-10-04,PL,Poland,2367
2020-10-05,PL,Poland,0
2020-10-06,PL,Poland,3940
2020-10-07,PL,Poland,2236
2020-10-08,PL,Poland,3003
2020-10-09,PL,Poland,4280
