region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Warminsko-Mazurskie,0.96 (0.57 -- 1.2),0.96,0.95,0.24,0.57,0.88,0.94,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.69
Free State of Bavaria,0.95 (0.66 -- 1.2),0.95,0.94,0.17,0.66,0.86,0.92,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.69
North Rhine-Westphalia State,0.95 (0.74 -- 1.2),0.95,0.96,0.16,0.74,0.87,0.92,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.69
Poland,0.95 (0.6 -- 1.2),0.95,0.93,0.19,0.6,0.84,0.93,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.67
Germany,0.94 (0.73 -- 1.1),0.94,0.94,0.13,0.73,0.87,0.92,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Lubelskie,0.94 (0.5 -- 1.1),0.94,0.89,0.2,0.5,0.8,0.89,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Hesse State,0.93 (0.64 -- 1.2),0.93,0.93,0.17,0.64,0.85,0.91,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.72
Pomorskie,0.93 (0.35 -- 1.3),0.93,0.87,0.32,0.35,0.7,0.86,0.97,1,1.3,Effective reproduction no.,Likely decreasing,0.7
Slaskie,0.93 (0.53 -- 1.2),0.93,0.91,0.19,0.53,0.82,0.89,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.72
Podkarpackie,0.92 (0.49 -- 1.3),0.92,0.92,0.33,0.49,0.77,0.87,0.95,1,1.3,Effective reproduction no.,Likely decreasing,0.7
Baden-Württemberg State,0.9 (0.6 -- 1.1),0.9,0.89,0.19,0.6,0.8,0.87,0.93,0.98,1.1,Effective reproduction no.,Likely decreasing,0.8
Opolskie,0.9 (0.72 -- 1.1),0.9,0.91,0.14,0.72,0.86,0.89,0.91,0.95,1.1,Effective reproduction no.,Likely decreasing,0.87
Lodzkie,0.89 (0.22 -- 1.5),0.89,0.87,0.53,0.22,0.61,0.79,0.95,1,1.5,Effective reproduction no.,Likely decreasing,0.71
Free State of Saxony,0.87 (0.47 -- 1.2),0.87,0.85,0.23,0.47,0.74,0.82,0.91,0.97,1.2,Effective reproduction no.,Likely decreasing,0.8
Malopolskie,0.87 (0.33 -- 1.3),0.87,0.86,0.33,0.33,0.67,0.8,0.93,1,1.3,Effective reproduction no.,Likely decreasing,0.7
