forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,forecast_duration,forecast_week,quantile,value,type,target
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.01,3887.50295147555,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.025,4003.1347747792,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.05,4105.33183529779,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.1,4226.40073767086,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.15,4310.09607689786,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.2,4377.79497808661,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.25,4436.72142831873,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.3,4490.31486725884,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.35,4540.55490038005,quantile,1 wk ahead inc death
89444,2021-02-01T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5,0.4,4588.74744209641,quantile,1 wk ahead inc death
