forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,board_name,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration,quantile,value,target
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.01,114619.167423281,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.025,121094.669072952,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.05,126955.823864573,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.1,134066.305076152,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.15,139087.359034302,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.2,143211.712354608,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.25,146847.372323329,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.3,150190.899682842,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.35,153357.095037173,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.4,156423.200974064,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.45,159448.027762285,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.5,162482,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.55,165573.702569463,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.6,168775.47678095,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.65,172149.846197861,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.7,175778.961173744,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.75,179781.22390826,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.8,184345.259825046,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.85,189811.644331309,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.9,196920.473858096,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.95,207949.501805935,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.975,218014.554448267,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,162482,127365,169572,0.15,1,2020-12-19,constant,constant,2020-12-14T00:00:00Z,,0.99,230331.461286096,1 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,177944,127365,169572,0.2,2,2020-12-26,constant,constant,2020-12-14T00:00:00Z,,0.01,111742.74606796,2 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,177944,127365,169572,0.2,2,2020-12-26,constant,constant,2020-12-14T00:00:00Z,,0.025,120238.35893945,2 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,177944,127365,169572,0.2,2,2020-12-26,constant,constant,2020-12-14T00:00:00Z,,0.05,128059.90582093,2 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,177944,127365,169572,0.2,2,2020-12-26,constant,constant,2020-12-14T00:00:00Z,,0.1,137711.178279821,2 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,177944,127365,169572,0.2,2,2020-12-26,constant,constant,2020-12-14T00:00:00Z,,0.15,144630.50028573,2 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,177944,127365,169572,0.2,2,2020-12-26,constant,constant,2020-12-14T00:00:00Z,,0.2,150376.875645389,2 wk ahead inc case
515822,GM,Germany,incident,quantile,2020-12-13T00:00:00Z,51,TRUE,yes,seabbs,distribution,distribution,log-normal,177944,127365,169572,0.2,2,2020-12-26,constant,constant,2020-12-14T00:00:00Z,,0.25,155488.370961959,2 wk ahead inc case
