forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,forecast_duration,forecast_week
89444,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,4682.7,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,,5
89444,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,4262.36,0.1,2,2021-02-13,2021-02-01T00:00:00Z,Germany,deaths,GM,,5
89444,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,4191.37,0.13,3,2021-02-20,2021-02-01T00:00:00Z,Germany,deaths,GM,,5
89444,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,4191.37,0.17,4,2021-02-27,2021-02-01T00:00:00Z,Germany,deaths,GM,,5
89444,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,1775.65,0.06,1,2021-02-06,2021-02-01T00:00:00Z,Poland,deaths,PL,1.40762131214142,5
89444,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,1672.13,0.08,2,2021-02-13,2021-02-01T00:00:00Z,Poland,deaths,PL,1.40762131214142,5
89444,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,1627,0.11,3,2021-02-20,2021-02-01T00:00:00Z,Poland,deaths,PL,1.40762131214142,5
89444,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,1627,0.15,4,2021-02-27,2021-02-01T00:00:00Z,Poland,deaths,PL,1.40762131214142,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,75124.69,0.14,1,2021-02-06,2021-02-01T00:00:00Z,Germany,cases,GM,,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,64590.01,0.16,2,2021-02-13,2021-02-01T00:00:00Z,Germany,cases,GM,,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,55634.09,0.18,3,2021-02-20,2021-02-01T00:00:00Z,Germany,cases,GM,,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,48800.09,0.2,4,2021-02-27,2021-02-01T00:00:00Z,Germany,cases,GM,,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,4620.2,0.12,1,2021-02-06,2021-02-01T00:00:00Z,Germany,deaths,GM,56.9096412658691,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,4135.43,0.15,2,2021-02-13,2021-02-01T00:00:00Z,Germany,deaths,GM,56.9096412658691,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,3722.84,0.18,3,2021-02-20,2021-02-01T00:00:00Z,Germany,deaths,GM,56.9096412658691,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,3388.68,0.2,4,2021-02-27,2021-02-01T00:00:00Z,Germany,deaths,GM,56.9096412658691,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,36095.62,0.12,1,2021-02-06,2021-02-01T00:00:00Z,Poland,cases,PL,87.9819326400757,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,34152.11,0.15,2,2021-02-13,2021-02-01T00:00:00Z,Poland,cases,PL,87.9819326400757,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,32441.75,0.18,3,2021-02-20,2021-02-01T00:00:00Z,Poland,cases,PL,87.9819326400757,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,31376.95,0.2,4,2021-02-27,2021-02-01T00:00:00Z,Poland,cases,PL,87.9819326400757,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,1631.48,0.24,1,2021-02-06,2021-02-01T00:00:00Z,Poland,deaths,PL,55.4907279014588,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,1471.78,0.35,2,2021-02-13,2021-02-01T00:00:00Z,Poland,deaths,PL,55.4907279014588,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,1369.51,0.4,3,2021-02-20,2021-02-01T00:00:00Z,Poland,deaths,PL,55.4907279014588,5
515822,2021-02-01T00:00:00Z,TRUE,yes,log-normal,1259.71,0.5,4,2021-02-27,2021-02-01T00:00:00Z,Poland,deaths,PL,55.4907279014588,5
860201,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,70268.92,0.08,1,2021-02-06,2021-02-01T00:00:00Z,Germany,cases,GM,,5
860201,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,57100.77,0.1,2,2021-02-13,2021-02-01T00:00:00Z,Germany,cases,GM,,5
860201,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,46881.43,0.14,3,2021-02-20,2021-02-01T00:00:00Z,Germany,cases,GM,,5
860201,2021-02-01T00:00:00Z,TRUE,anonymous,log-normal,40518.18,0.19,4,2021-02-27,2021-02-01T00:00:00Z,Germany,cases,GM,,5
