forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,forecast_duration,forecast_week
89444,2021-03-01T00:00:00Z,TRUE,anonymous,log-normal,1800.3,0.132,1,2021-03-06,2021-03-01T00:00:00Z,Germany,deaths,GM,,9
89444,2021-03-01T00:00:00Z,TRUE,anonymous,log-normal,1367.26,0.182,2,2021-03-13,2021-03-01T00:00:00Z,Germany,deaths,GM,,9
89444,2021-03-01T00:00:00Z,TRUE,anonymous,log-normal,1139,0.26,3,2021-03-20,2021-03-01T00:00:00Z,Germany,deaths,GM,,9
89444,2021-03-01T00:00:00Z,TRUE,anonymous,log-normal,1078.89,0.36,4,2021-03-27,2021-03-01T00:00:00Z,Germany,deaths,GM,,9
89444,2021-03-01T00:00:00Z,TRUE,anonymous,log-normal,1606.9,0.055,1,2021-03-06,2021-03-01T00:00:00Z,Poland,deaths,PL,3.0345046599706,9
89444,2021-03-01T00:00:00Z,TRUE,anonymous,log-normal,1722.13,0.075,2,2021-03-13,2021-03-01T00:00:00Z,Poland,deaths,PL,3.0345046599706,9
89444,2021-03-01T00:00:00Z,TRUE,anonymous,log-normal,1835.34,0.1,3,2021-03-20,2021-03-01T00:00:00Z,Poland,deaths,PL,3.0345046599706,9
89444,2021-03-01T00:00:00Z,TRUE,anonymous,log-normal,2051.63,0.135,4,2021-03-27,2021-03-01T00:00:00Z,Poland,deaths,PL,3.0345046599706,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,57770.64,0.25,1,2021-03-06,2021-03-01T00:00:00Z,Germany,cases,GM,,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,61277.56,0.3,2,2021-03-13,2021-03-01T00:00:00Z,Germany,cases,GM,,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,62422.51,0.35,3,2021-03-20,2021-03-01T00:00:00Z,Germany,cases,GM,,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,60589,0.4,4,2021-03-27,2021-03-01T00:00:00Z,Germany,cases,GM,,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,1922.11,0.2,1,2021-03-06,2021-03-01T00:00:00Z,Germany,deaths,GM,67.0678019523621,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,1714.16,0.3,2,2021-03-13,2021-03-01T00:00:00Z,Germany,deaths,GM,67.0678019523621,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,1586.11,0.35,3,2021-03-20,2021-03-01T00:00:00Z,Germany,deaths,GM,67.0678019523621,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,1569.83,0.4,4,2021-03-27,2021-03-01T00:00:00Z,Germany,deaths,GM,67.0678019523621,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,72874.31,0.15,1,2021-03-06,2021-03-01T00:00:00Z,Poland,cases,PL,67.6635637283325,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,82987.75,0.2,2,2021-03-13,2021-03-01T00:00:00Z,Poland,cases,PL,67.6635637283325,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,91290.23,0.3,3,2021-03-20,2021-03-01T00:00:00Z,Poland,cases,PL,67.6635637283325,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,86280.55,0.4,4,2021-03-27,2021-03-01T00:00:00Z,Poland,cases,PL,67.6635637283325,9
515822,2021-03-01T00:00:00Z,TRUE,yes,log-normal,1708.04,0.1,1,2021-03-06,2021-03-01T00:00:00Z,Poland,deaths,PL,59.8108749389649,9
