forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,forecast_duration
515822,GM,Germany,incident,cases,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,131068,,,0.22,1,2020-11-21,constant,constant,
515822,GM,Germany,incident,cases,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,122354,,,0.22,2,2020-11-28,constant,constant,
515822,GM,Germany,incident,cases,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,
515822,GM,Germany,incident,cases,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,
515822,GM,Germany,incident,deaths,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,132.528623104095
515822,GM,Germany,incident,deaths,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,132.528623104095
515822,GM,Germany,incident,deaths,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,132.528623104095
515822,GM,Germany,incident,deaths,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1138,,,0.3,4,2020-12-12,constant,constant,132.528623104095
515822,PL,Poland,incident,cases,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,171782,,,0.19,1,2020-11-21,constant,constant,93.5700078010559
515822,PL,Poland,incident,cases,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,165758,,,0.26,2,2020-11-28,constant,constant,93.5700078010559
515822,PL,Poland,incident,cases,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,141564,,,0.35,3,2020-12-05,constant,constant,93.5700078010559
515822,PL,Poland,incident,cases,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,118348,,,0.4,4,2020-12-12,constant,constant,93.5700078010559
515822,PL,Poland,incident,deaths,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2523,,,0.2,1,2020-11-21,constant,constant,48.9734725952149
515822,PL,Poland,incident,deaths,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2811,,,0.24,2,2020-11-28,constant,constant,48.9734725952149
515822,PL,Poland,incident,deaths,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2812,,,0.25,3,2020-12-05,constant,constant,48.9734725952149
515822,PL,Poland,incident,deaths,2020-11-15T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2477,,,0.3,4,2020-12-12,constant,constant,48.9734725952149
215393,GM,Germany,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,125000,,,0.15,1,2020-11-21,zero,constant,
215393,GM,Germany,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,110000,,,0.25,2,2020-11-28,zero,constant,
215393,GM,Germany,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,95000,,,0.3,3,2020-12-05,zero,constant,
215393,GM,Germany,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,80000,,,0.4,4,2020-12-12,zero,constant,
215393,GM,Germany,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1350,,,0.18,1,2020-11-21,zero,constant,94.095121383667
215393,GM,Germany,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1100,,,0.28,2,2020-11-28,zero,constant,94.095121383667
215393,GM,Germany,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1000,,,0.35,3,2020-12-05,zero,constant,94.095121383667
215393,GM,Germany,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,850,,,0.45,4,2020-12-12,zero,constant,94.095121383667
215393,PL,Poland,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,171782,,,0.19,1,2020-11-21,zero,constant,31.5304870605469
215393,PL,Poland,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,155000,,,0.24,2,2020-11-28,zero,constant,31.5304870605469
215393,PL,Poland,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,130000,,,0.3,3,2020-12-05,zero,constant,31.5304870605469
215393,PL,Poland,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,110000,,,0.35,4,2020-12-12,zero,constant,31.5304870605469
215393,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2200,,,0.17,1,2020-11-21,zero,constant,22.4125576019287
215393,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2000,,,0.25,2,2020-11-28,zero,constant,22.4125576019287
215393,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1900,,,0.3,3,2020-12-05,zero,constant,22.4125576019287
215393,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1800,,,0.35,4,2020-12-12,zero,constant,22.4125576019287
228720,GM,Germany,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,136727,119782,162800,,1,2020-11-21,constant,constant,
228720,GM,Germany,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,143384,111247,178090,,2,2020-11-28,constant,constant,
228720,GM,Germany,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,149571,104969,188741,,3,2020-12-05,constant,constant,
228720,GM,Germany,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,142629,91019,188741,,4,2020-12-12,constant,constant,
228720,GM,Germany,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,1587,1074,2118,,1,2020-11-21,constant,constant,83.4189929962158
228720,GM,Germany,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,1825,1156,2466,,2,2020-11-28,constant,constant,83.4189929962158
228720,GM,Germany,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,1967,1215,2738,,3,2020-12-05,constant,constant,83.4189929962158
228720,GM,Germany,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2061,1128.22152820909,3086,,4,2020-12-12,constant,constant,83.4189929962158
