forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,forecast_duration
228720,PL,Poland,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,185850,150976,233665,,1,2020-11-21,constant,constant,68.8194313049316
228720,PL,Poland,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,191247,146549,271159,,2,2020-11-28,constant,constant,68.8194313049316
228720,PL,Poland,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,192621,139112,276909,,3,2020-12-05,constant,constant,68.8194313049316
228720,PL,Poland,incident,cases,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,199638,126288,286231,,4,2020-12-12,constant,constant,68.8194313049316
228720,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2538,1979,3475,,1,2020-11-21,constant,constant,258.695561885834
228720,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2877,2045,3690,,2,2020-11-28,constant,constant,258.695561885834
228720,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2952,1979,3762,,3,2020-12-05,constant,constant,258.695561885834
228720,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2829,1853,3573,,4,2020-12-12,constant,constant,258.695561885834
228720,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2538,1979,3475,,1,2020-11-21,constant,constant,26.2102179527283
228720,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2877,2045,3690,,2,2020-11-28,constant,constant,26.2102179527283
228720,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2952,1979,3762,,3,2020-12-05,constant,constant,26.2102179527283
228720,PL,Poland,incident,deaths,2020-11-16T00:00:00Z,47,TRUE,yes,,quantile_forecast,log-normal,2829,1853,3573,,4,2020-12-12,constant,constant,26.2102179527283
996366,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,131714,,,0.18,1,2020-11-21,constant,constant,
996366,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,131214,,,0.2,2,2020-11-28,constant,constant,
996366,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,123083,,,0.22,3,2020-12-05,constant,constant,
996366,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,115130,,,0.24,4,2020-12-12,constant,constant,
996366,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1511.96164614605,,,0.13,1,2020-11-21,constant,constant,1.87677172819773
996366,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1969,,,0.15,2,2020-11-28,constant,constant,1.87677172819773
996366,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2352,,,0.17,3,2020-12-05,constant,constant,1.87677172819773
996366,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2647,,,0.19,4,2020-12-12,constant,constant,1.87677172819773
996366,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,169012,,,0.17,1,2020-11-21,constant,constant,4.54821437199911
996366,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,158257,,,0.21,2,2020-11-28,constant,constant,4.54821437199911
996366,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,143265,,,0.23,3,2020-12-05,constant,constant,4.54821437199911
996366,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,128081,,,0.25,4,2020-12-12,constant,constant,4.54821437199911
996366,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2473,,,0.15,1,2020-11-21,constant,constant,3.20326761404673
996366,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2640,,,0.17,2,2020-11-28,constant,constant,3.20326761404673
996366,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2871,,,0.19,3,2020-12-05,constant,constant,3.20326761404673
996366,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,3082,,,0.21,4,2020-12-12,constant,constant,3.20326761404673
253412,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,137664,,,0.221687611447369,1,2020-11-21,zero,constant,
253412,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,132257,,,0.221687611447369,2,2020-11-28,zero,constant,
253412,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,117117,,,0.221687611447369,3,2020-12-05,zero,constant,
253412,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,101749,,,0.221687611447369,4,2020-12-12,zero,constant,
253412,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1474,,,0.13,1,2020-11-21,zero,constant,63.244921207428
253412,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2027,,,0.13,2,2020-11-28,zero,constant,63.244921207428
253412,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2129,,,0.13,3,2020-12-05,zero,constant,63.244921207428
253412,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2066,,,0.13,4,2020-12-12,zero,constant,63.244921207428
253412,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,178093,,,0.19,1,2020-11-21,zero,constant,41.9052786827087
253412,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,175995,,,0.19,2,2020-11-28,zero,constant,41.9052786827087
253412,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,164887,,,0.19,3,2020-12-05,zero,constant,41.9052786827087
253412,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,150715,,,0.19,4,2020-12-12,zero,constant,41.9052786827087
253412,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2353,,,0.17,1,2020-11-21,zero,constant,32.4461717605591
253412,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2212,,,0.17,2,2020-11-28,zero,constant,32.4461717605591
253412,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1977,,,0.17,3,2020-12-05,zero,constant,32.4461717605591
253412,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1747,,,0.17,4,2020-12-12,zero,constant,32.4461717605591
253412,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2353,,,0.17,1,2020-11-21,zero,constant,11.6098365783691
253412,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,2212,,,0.17,2,2020-11-28,zero,constant,11.6098365783691
253412,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1977,,,0.17,3,2020-12-05,zero,constant,11.6098365783691
253412,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,yes,,distribution_forecast,log-normal,1747,,,0.17,4,2020-12-12,zero,constant,11.6098365783691
822297,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,128000,,,0.16,1,2020-11-21,zero,constant,
822297,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,120000,,,0.16,2,2020-11-28,zero,constant,
822297,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,115000,,,0.2,3,2020-12-05,zero,constant,
822297,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,112000,,,0.22,4,2020-12-12,zero,constant,
822297,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,1252,,,0.1,1,2020-11-21,zero,constant,4.44970857302348
822297,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,1352,,,0.11,2,2020-11-28,zero,constant,4.44970857302348
822297,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,1302,,,0.13,3,2020-12-05,zero,constant,4.44970857302348
822297,GM,Germany,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,1252,,,0.13,4,2020-12-12,zero,constant,4.44970857302348
822297,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,169782,,,0.15,1,2020-11-21,zero,constant,2.6301157951355
822297,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,164782,,,0.19,2,2020-11-28,zero,constant,2.6301157951355
822297,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,162782,,,0.19,3,2020-12-05,zero,constant,2.6301157951355
822297,PL,Poland,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,160782,,,0.19,4,2020-12-12,zero,constant,2.6301157951355
822297,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,2312,,,0.14,1,2020-11-21,zero,constant,1.99361922740936
822297,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,2312,,,0.16,2,2020-11-28,zero,constant,1.99361922740936
822297,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,2212,,,0.17,3,2020-12-05,zero,constant,1.99361922740936
822297,PL,Poland,incident,deaths,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,2112,,,0.17,4,2020-12-12,zero,constant,1.99361922740936
834412,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,125000,,,0.221687611447369,1,2020-11-21,constant,constant,
834412,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,110000,,,0.27,2,2020-11-28,constant,constant,
834412,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,90000,,,0.5,3,2020-12-05,constant,constant,
834412,GM,Germany,incident,cases,2020-11-17T00:00:00Z,47,TRUE,anonymous,,distribution_forecast,log-normal,70000,,,0.9,4,2020-12-12,constant,constant,
