forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,forecast_duration,forecast_week
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,5000.36,0.1,1,2021-01-30,2021-01-25T00:00:00Z,Germany,deaths,GM,,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,4545.39,0.16,2,2021-02-06,2021-01-25T00:00:00Z,Germany,deaths,GM,,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,4363.78,0.22,3,2021-02-13,2021-01-25T00:00:00Z,Germany,deaths,GM,,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,4363.78,0.26,4,2021-02-20,2021-01-25T00:00:00Z,Germany,deaths,GM,,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,1937.98,0.06,1,2021-01-30,2021-01-25T00:00:00Z,Poland,deaths,PL,1.14897125562032,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,1867.81,0.09,2,2021-02-06,2021-01-25T00:00:00Z,Poland,deaths,PL,1.14897125562032,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,1827.54,0.12,3,2021-02-13,2021-01-25T00:00:00Z,Poland,deaths,PL,1.14897125562032,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,1824.48,0.16,4,2021-02-20,2021-01-25T00:00:00Z,Poland,deaths,PL,1.14897125562032,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,1937.98,0.04,1,2021-01-30,2021-01-25T00:00:00Z,Poland,deaths,PL,13.5622255643209,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,1867.81,0.07,2,2021-02-06,2021-01-25T00:00:00Z,Poland,deaths,PL,13.5622255643209,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,1827.54,0.1,3,2021-02-13,2021-01-25T00:00:00Z,Poland,deaths,PL,13.5622255643209,4
89444,2021-01-25T00:00:00Z,TRUE,anonymous,log-normal,1824.48,0.12,4,2021-02-20,2021-01-25T00:00:00Z,Poland,deaths,PL,13.5622255643209,4
996366,2021-01-25T00:00:00Z,TRUE,yes,log-normal,90673.89,0.12,1,2021-01-30,2021-01-25T00:00:00Z,Germany,cases,GM,,4
996366,2021-01-25T00:00:00Z,TRUE,yes,log-normal,77293.83,0.16,2,2021-02-06,2021-01-25T00:00:00Z,Germany,cases,GM,,4
996366,2021-01-25T00:00:00Z,TRUE,yes,log-normal,73507.02,0.23,3,2021-02-13,2021-01-25T00:00:00Z,Germany,cases,GM,,4
996366,2021-01-25T00:00:00Z,TRUE,yes,log-normal,74516.84,0.29,4,2021-02-20,2021-01-25T00:00:00Z,Germany,cases,GM,,4
996366,2021-01-25T00:00:00Z,TRUE,yes,normal,5291.99,313,1,2021-01-30,2021-01-25T00:00:00Z,Germany,deaths,GM,156.574710845947,4
996366,2021-01-25T00:00:00Z,TRUE,yes,normal,4951.99,610.93,2,2021-02-06,2021-01-25T00:00:00Z,Germany,deaths,GM,156.574710845947,4
