forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,forecast_duration,forecast_week
89444,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,1209,0.083,1,2021-04-03,2021-03-29T00:00:00Z,Germany,deaths,GM,,13
89444,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,1293.85,0.113,2,2021-04-10,2021-03-29T00:00:00Z,Germany,deaths,GM,,13
89444,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,1434.66,0.153,3,2021-04-17,2021-03-29T00:00:00Z,Germany,deaths,GM,,13
89444,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,1691.91,0.193,4,2021-04-24,2021-03-29T00:00:00Z,Germany,deaths,GM,,13
89444,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,2946.83,0.083,1,2021-04-03,2021-03-29T00:00:00Z,Poland,deaths,PL,8.32102243900299,13
89444,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,3428.04,0.123,2,2021-04-10,2021-03-29T00:00:00Z,Poland,deaths,PL,8.32102243900299,13
89444,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,3608.29,0.143,3,2021-04-17,2021-03-29T00:00:00Z,Poland,deaths,PL,8.32102243900299,13
89444,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,3687.09,0.163,4,2021-04-24,2021-03-29T00:00:00Z,Poland,deaths,PL,8.32102243900299,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,131263.21,0.146,1,2021-04-03,2021-03-29T00:00:00Z,Germany,cases,GM,,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,160773.3,0.19,2,2021-04-10,2021-03-29T00:00:00Z,Germany,cases,GM,,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,183321.86,0.22,3,2021-04-17,2021-03-29T00:00:00Z,Germany,cases,GM,,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,186575.56,0.28,4,2021-04-24,2021-03-29T00:00:00Z,Germany,cases,GM,,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1200,0.19,1,2021-04-03,2021-03-29T00:00:00Z,Germany,deaths,GM,86.7573680877686,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1250,0.21,2,2021-04-10,2021-03-29T00:00:00Z,Germany,deaths,GM,86.7573680877686,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1300,0.25,3,2021-04-17,2021-03-29T00:00:00Z,Germany,deaths,GM,86.7573680877686,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1350,0.31,4,2021-04-24,2021-03-29T00:00:00Z,Germany,deaths,GM,86.7573680877686,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,227255.02,0.12,1,2021-04-03,2021-03-29T00:00:00Z,Poland,cases,PL,125.079205989838,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,254138.99,0.14,2,2021-04-10,2021-03-29T00:00:00Z,Poland,cases,PL,125.079205989838,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,276237.25,0.17,3,2021-04-17,2021-03-29T00:00:00Z,Poland,cases,PL,125.079205989838,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,283042.25,0.22,4,2021-04-24,2021-03-29T00:00:00Z,Poland,cases,PL,125.079205989838,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,2969.25,0.133,1,2021-04-03,2021-03-29T00:00:00Z,Poland,deaths,PL,48.5425100326538,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,3284.5,0.17,2,2021-04-10,2021-03-29T00:00:00Z,Poland,deaths,PL,48.5425100326538,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,3626.76,0.21,3,2021-04-17,2021-03-29T00:00:00Z,Poland,deaths,PL,48.5425100326538,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,3867.77,0.27,4,2021-04-24,2021-03-29T00:00:00Z,Poland,deaths,PL,48.5425100326538,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,131263.21,0.146,1,2021-04-03,2021-03-29T00:00:00Z,Germany,cases,GM,83.5894856452942,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,157300.68,0.19,2,2021-04-10,2021-03-29T00:00:00Z,Germany,cases,GM,83.5894856452942,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,183321.86,0.22,3,2021-04-17,2021-03-29T00:00:00Z,Germany,cases,GM,83.5894856452942,13
996366,2021-03-29T00:00:00Z,TRUE,yes,log-normal,186575.56,0.28,4,2021-04-24,2021-03-29T00:00:00Z,Germany,cases,GM,83.5894856452942,13
56953,2021-03-29T00:00:00Z,FALSE,yes,log-normal,131793.16,0.08,1,2021-04-03,2021-03-29T00:00:00Z,Germany,cases,GM,,13
56953,2021-03-29T00:00:00Z,FALSE,yes,log-normal,146515.34,0.12,2,2021-04-10,2021-03-29T00:00:00Z,Germany,cases,GM,,13
56953,2021-03-29T00:00:00Z,FALSE,yes,log-normal,156964.11,0.16,3,2021-04-17,2021-03-29T00:00:00Z,Germany,cases,GM,,13
56953,2021-03-29T00:00:00Z,FALSE,yes,log-normal,166990.79,0.2,4,2021-04-24,2021-03-29T00:00:00Z,Germany,cases,GM,,13
56953,2021-03-29T00:00:00Z,FALSE,yes,log-normal,1209,0.08,1,2021-04-03,2021-03-29T00:00:00Z,Germany,deaths,GM,38.1916432380676,13
56953,2021-03-29T00:00:00Z,FALSE,yes,log-normal,1209,0.12,2,2021-04-10,2021-03-29T00:00:00Z,Germany,deaths,GM,38.1916432380676,13
56953,2021-03-29T00:00:00Z,FALSE,yes,log-normal,1299.47,0.16,3,2021-04-17,2021-03-29T00:00:00Z,Germany,deaths,GM,38.1916432380676,13
56953,2021-03-29T00:00:00Z,FALSE,yes,log-normal,1462.29,0.2,4,2021-04-24,2021-03-29T00:00:00Z,Germany,deaths,GM,38.1916432380676,13
778898,2021-03-29T00:00:00Z,FALSE,yes,log-normal,139333.41,0.146,1,2021-04-03,2021-03-29T00:00:00Z,Germany,cases,GM,,13
778898,2021-03-29T00:00:00Z,FALSE,yes,log-normal,178897.85,0.147,2,2021-04-10,2021-03-29T00:00:00Z,Germany,cases,GM,,13
778898,2021-03-29T00:00:00Z,FALSE,yes,log-normal,205783.11,0.148,3,2021-04-17,2021-03-29T00:00:00Z,Germany,cases,GM,,13
778898,2021-03-29T00:00:00Z,FALSE,yes,log-normal,230332.35,0.15,4,2021-04-24,2021-03-29T00:00:00Z,Germany,cases,GM,,13
215393,2021-03-29T00:00:00Z,TRUE,yes,log-normal,130247.35,0.146,1,2021-04-03,2021-03-29T00:00:00Z,Germany,cases,GM,,13
215393,2021-03-29T00:00:00Z,TRUE,yes,log-normal,148932.12,0.25,2,2021-04-10,2021-03-29T00:00:00Z,Germany,cases,GM,,13
215393,2021-03-29T00:00:00Z,TRUE,yes,log-normal,176332.34,0.35,3,2021-04-17,2021-03-29T00:00:00Z,Germany,cases,GM,,13
215393,2021-03-29T00:00:00Z,TRUE,yes,log-normal,178884.28,0.45,4,2021-04-24,2021-03-29T00:00:00Z,Germany,cases,GM,,13
215393,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1156.36,0.093,1,2021-04-03,2021-03-29T00:00:00Z,Germany,deaths,GM,30.6024131774902,13
215393,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1083.5,0.2,2,2021-04-10,2021-03-29T00:00:00Z,Germany,deaths,GM,30.6024131774902,13
215393,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1018.72,0.3,3,2021-04-17,2021-03-29T00:00:00Z,Germany,deaths,GM,30.6024131774902,13
215393,2021-03-29T00:00:00Z,TRUE,yes,log-normal,954.53,0.4,4,2021-04-24,2021-03-29T00:00:00Z,Germany,deaths,GM,30.6024131774902,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,126521.73,0.06,1,2021-04-03,2021-03-29T00:00:00Z,Germany,cases,GM,,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,137376.76,0.08,2,2021-04-10,2021-03-29T00:00:00Z,Germany,cases,GM,,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,140178.09,0.12,3,2021-04-17,2021-03-29T00:00:00Z,Germany,cases,GM,,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,144141.24,0.14,4,2021-04-24,2021-03-29T00:00:00Z,Germany,cases,GM,,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1209.02,0.11,1,2021-04-03,2021-03-29T00:00:00Z,Germany,deaths,GM,32.1317710876465,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1317.56,0.13,2,2021-04-10,2021-03-29T00:00:00Z,Germany,deaths,GM,32.1317710876465,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1353.75,0.15,3,2021-04-17,2021-03-29T00:00:00Z,Germany,deaths,GM,32.1317710876465,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1426.11,0.18,4,2021-04-24,2021-03-29T00:00:00Z,Germany,deaths,GM,32.1317710876465,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,208173.87,0.08,1,2021-04-03,2021-03-29T00:00:00Z,Poland,cases,PL,61.8766736984253,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,224012.17,0.09,2,2021-04-10,2021-03-29T00:00:00Z,Poland,cases,PL,61.8766736984253,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,232573.6,0.11,3,2021-04-17,2021-03-29T00:00:00Z,Poland,cases,PL,61.8766736984253,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,233118.29,0.13,4,2021-04-24,2021-03-29T00:00:00Z,Poland,cases,PL,61.8766736984253,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,2855.25,0.08,1,2021-04-03,2021-03-29T00:00:00Z,Poland,deaths,PL,34.0463519096375,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,3106.37,0.09,2,2021-04-10,2021-03-29T00:00:00Z,Poland,deaths,PL,34.0463519096375,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,3225.38,0.11,3,2021-04-17,2021-03-29T00:00:00Z,Poland,deaths,PL,34.0463519096375,13
593160,2021-03-29T00:00:00Z,TRUE,yes,log-normal,3349.95,0.12,4,2021-04-24,2021-03-29T00:00:00Z,Poland,deaths,PL,34.0463519096375,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,124918.1,0.14,1,2021-04-03,2021-03-29T00:00:00Z,Germany,cases,GM,,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,134971.46,0.16,2,2021-04-10,2021-03-29T00:00:00Z,Germany,cases,GM,,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,144262.4,0.17,3,2021-04-17,2021-03-29T00:00:00Z,Germany,cases,GM,,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,137725.56,0.19,4,2021-04-24,2021-03-29T00:00:00Z,Germany,cases,GM,,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,1294.74,0.093,1,2021-04-03,2021-03-29T00:00:00Z,Germany,deaths,GM,33.6542000770569,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,1353.7,0.1,2,2021-04-10,2021-03-29T00:00:00Z,Germany,deaths,GM,33.6542000770569,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,1439.78,0.12,3,2021-04-17,2021-03-29T00:00:00Z,Germany,deaths,GM,33.6542000770569,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,1495.07,0.13,4,2021-04-24,2021-03-29T00:00:00Z,Germany,deaths,GM,33.6542000770569,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,214864.57,0.04,1,2021-04-03,2021-03-29T00:00:00Z,Poland,cases,PL,246.207185268402,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,240671.4,0.05,2,2021-04-10,2021-03-29T00:00:00Z,Poland,cases,PL,246.207185268402,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,259286.56,0.07,3,2021-04-17,2021-03-29T00:00:00Z,Poland,cases,PL,246.207185268402,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,279630.26,0.08,4,2021-04-24,2021-03-29T00:00:00Z,Poland,cases,PL,246.207185268402,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,3094.18,0.06,1,2021-04-03,2021-03-29T00:00:00Z,Poland,deaths,PL,46.3813257217407,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,3556.09,0.08,2,2021-04-10,2021-03-29T00:00:00Z,Poland,deaths,PL,46.3813257217407,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,3976.95,0.1,3,2021-04-17,2021-03-29T00:00:00Z,Poland,deaths,PL,46.3813257217407,13
860201,2021-03-29T00:00:00Z,TRUE,anonymous,log-normal,4270.85,0.11,4,2021-04-24,2021-03-29T00:00:00Z,Poland,deaths,PL,46.3813257217407,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,125284.77,0.05,1,2021-04-03,2021-03-29T00:00:00Z,Germany,cases,GM,,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,138002.84,0.075,2,2021-04-10,2021-03-29T00:00:00Z,Germany,cases,GM,,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,148722.18,0.1,3,2021-04-17,2021-03-29T00:00:00Z,Germany,cases,GM,,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,149160.01,0.15,4,2021-04-24,2021-03-29T00:00:00Z,Germany,cases,GM,,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1132.84,0.05,1,2021-04-03,2021-03-29T00:00:00Z,Germany,deaths,GM,120.077087402344,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1209.02,0.1,2,2021-04-10,2021-03-29T00:00:00Z,Germany,deaths,GM,120.077087402344,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1277.12,0.2,3,2021-04-17,2021-03-29T00:00:00Z,Germany,deaths,GM,120.077087402344,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,1339.86,0.3,4,2021-04-24,2021-03-29T00:00:00Z,Germany,deaths,GM,120.077087402344,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,202075.85,0.05,1,2021-04-03,2021-03-29T00:00:00Z,Poland,cases,PL,390.795044898987,13
515822,2021-03-29T00:00:00Z,TRUE,yes,log-normal,232891.37,0.1,2,2021-04-10,2021-03-29T00:00:00Z,Poland,cases,PL,390.795044898987,13
