region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-31,estimate,0.031,0.032,0.01,0.03,0.033,0.028,0.035,0.022,0.042
Germany,2020-09-01,estimate,0.032,0.032,0.01,0.03,0.033,0.028,0.035,0.021,0.042
Germany,2020-09-02,estimate,0.032,0.032,0.011,0.03,0.033,0.027,0.035,0.021,0.043
Germany,2020-09-03,estimate,0.032,0.032,0.011,0.03,0.033,0.027,0.035,0.021,0.043
Germany,2020-09-04,estimate,0.032,0.032,0.012,0.03,0.033,0.027,0.035,0.021,0.043
Germany,2020-09-05,estimate,0.032,0.032,0.013,0.03,0.033,0.027,0.035,0.021,0.043
Germany,2020-09-06,estimate,0.032,0.032,0.013,0.03,0.033,0.027,0.035,0.021,0.043
Germany,2020-09-07,estimate,0.032,0.032,0.013,0.03,0.033,0.027,0.035,0.021,0.044
Germany,2020-09-08,estimate,0.032,0.032,0.014,0.03,0.033,0.027,0.035,0.021,0.044
Germany,2020-09-09,estimate,0.032,0.033,0.014,0.031,0.034,0.027,0.035,0.021,0.044
Germany,2020-09-10,estimate,0.032,0.033,0.014,0.032,0.035,0.027,0.035,0.021,0.044
Germany,2020-09-11,estimate,0.032,0.033,0.014,0.03,0.033,0.028,0.036,0.021,0.044
Germany,2020-09-12,estimate,0.032,0.033,0.014,0.031,0.034,0.027,0.035,0.021,0.044
Germany,2020-09-13,estimate,0.032,0.033,0.014,0.031,0.034,0.028,0.036,0.02,0.044
Germany,2020-09-14,estimate,0.032,0.033,0.014,0.031,0.034,0.027,0.035,0.02,0.044
Germany,2020-09-15,estimate,0.032,0.033,0.014,0.031,0.034,0.028,0.036,0.02,0.044
Germany,2020-09-16,estimate,0.032,0.033,0.014,0.03,0.033,0.027,0.035,0.021,0.045
Germany,2020-09-17,estimate,0.032,0.033,0.013,0.031,0.034,0.027,0.035,0.021,0.046
Germany,2020-09-18,estimate,0.032,0.033,0.013,0.031,0.034,0.027,0.035,0.021,0.046
