region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-31,estimate,1,2,2,0,0,0,1,0,4
Germany,2020-09-01,estimate,4,5,4,1,2,0,4,0,10
Germany,2020-09-02,estimate,7,8,6,2,4,1,7,0,16
Germany,2020-09-03,estimate,6,7,5,4,5,1,6,0,13
Germany,2020-09-04,estimate,5,5,4,1,2,1,5,0,11
Germany,2020-09-05,estimate,5,6,4,2,3,2,6,0,12
Germany,2020-09-06,estimate,3,3,3,0,1,0,3,0,7
Germany,2020-09-07,estimate,2,2,2,0,0,0,2,0,5
Germany,2020-09-08,estimate,5,6,4,2,3,2,6,0,12
Germany,2020-09-09,estimate,9,10,7,4,6,2,9,1,19
Germany,2020-09-10,estimate,8,9,6,2,4,2,8,0,17
Germany,2020-09-11,estimate,5,7,7,3,4,0,5,0,13
Germany,2020-09-12,estimate,6,7,8,4,5,1,6,0,14
Germany,2020-09-13,estimate,3,4,9,0,1,0,3,0,8
Germany,2020-09-14,estimate,2,3,11,1,1,0,2,0,6
Germany,2020-09-15,estimate,7,9,103,1,3,3,8,0,15
Germany,2020-09-16,estimate,11,13,55,4,7,2,11,1,23
Germany,2020-09-17,estimate,9,15,259,6,8,3,10,0,20
Germany,2020-09-18,estimate,7,14,340,2,4,1,7,0,16
Germany,2020-09-19,estimate,8,17,516,3,5,3,9,0,17
Germany,2020-09-20,estimate,4,21,1036,1,2,0,4,0,10
Germany,2020-09-21,estimate,2,24,1310,0,1,0,2,0,7
Germany,2020-09-22,estimate,8,27,1109,3,5,3,9,0,18
Germany,2020-09-23,estimate,14,88,4571,4,8,3,14,1,29
Germany,2020-09-24,estimate based on partial data,12,40,1709,5,8,4,13,1,26
Germany,2020-09-25,estimate based on partial data,8,279,16979,3,5,2,9,0,19
Germany,2020-09-26,estimate based on partial data,10,257,15561,3,6,2,10,0,22
Germany,2020-09-27,estimate based on partial data,5,161,9816,2,3,2,6,0,12
Germany,2020-09-28,estimate based on partial data,3,650,40875,0,1,0,3,0,8
Germany,2020-09-29,estimate based on partial data,10,1976,124245,3,6,2,10,0,22
Germany,2020-09-30,estimate based on partial data,16,858,53096,7,11,4,17,0,35
Germany,2020-10-01,estimate based on partial data,14,1700,106481,6,10,3,15,1,31
Germany,2020-10-02,estimate based on partial data,10,956,59649,3,6,4,12,0,24
Germany,2020-10-03,estimate based on partial data,12,1244,77777,5,8,3,13,1,28
Germany,2020-10-04,estimate based on partial data,6,2331,146915,1,3,2,7,0,15
Germany,2020-10-05,estimate based on partial data,4,1705,107494,0,1,1,4,0,10
Germany,2020-10-06,estimate based on partial data,13,1254,78327,6,9,3,13,0,28
Germany,2020-10-07,estimate based on partial data,20,1853,115678,7,13,6,22,1,45
Germany,2020-10-08,estimate based on partial data,18,2318,145261,6,11,5,19,1,41
Germany,2020-10-09,estimate based on partial data,13,3210,201989,3,7,2,13,1,30
Germany,2020-10-10,estimate based on partial data,15,2557,160556,6,10,4,16,0,33
Germany,2020-10-11,estimate based on partial data,8,3090,194820,3,5,1,8,0,19
Germany,2020-10-12,forecast,5,2675,168767,1,2,1,5,0,13
Germany,2020-10-13,forecast,15,2469,154908,8,12,5,17,0,35
Germany,2020-10-14,forecast,25,966,59107,10,17,7,27,1,55
Germany,2020-10-15,forecast,22,1467,90999,10,16,6,24,1,51
Germany,2020-10-16,forecast,16,1828,114266,4,9,3,17,0,39
Germany,2020-10-17,forecast,19,3557,223348,5,11,4,20,0,43
Germany,2020-10-18,forecast,9,3590,226234,2,5,2,10,0,25
Germany,2020-10-19,forecast,6,1493,93932,0,2,1,6,0,15
Germany,2020-10-20,forecast,19,2102,131344,8,13,4,20,0,45
Germany,2020-10-21,forecast,31,1450,88841,18,26,7,33,0,73
Germany,2020-10-22,forecast,27,4285,268504,10,18,6,28,2,64
Germany,2020-10-23,forecast,20,2267,141184,7,13,5,22,0,49
Germany,2020-10-24,forecast,23,1845,114520,7,14,5,24,1,54
Germany,2020-10-25,forecast,12,2478,155407,5,8,3,13,0,31
Germany,2020-10-26,forecast,7,520,32210,2,4,0,7,0,20
Germany,2020-10-27,forecast,25,1508,92922,8,15,8,28,0,59
Germany,2020-10-28,forecast,39,678,37854,18,29,10,42,0,95
Germany,2020-10-29,forecast,33,1894,114936,10,20,7,35,3,84
Germany,2020-10-30,forecast,25,2846,174975,12,19,6,27,1,63
Germany,2020-10-31,forecast,28,2214,132392,11,19,9,32,1,71
Germany,2020-11-01,forecast,15,4362,273557,6,10,2,15,0,38
Germany,2020-11-02,forecast,9,3503,219774,1,4,2,10,0,26
Germany,2020-11-03,forecast,29,3405,211513,13,21,6,31,0,74
Germany,2020-11-04,forecast,48,1327,74531,18,32,13,53,3,117
Germany,2020-11-05,forecast,40,1831,104796,14,26,9,43,0,105
Germany,2020-11-06,forecast,31,4167,253516,9,18,6,32,0,79
Germany,2020-11-07,forecast,35,3086,179460,12,23,7,37,1,91
Germany,2020-11-08,forecast,18,2543,155850,3,9,3,19,0,49
Germany,2020-11-09,forecast,12,1298,77961,5,8,1,12,0,34
Germany,2020-11-10,forecast,36,1687,94809,17,27,6,37,1,94
Poland,2020-08-30,estimate,10,13,11,3,6,0,10,0,27
Poland,2020-08-31,estimate,4,5,5,0,1,0,4,0,11
Poland,2020-09-01,estimate,7,9,9,1,3,0,7,0,20
Poland,2020-09-02,estimate,12,16,14,2,6,0,12,0,33
Poland,2020-09-03,estimate,13,17,15,2,6,1,13,0,36
Poland,2020-09-04,estimate,13,17,16,2,6,1,13,0,36
Poland,2020-09-05,estimate,11,15,14,3,6,1,11,0,31
Poland,2020-09-06,estimate,13,18,18,3,7,2,14,0,38
Poland,2020-09-07,estimate,4,7,7,0,1,0,4,0,15
Poland,2020-09-08,estimate,9,13,14,0,3,0,9,0,28
Poland,2020-09-09,estimate,16,23,26,2,7,1,16,0,49
Poland,2020-09-10,estimate,16,24,28,2,7,1,16,0,51
Poland,2020-09-11,estimate,16,25,34,3,8,1,16,0,53
Poland,2020-09-12,estimate,13,22,49,2,6,1,13,0,46
Poland,2020-09-13,estimate,16,27,39,3,8,1,16,0,57
Poland,2020-09-14,estimate,6,10,25,0,2,0,6,0,22
Poland,2020-09-15,estimate,10,21,98,1,4,0,10,0,45
Poland,2020-09-16,estimate,18,39,142,2,8,0,18,0,81
Poland,2020-09-17,estimate,19,51,629,2,8,1,19,0,90
Poland,2020-09-18,estimate,19,55,639,2,8,1,19,0,96
Poland,2020-09-19,estimate,16,48,477,2,7,1,16,0,84
Poland,2020-09-20,estimate,18,86,1948,1,7,0,18,0,105
Poland,2020-09-21,estimate,6,38,974,0,2,0,6,0,44
Poland,2020-09-22,estimate,12,231,8734,1,5,0,12,0,80
Poland,2020-09-23,estimate,22,611,24008,3,10,1,22,0,160
Poland,2020-09-24,estimate based on partial data,22,883,41034,3,10,0,22,0,177
Poland,2020-09-25,estimate based on partial data,20,1359,57646,2,9,0,20,0,179
Poland,2020-09-26,estimate based on partial data,18,3735,166787,2,8,0,18,0,155
Poland,2020-09-27,estimate based on partial data,22,3650,156371,5,11,1,22,0,211
Poland,2020-09-28,estimate based on partial data,8,5682,252398,1,3,0,8,0,81
Poland,2020-09-29,estimate based on partial data,15,3496,161443,0,5,1,15,0,167
Poland,2020-09-30,estimate based on partial data,25,1757,60649,2,10,0,25,0,315
Poland,2020-10-01,estimate based on partial data,26,8031,359585,4,12,1,26,0,356
Poland,2020-10-02,estimate based on partial data,25,6501,240261,2,10,0,25,0,390
Poland,2020-10-03,estimate based on partial data,21,9727,405215,3,9,0,21,0,343
Poland,2020-10-04,estimate based on partial data,25,8770,349106,2,10,0,25,0,418
Poland,2020-10-05,estimate based on partial data,9,6397,277450,0,3,0,9,0,178
Poland,2020-10-06,estimate based on partial data,16,7185,267293,2,7,0,16,0,347
Poland,2020-10-07,estimate based on partial data,29,5649,163008,2,11,1,29,0,642
Poland,2020-10-08,estimate based on partial data,30,6642,210232,3,12,0,30,0,780
Poland,2020-10-09,estimate based on partial data,29,6841,180860,6,15,0,29,0,800
Poland,2020-10-10,estimate based on partial data,25,9750,304525,3,11,0,25,0,716
Poland,2020-10-11,estimate based on partial data,29,16816,462683,4,13,0,29,0,901
Poland,2020-10-12,forecast,11,6498,174114,0,3,0,11,0,354
Poland,2020-10-13,forecast,19,12948,291434,1,7,0,19,0,680
Poland,2020-10-14,forecast,33,17434,327396,8,18,0,33,0,1369
Poland,2020-10-15,forecast,33,25661,532971,6,16,0,33,0,1664
Poland,2020-10-16,forecast,32,20010,379837,3,13,0,32,0,1451
Poland,2020-10-17,forecast,28,26542,616738,4,12,0,28,0,1511
Poland,2020-10-18,forecast,32,36970,615648,3,13,0,32,0,1885
Poland,2020-10-19,forecast,12,25215,478189,2,5,0,12,0,765
Poland,2020-10-20,forecast,21,40876,799784,3,9,0,21,0,1527
Poland,2020-10-21,forecast,37,46527,703095,4,15,0,37,0,2666
Poland,2020-10-22,forecast,38,60976,865263,3,14,0,38,0,3289
Poland,2020-10-23,forecast,36,56445,811887,5,16,1,36,0,3385
Poland,2020-10-24,forecast,32,66328,967245,3,12,0,32,0,2825
Poland,2020-10-25,forecast,36,67546,855514,6,16,0,36,0,4014
Poland,2020-10-26,forecast,14,53714,821626,0,4,0,14,0,1633
Poland,2020-10-27,forecast,24,54361,708558,3,10,0,24,0,3164
Poland,2020-10-28,forecast,43,81524,946570,3,16,0,43,0,5515
Poland,2020-10-29,forecast,42,84752,973574,3,16,0,42,0,7266
Poland,2020-10-30,forecast,42,95006,1090991,3,15,0,42,0,7093
Poland,2020-10-31,forecast,36,92189,1039623,6,16,0,36,0,6489
Poland,2020-11-01,forecast,42,111050,1188915,5,17,0,42,0,8452
Poland,2020-11-02,forecast,15,90748,1172032,1,5,0,15,0,3018
Poland,2020-11-03,forecast,28,94154,997819,2,10,0,28,0,6396
Poland,2020-11-04,forecast,47,141048,1437715,7,21,0,47,0,11135
Poland,2020-11-05,forecast,48,123233,1183357,6,20,0,48,0,14314
Poland,2020-11-06,forecast,46,132598,1357160,3,17,0,46,0,14857
Poland,2020-11-07,forecast,40,151936,1504333,8,19,1,41,0,14033
Poland,2020-11-08,forecast,48,143097,1256597,2,16,0,48,0,17263
Poland,2020-11-09,forecast,17,117474,1244085,0,5,0,17,0,6799
Poland,2020-11-10,forecast,31,147073,1354307,2,11,0,31,0,15443
