region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Germany,33659 (25963 -- 43559),33659,34092,5433,25963,30318,32458,35040,37379,43559,New confirmed cases by infection date,Increasing
Poland,31945 (23871 -- 43382),31945,32611,5970,23871,28494,30599,33552,36343,43382,New confirmed cases by infection date,Increasing
Germany,1.3 (1.2 -- 1.4),1.3,1.3,0,1.2,1.3,1.3,1.3,1.3,1.4,Effective reproduction no.,Increasing
Poland,1.2 (1.1 -- 1.3),1.2,1.2,0.1,1.1,1.2,1.2,1.2,1.3,1.3,Effective reproduction no.,Increasing
