region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,17615 (9358 -- 33080),17615,18890,7418,9358,13545,16090,19186,22846,33080,New confirmed cases by infection date,Increasing,0.00067
Germany,7460 (4621 -- 13368),7460,8032,2852,4621,6081,6905,8078,9274,13368,New confirmed cases by infection date,Increasing,0.048
Poland,1.4 (1.2 -- 1.6),1.4,1.4,0.11,1.2,1.3,1.3,1.4,1.4,1.6,Effective reproduction no.,Increasing,0.00067
Germany,1.1 (1 -- 1.2),1.1,1.1,0.069,1,1.1,1.1,1.1,1.1,1.2,Effective reproduction no.,Increasing,0.048
