forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration
648181,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,
648181,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,116278,117938,133475,0.15,2,2020-12-19,zero,constant,2020-12-07T00:00:00Z,
648181,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,80134,117938,133475,0.35,3,2020-12-26,zero,constant,2020-12-07T00:00:00Z,
648181,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,147862,117938,133475,0.4,4,2021-01-02,zero,constant,2020-12-07T00:00:00Z,
648181,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,1.62058734893799
648181,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,116278,117938,133475,0.15,2,2020-12-19,zero,constant,2020-12-07T00:00:00Z,1.62058734893799
648181,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,80134,117938,133475,0.35,3,2020-12-26,zero,constant,2020-12-07T00:00:00Z,1.62058734893799
648181,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,147862,117938,133475,0.4,4,2021-01-02,zero,constant,2020-12-07T00:00:00Z,1.62058734893799
648181,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,2791,2229,2922,0.06,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,266.113658905029
648181,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,3221,2229,2922,0.1,2,2020-12-19,zero,constant,2020-12-07T00:00:00Z,266.113658905029
648181,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,3373,2229,2922,0.15,3,2020-12-26,zero,constant,2020-12-07T00:00:00Z,266.113658905029
648181,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,3412,2229,2922,0.23,4,2021-01-02,zero,constant,2020-12-07T00:00:00Z,266.113658905029
648181,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,2791,2229,2922,0.06,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,0.889747142791748
648181,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,3221,2229,2922,0.1,2,2020-12-19,zero,constant,2020-12-07T00:00:00Z,0.889747142791748
648181,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,3373,2229,2922,0.15,3,2020-12-26,zero,constant,2020-12-07T00:00:00Z,0.889747142791748
648181,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,3412,2229,2922,0.23,4,2021-01-02,zero,constant,2020-12-07T00:00:00Z,0.889747142791748
648181,PL,Poland,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,63854,54235,128340,0.2,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,204.151812553406
648181,PL,Poland,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,43734,54235,128340,0.3,2,2020-12-19,zero,constant,2020-12-07T00:00:00Z,204.151812553406
648181,PL,Poland,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,23886,54235,128340,0.4,3,2020-12-26,zero,constant,2020-12-07T00:00:00Z,204.151812553406
648181,PL,Poland,incident,cases,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,32586,54235,128340,0.5,4,2021-01-02,zero,constant,2020-12-07T00:00:00Z,204.151812553406
648181,PL,Poland,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,2959,2371,4352,0.05,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,74.4614462852478
648181,PL,Poland,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,2675,2371,4352,0.09,2,2020-12-19,zero,constant,2020-12-07T00:00:00Z,74.4614462852478
648181,PL,Poland,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,2368,2371,4352,0.12,3,2020-12-26,zero,constant,2020-12-07T00:00:00Z,74.4614462852478
648181,PL,Poland,incident,deaths,2020-12-07T00:00:00Z,50,FALSE,yes,distribution,distribution,log-normal,2180,2371,4352,0.18,4,2021-01-02,zero,constant,2020-12-07T00:00:00Z,74.4614462852478
996366,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,123942,117938,133475,0.09,1,2020-12-12,constant,constant,2020-12-07T00:00:00Z,
996366,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,119606,117938,133475,0.15,2,2020-12-19,constant,constant,2020-12-07T00:00:00Z,
996366,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,111216,117938,133475,0.25,3,2020-12-26,constant,constant,2020-12-07T00:00:00Z,
996366,GM,Germany,incident,cases,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,122499,117938,133475,0.35,4,2021-01-02,constant,constant,2020-12-07T00:00:00Z,
996366,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,cubic-normal,2878,2229,2922,0.42,1,2020-12-12,constant,constant,2020-12-07T00:00:00Z,4.32317850589752
996366,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,cubic-normal,3182,2229,2922,0.6,2,2020-12-19,constant,constant,2020-12-07T00:00:00Z,4.32317850589752
996366,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,cubic-normal,3460,2229,2922,0.83,3,2020-12-26,constant,constant,2020-12-07T00:00:00Z,4.32317850589752
996366,GM,Germany,incident,deaths,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,cubic-normal,3597,2229,2922,1.04,4,2021-01-02,constant,constant,2020-12-07T00:00:00Z,4.32317850589752
996366,PL,Poland,incident,cases,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,73914,54235,128340,0.26,1,2020-12-12,constant,constant,2020-12-07T00:00:00Z,12.6520639181137
996366,PL,Poland,incident,cases,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,65485,54235,128340,0.36,2,2020-12-19,constant,constant,2020-12-07T00:00:00Z,12.6520639181137
996366,PL,Poland,incident,cases,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,69020,54235,128340,0.42,3,2020-12-26,constant,constant,2020-12-07T00:00:00Z,12.6520639181137
996366,PL,Poland,incident,cases,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,81527,54235,128340,0.48,4,2021-01-02,constant,constant,2020-12-07T00:00:00Z,12.6520639181137
996366,PL,Poland,incident,deaths,2020-12-07T00:00:00Z,50,TRUE,yes,distribution,distribution,log-normal,3090,2371,4352,0.09,1,2020-12-12,constant,constant,2020-12-07T00:00:00Z,2.0980340719223
