forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,forecast_duration,forecast_week
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,141500,0.15,1,2021-01-16,2020-01-11T00:00:00Z,Germany,cases,GM,,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,148500,0.18,2,2021-01-23,2020-01-11T00:00:00Z,Germany,cases,GM,,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,144000,0.18,3,2021-01-30,2020-01-11T00:00:00Z,Germany,cases,GM,,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,137000,0.18,4,2021-02-06,2020-01-11T00:00:00Z,Germany,cases,GM,,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,7100,0.19,1,2021-01-16,2020-01-11T00:00:00Z,Germany,deaths,GM,2.30149886608124,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,6700,0.19,2,2021-01-23,2020-01-11T00:00:00Z,Germany,deaths,GM,2.30149886608124,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,7800,0.19,3,2021-01-30,2020-01-11T00:00:00Z,Germany,deaths,GM,2.30149886608124,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,7400,0.19,4,2021-02-06,2020-01-11T00:00:00Z,Germany,deaths,GM,2.30149886608124,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,58000,0.19,1,2021-01-16,2020-01-11T00:00:00Z,Poland,cases,PL,6.61044859091441,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,61000,0.19,2,2021-01-23,2020-01-11T00:00:00Z,Poland,cases,PL,6.61044859091441,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,51000,0.19,3,2021-01-30,2020-01-11T00:00:00Z,Poland,cases,PL,6.61044859091441,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,48000,0.19,4,2021-02-06,2020-01-11T00:00:00Z,Poland,cases,PL,6.61044859091441,2
188522,2021-01-10T00:00:00Z,FALSE,anonymous,log-normal,1750,0.954551664251217,1,2021-01-16,2020-01-11T00:00:00Z,Poland,deaths,PL,1.33598865667979,2
