location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,median,shape_log_normal,horizon,target_end_date,zero_baseline,forecaster_id
GM,Germany,incident,cases,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,50000,0.22,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,70000,0.23,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,300,0.36,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,390,0.36,4,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-18T00:00:00Z,2020-10-18T21:42:22.300094Z,43,TRUE,70000,0.3,1,2020-10-24T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-18T00:00:00Z,2020-10-18T21:42:22.300094Z,43,TRUE,120000,0.3,2,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-18T00:00:00Z,2020-10-18T21:42:22.300094Z,43,TRUE,180000,0.3,3,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-18T00:00:00Z,2020-10-18T21:42:22.300094Z,43,TRUE,250000,0.3,4,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-18T00:00:00Z,2020-10-18T21:43:19.310080Z,43,TRUE,880,0.3,1,2020-10-24T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-18T00:00:00Z,2020-10-18T21:43:19.310080Z,43,TRUE,1400,0.3,2,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-18T00:00:00Z,2020-10-18T21:43:19.310080Z,43,TRUE,2400,0.3,3,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-18T00:00:00Z,2020-10-18T21:43:19.310080Z,43,TRUE,3980,0.3,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:42:19.841630Z,43,TRUE,50006,0.23,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:42:19.841630Z,43,TRUE,60000,0.24,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:42:19.841630Z,43,TRUE,70006,0.25,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:42:19.841630Z,43,TRUE,80006,0.27,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:42:22.430114Z,43,TRUE,50006,0.23,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:42:22.430114Z,43,TRUE,60000,0.24,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:42:22.430114Z,43,TRUE,70006,0.25,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:42:22.430114Z,43,TRUE,80006,0.27,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T11:44:00.377353Z,43,TRUE,250,0.36,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T11:44:00.377353Z,43,TRUE,350,0.36,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T11:44:00.377353Z,43,TRUE,450,0.36,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T11:44:00.377353Z,43,TRUE,500,0.36,4,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:45:29.428313Z,43,TRUE,60000,0.15,1,2020-10-24T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:45:29.428313Z,43,TRUE,70000,0.2,2,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:45:29.428313Z,43,TRUE,80000,0.25,3,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T11:45:29.428313Z,43,TRUE,85000,0.3,4,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T11:46:21.355810Z,43,TRUE,700,0.2,1,2020-10-24T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T11:46:21.355810Z,43,TRUE,900,0.22,2,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T11:46:21.355810Z,43,TRUE,1000,0.25,3,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T11:46:21.355810Z,43,TRUE,1100,0.3,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:44:54.442631Z,43,TRUE,49685,0.22,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:44:54.442631Z,43,TRUE,63594,0.23,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:44:54.442631Z,43,TRUE,75932,0.25,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:44:54.442631Z,43,TRUE,86611,0.27,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:45:45.520747Z,43,TRUE,225,0.36,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:45:45.520747Z,43,TRUE,315,0.36,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:45:45.520747Z,43,TRUE,405,0.36,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:45:45.520747Z,43,TRUE,544.745397593221,0.36,4,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:46:53.210300Z,43,TRUE,58121,0.1,1,2020-10-24T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:46:53.210300Z,43,TRUE,79469,0.11,2,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:46:53.210300Z,43,TRUE,104034,0.12,3,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:46:53.210300Z,43,TRUE,137732.642029504,0.13,4,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:47:20.118431Z,43,TRUE,643,0.2,1,2020-10-24T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:47:20.118431Z,43,TRUE,860,0.2,2,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:47:20.118431Z,43,TRUE,1123,0.2,3,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:47:20.118431Z,43,TRUE,1600.01248259181,0.2,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:48:28.502303Z,43,TRUE,51566,0.14,1,2020-10-24T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:48:28.502303Z,43,TRUE,57979,0.14,2,2020-10-31T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:48:28.502303Z,43,TRUE,64095,0.14,3,2020-11-07T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:48:28.502303Z,43,TRUE,71876,0.14,4,2020-11-14T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:50:32.787433Z,43,TRUE,233,0.08,1,2020-10-24T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:50:32.787433Z,43,TRUE,256,0.1,2,2020-10-31T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:50:32.787433Z,43,TRUE,296,0.12,3,2020-11-07T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:50:32.787433Z,43,TRUE,330,0.13,4,2020-11-14T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:52:22.031420Z,43,TRUE,61454,0.12,1,2020-10-24T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:52:22.031420Z,43,TRUE,89292,0.14,2,2020-10-31T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:52:22.031420Z,43,TRUE,118078,0.14,3,2020-11-07T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T15:52:22.031420Z,43,TRUE,152734,0.15,4,2020-11-14T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:53:23.214975Z,43,TRUE,705,0.1,1,2020-10-24T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:53:23.214975Z,43,TRUE,893,0.12,2,2020-10-31T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:53:23.214975Z,43,TRUE,1117,0.13,3,2020-11-07T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:53:23.214975Z,43,TRUE,1437,0.15,4,2020-11-14T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:53:40.653010Z,43,TRUE,705,0.1,1,2020-10-24T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:53:40.653010Z,43,TRUE,893,0.12,2,2020-10-31T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:53:40.653010Z,43,TRUE,1117,0.13,3,2020-11-07T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T15:53:40.653010Z,43,TRUE,1437,0.15,4,2020-11-14T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T16:07:43.756970Z,43,TRUE,46134,0.22,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T16:07:43.756970Z,43,TRUE,52772,0.23,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T16:07:43.756970Z,43,TRUE,58649,0.24,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-19T00:00:00Z,2020-10-19T16:07:43.756970Z,43,TRUE,59677.163879454,0.25,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T16:08:50.450297Z,43,TRUE,239,0.36,1,2020-10-24T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T16:08:50.450297Z,43,TRUE,291,0.36,2,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T16:08:50.450297Z,43,TRUE,326,0.36,3,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T16:08:50.450297Z,43,TRUE,326,0.36,4,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T16:10:03.908398Z,43,TRUE,55039,0.1,1,2020-10-24T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T16:10:03.908398Z,43,TRUE,65676,0.1,2,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T16:10:03.908398Z,43,TRUE,70126,0.1,3,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-19T00:00:00Z,2020-10-19T16:10:03.908398Z,43,TRUE,70085,0.1,4,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T16:10:44.969635Z,43,TRUE,666,0.2,1,2020-10-24T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T16:10:44.969635Z,43,TRUE,853,0.2,2,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T16:10:44.969635Z,43,TRUE,877,0.2,3,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-19T00:00:00Z,2020-10-19T16:10:44.969635Z,43,TRUE,929,0.2,4,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-20T00:00:00Z,2020-10-20T07:41:42.457704Z,43,TRUE,47987,0.17,1,2020-10-24T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-20T00:00:00Z,2020-10-20T07:41:42.457704Z,43,TRUE,53100,0.19,2,2020-10-31T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-20T00:00:00Z,2020-10-20T07:41:42.457704Z,43,TRUE,56308,0.21,3,2020-11-07T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-20T00:00:00Z,2020-10-20T07:41:42.457704Z,43,TRUE,58474,0.23,4,2020-11-14T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-20T00:00:00Z,2020-10-20T07:48:27.200171Z,43,TRUE,255,0.17,1,2020-10-24T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-20T00:00:00Z,2020-10-20T07:48:27.200171Z,43,TRUE,338,0.18,2,2020-10-31T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-20T00:00:00Z,2020-10-20T07:48:27.200171Z,43,TRUE,403,0.2,3,2020-11-07T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-20T00:00:00Z,2020-10-20T07:48:27.200171Z,43,TRUE,476.442836366184,0.22,4,2020-11-14T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-20T00:00:00Z,2020-10-20T07:50:43.879839Z,43,TRUE,56000,0.19,1,2020-10-24T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-20T00:00:00Z,2020-10-20T07:50:43.879839Z,43,TRUE,66721,0.21,2,2020-10-31T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-20T00:00:00Z,2020-10-20T07:50:43.879839Z,43,TRUE,75863,0.23,3,2020-11-07T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-20T00:00:00Z,2020-10-20T07:50:43.879839Z,43,TRUE,80813,0.25,4,2020-11-14T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-20T00:00:00Z,2020-10-20T07:52:11.986395Z,43,TRUE,661,0.19,1,2020-10-24T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-20T00:00:00Z,2020-10-20T07:52:11.986395Z,43,TRUE,788,0.21,2,2020-10-31T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-20T00:00:00Z,2020-10-20T07:52:11.986395Z,43,TRUE,979,0.23,3,2020-11-07T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-20T00:00:00Z,2020-10-20T07:52:11.986395Z,43,TRUE,1258,0.25,4,2020-11-14T00:00:00Z,TRUE,
,,,,,,,,,,,,,332193
,,,,,,,,,,,,,991083
,,,,,,,,,,,,,424666
,,,,,,,,,,,,,188218
,,,,,,,,,,,,,492860
,,,,,,,,,,,,,419395
