forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration
600717,GM,Germany,incident,cases,2020-12-24T00:00:00Z,52,TRUE,yes,distribution,distribution,log-normal,165300,145424.398188026,200420.29843105,0.11,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,
600717,GM,Germany,incident,cases,2020-12-24T00:00:00Z,52,TRUE,yes,distribution,distribution,log-normal,137700,145424.398188026,200420.29843105,0.17,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,
600717,GM,Germany,incident,cases,2020-12-24T00:00:00Z,52,TRUE,yes,distribution,distribution,log-normal,108500,145424.398188026,200420.29843105,0.23,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,
600717,GM,Germany,incident,cases,2020-12-24T00:00:00Z,52,TRUE,yes,distribution,distribution,log-normal,80500,145424.398188026,200420.29843105,0.29,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,
253412,GM,Germany,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,155710,127694,190252,0.1,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,
253412,GM,Germany,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,148668,127694,190252,0.14,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,
253412,GM,Germany,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,142541,127694,190252,0.2,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,
253412,GM,Germany,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,134952,127694,190252,0.25,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,
253412,GM,Germany,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3614,2785,5135,0.1,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,39.5316638946533
253412,GM,Germany,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3375,2785,5135,0.15,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,39.5316638946533
253412,GM,Germany,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3221,2785,5135,0.2,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,39.5316638946533
253412,GM,Germany,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,2960,2785,5135,0.25,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,39.5316638946533
253412,GM,Germany,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,146557,127694,190252,0.1,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,103.765535831451
253412,GM,Germany,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,138836,127694,190252,0.15,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,103.765535831451
253412,GM,Germany,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,131367,127694,190252,0.2,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,103.765535831451
253412,GM,Germany,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,126543,127694,190252,0.24,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,103.765535831451
253412,GM,Germany,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3459,2785,5135,0.1,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,34.3461947441101
253412,GM,Germany,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3278,2785,5135,0.15,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,34.3461947441101
253412,GM,Germany,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3140,2785,5135,0.2,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,34.3461947441101
253412,GM,Germany,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3035,2785,5135,0.25,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,34.3461947441101
253412,PL,Poland,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.1,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,20.6727204322815
253412,PL,Poland,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.15,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,20.6727204322815
253412,PL,Poland,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.2,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,20.6727204322815
253412,PL,Poland,incident,cases,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.25,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,20.6727204322815
253412,PL,Poland,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,1987,2072,2381,0.1,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,42.0807399749756
253412,PL,Poland,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,1748,2072,2381,0.15,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,42.0807399749756
253412,PL,Poland,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,1683,2072,2381,0.2,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,42.0807399749756
253412,PL,Poland,incident,deaths,2020-12-28T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,1618,2072,2381,0.25,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,42.0807399749756
544964,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,anonymous,distribution,distribution,normal,155865,127693.575250836,190251.531271468,0.12,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,
544964,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,anonymous,distribution,distribution,normal,155865,127693.575250836,190251.531271468,0.12,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,
544964,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,anonymous,distribution,distribution,normal,155865,127693.575250836,190251.531271468,0.12,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,
544964,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,anonymous,distribution,distribution,normal,155865,127693.575250836,190251.531271468,0.12,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,
544964,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,anonymous,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.19,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,4.94948116143545
544964,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,anonymous,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.19,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,4.94948116143545
544964,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,anonymous,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.19,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,4.94948116143545
