forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration
544964,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,anonymous,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.19,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,4.94948116143545
648181,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,139926,127694,190252,0.25,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,
648181,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,183351,127694,190252,0.35,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,
648181,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,211745,127694,190252,0.43,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,
648181,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,226893,127694,190252,0.6,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,
648181,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,3364,2785,5135,0.19,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,60.6926999092102
648181,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,4509,2785,5135,0.25,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,60.6926999092102
648181,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,4967,2785,5135,0.32,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,60.6926999092102
648181,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,5246,2785,5135,0.39,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,60.6926999092102
648181,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,62432,46065,95247,0.22,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,30.3909058570862
648181,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,71948,46065,95247,0.26,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,30.3909058570862
648181,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,79561,46065,95247,0.31,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,30.3909058570862
648181,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,85271,46065,95247,0.35,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,30.3909058570862
648181,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,2085,2072,2381,0.06,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,36.2728800773621
648181,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,2178,2072,2381,0.09,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,36.2728800773621
648181,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,2335,2072,2381,0.11,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,36.2728800773621
648181,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,fifth-power-normal,2427,2072,2381,0.13,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,36.2728800773621
56953,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,150000,127693.575250836,190251.531271468,0.08,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,
56953,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,180000,127693.575250836,190251.531271468,0.12,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,
56953,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,170000,127693.575250836,190251.531271468,0.14,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,
56953,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,178000,127693.575250836,190251.531271468,0.18,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,
56953,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,3800,2785,5135,0.08,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,247.008372306824
56953,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,4500,2785,5135,0.12,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,247.008372306824
56953,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,4700,2785,5135,0.16,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,247.008372306824
56953,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,4900,2785,5135,0.18,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,247.008372306824
56953,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,40000,46065,95247,0.14,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,272.371040821075
56953,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,70000,46065,95247,0.18,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,272.371040821075
56953,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,72000,46065,95247,0.22,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,272.371040821075
56953,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,74000,46065,95247,0.24,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,272.371040821075
56953,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,2074,2072,2381,0.04,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,54.5668792724609
56953,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,2004,2072,2381,0.06,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,54.5668792724609
56953,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,2020,2072,2381,0.08,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,54.5668792724609
56953,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,2096,2072,2381,0.1,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,54.5668792724609
56953,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,2074,2072,2381,0.04,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,3.70155715942383
56953,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,2004,2072,2381,0.06,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,3.70155715942383
56953,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,2020,2072,2381,0.08,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,3.70155715942383
56953,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,seventh-power-normal,2096,2072,2381,0.1,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,3.70155715942383
990251,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,155865,127693.575250836,190251.531271468,0.1,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,
990251,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,155865,127693.575250836,190251.531271468,0.14,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,
990251,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,155865,127693.575250836,190251.531271468,0.18,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,
990251,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,155865,127693.575250836,190251.531271468,0.22,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,
990251,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.12,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,101.808964729309
990251,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.16,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,101.808964729309
990251,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.2,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,101.808964729309
990251,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.24,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,101.808964729309
990251,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.16,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,36.3820724487305
990251,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.2,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,36.3820724487305
990251,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.24,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,36.3820724487305
990251,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.28,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,36.3820724487305
990251,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,2221,2071.53881431967,2381.24478571261,0.08,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,28.425461769104
990251,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,2221,2071.53881431967,2381.24478571261,0.12,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,28.425461769104
990251,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,2221,2071.53881431967,2381.24478571261,0.16,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,28.425461769104
990251,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,FALSE,yes,distribution,distribution,log-normal,2221,2071.53881431967,2381.24478571261,0.2,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,28.425461769104
515822,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,155865,127693.575250836,190251.531271468,0.15,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,
515822,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,155865,127693.575250836,190251.531271468,0.2,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,
515822,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,155865,127693.575250836,190251.531271468,0.25,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,
515822,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,155865,127693.575250836,190251.531271468,0.3,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,
515822,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,4250,2785,5135,0.19,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,95.0017681121826
515822,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,4230,2785,5135,0.2,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,95.0017681121826
515822,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,4045,2785,5135,0.25,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,95.0017681121826
515822,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3855,2785,5135,0.3,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,95.0017681121826
515822,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.2,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,41.4585905075073
515822,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.25,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,41.4585905075073
515822,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.35,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,41.4585905075073
515822,PL,Poland,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,66239,46065.4262729823,95247.2488803032,0.4,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,41.4585905075073
515822,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,2069,2072,2381,0.1,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,50.0506477355957
515822,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,1903,2072,2381,0.15,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,50.0506477355957
515822,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,1857,2072,2381,0.2,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,50.0506477355957
515822,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,1857,2072,2381,0.3,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,50.0506477355957
89444,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,anonymous,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.19,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,
89444,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,anonymous,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.19,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,
89444,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,anonymous,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.19,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,
89444,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,anonymous,distribution,distribution,log-normal,3782,2785.4128761691,5135.15397389571,0.19,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,
89444,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,anonymous,distribution,distribution,log-normal,2021,2072,2381,0.04,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,1.11612672011058
89444,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,anonymous,distribution,distribution,log-normal,1894,2072,2381,0.04,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,1.11612672011058
89444,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,anonymous,distribution,distribution,log-normal,1866,2072,2381,0.04,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,1.11612672011058
89444,PL,Poland,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,anonymous,distribution,distribution,log-normal,1857,2072,2381,0.04,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,1.11612672011058
215393,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,148683,127694,190252,0.1,1,2021-01-02,zero,constant,2020-12-28T00:00:00Z,
215393,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,145452,127694,190252,0.15,2,2021-01-09,zero,constant,2020-12-28T00:00:00Z,
215393,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,136400,127694,190252,0.2,3,2021-01-16,zero,constant,2020-12-28T00:00:00Z,
215393,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,124197,127694,190252,0.25,4,2021-01-23,zero,constant,2020-12-28T00:00:00Z,
996366,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,139504,127694,190252,0.1,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,
996366,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,133635,127694,190252,0.17,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,
996366,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,136373,127694,190252,0.22,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,
996366,GM,Germany,incident,cases,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,142194,127694,190252,0.28,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,
996366,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,normal,4178,2785,5135,419,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,4.11179659366608
996366,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,normal,4438,2785,5135,890,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,4.11179659366608
996366,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,normal,4727,2785,5135,1300,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,4.11179659366608
996366,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,normal,5156,2785,5135,1710,4,2021-01-23,constant,constant,2020-12-28T00:00:00Z,4.11179659366608
215393,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3900,2785.4128761691,5135.15397389571,0.15,1,2021-01-02,constant,constant,2020-12-28T00:00:00Z,13010.5362849236
215393,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3600,2785.4128761691,5135.15397389571,0.2,2,2021-01-09,constant,constant,2020-12-28T00:00:00Z,13010.5362849236
215393,GM,Germany,incident,deaths,2020-12-29T00:00:00Z,53,TRUE,yes,distribution,distribution,log-normal,3500,2785.4128761691,5135.15397389571,0.25,3,2021-01-16,constant,constant,2020-12-28T00:00:00Z,13010.5362849236
