region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-28,estimate,0.023,25.459,1417.058,0.015,0.021,0.009,0.026,0.004,0.059
Germany,2020-08-29,estimate,0.023,26.773,1494.3,0.016,0.022,0.008,0.025,0.002,0.058
Germany,2020-08-30,estimate,0.023,27.791,1573.861,0.016,0.022,0.008,0.026,0.002,0.058
Germany,2020-08-31,estimate,0.023,28.591,1655.949,0.016,0.022,0.01,0.027,0.002,0.059
Germany,2020-09-01,estimate,0.023,29.332,1740.607,0.016,0.023,0.01,0.027,0.001,0.059
Germany,2020-09-02,estimate,0.023,30.15,1826.845,0.015,0.021,0.01,0.027,0.003,0.061
Germany,2020-09-03,estimate,0.023,31.099,1912.849,0.016,0.022,0.01,0.027,0.003,0.063
Germany,2020-09-04,estimate,0.023,32.161,1996.806,0.015,0.021,0.01,0.027,0.003,0.063
Germany,2020-09-05,estimate,0.023,33.278,2077.155,0.015,0.021,0.01,0.028,0.001,0.061
Germany,2020-09-06,estimate,0.023,34.391,2152.7,0.016,0.022,0.01,0.028,0.001,0.062
Germany,2020-09-07,estimate,0.023,35.46,2222.693,0.015,0.022,0.01,0.028,0.002,0.064
Germany,2020-09-08,estimate,0.023,36.457,2286.744,0.016,0.022,0.01,0.028,0.002,0.064
Germany,2020-09-09,estimate,0.023,37.373,2344.899,0.016,0.022,0.009,0.028,0.002,0.065
Germany,2020-09-10,estimate,0.023,38.21,2397.616,0.016,0.022,0.008,0.026,0.001,0.064
Germany,2020-09-11,estimate,0.023,38.974,2445.684,0.016,0.022,0.008,0.026,0.001,0.065
Germany,2020-09-12,estimate,0.023,39.684,2490.258,0.016,0.022,0.008,0.027,0.001,0.065
Germany,2020-09-13,estimate,0.023,40.357,2532.665,0.016,0.022,0.008,0.027,0,0.065
Germany,2020-09-14,estimate,0.023,41.016,2574.423,0.016,0.023,0.008,0.027,0.001,0.068
Germany,2020-09-15,estimate,0.023,41.687,2617.113,0.016,0.023,0.008,0.027,0.001,0.068
Germany,2020-09-16,estimate,0.023,42.393,2662.317,0.015,0.022,0.009,0.028,0.001,0.069
Germany,2020-09-17,estimate,0.023,43.159,2711.488,0.015,0.022,0.009,0.028,-0.001,0.068
Germany,2020-09-18,estimate,0.023,44.007,2765.972,0.015,0.021,0.009,0.028,-0.002,0.068
Germany,2020-09-19,estimate,0.023,44.955,2826.86,0.015,0.021,0.008,0.028,-0.002,0.068
Germany,2020-09-20,estimate,0.023,46.019,2894.989,0.016,0.022,0.008,0.028,-0.004,0.066
Germany,2020-09-21,estimate,0.023,47.208,2970.867,0.015,0.022,0.009,0.028,-0.001,0.069
Germany,2020-09-22,estimate based on partial data,0.023,48.525,3054.635,0.016,0.023,0.008,0.028,-0.001,0.07
Germany,2020-09-23,estimate based on partial data,0.023,49.967,3145.976,0.015,0.022,0.009,0.028,0,0.072
Germany,2020-09-24,estimate based on partial data,0.023,51.521,3244.133,0.015,0.022,0.008,0.028,0,0.073
