region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-28,estimate,4,5,4,1,2,0,4,0,11
Germany,2020-08-29,estimate,4,5,4,1,2,0,4,0,10
Germany,2020-08-30,estimate,2,2,2,0,0,0,2,0,5
Germany,2020-08-31,estimate,1,2,2,0,0,0,1,0,4
Germany,2020-09-01,estimate,4,5,4,1,2,0,4,0,11
Germany,2020-09-02,estimate,7,8,6,1,3,1,7,0,16
Germany,2020-09-03,estimate,6,7,5,1,3,1,6,0,14
Germany,2020-09-04,estimate,5,6,5,2,3,0,5,0,13
Germany,2020-09-05,estimate,5,6,4,1,2,1,5,0,12
Germany,2020-09-06,estimate,2,2,2,0,0,0,2,0,5
Germany,2020-09-07,estimate,1,2,2,0,0,0,1,0,4
Germany,2020-09-08,estimate,5,6,5,2,3,1,5,0,12
Germany,2020-09-09,estimate,7,9,7,2,4,2,8,0,18
Germany,2020-09-10,estimate,6,8,6,1,3,0,6,0,16
Germany,2020-09-11,estimate,6,7,6,1,3,1,6,0,14
Germany,2020-09-12,estimate,5,7,5,2,3,0,5,0,13
Germany,2020-09-13,estimate,2,3,3,1,1,0,2,0,6
Germany,2020-09-14,estimate,2,2,3,0,0,0,2,0,5
Germany,2020-09-15,estimate,6,7,6,1,3,1,6,0,14
Germany,2020-09-16,estimate,9,11,9,1,4,2,9,0,21
Germany,2020-09-17,estimate,7,9,8,2,4,2,8,0,18
Germany,2020-09-18,estimate,7,9,8,1,3,1,7,0,17
Germany,2020-09-19,estimate,6,8,7,1,3,0,6,0,16
Germany,2020-09-20,estimate,3,3,6,0,1,0,3,0,7
Germany,2020-09-21,estimate,2,3,5,1,1,0,2,0,6
Germany,2020-09-22,estimate based on partial data,6,8,13,1,3,0,6,0,17
Germany,2020-09-23,estimate based on partial data,10,13,21,2,5,1,10,0,24
Germany,2020-09-24,estimate based on partial data,9,11,31,3,5,3,10,0,21
Germany,2020-09-25,estimate based on partial data,8,11,37,2,4,1,8,0,20
Germany,2020-09-26,estimate based on partial data,7,10,19,2,4,2,8,0,19
Germany,2020-09-27,estimate based on partial data,3,4,13,0,1,0,3,0,9
Germany,2020-09-28,estimate based on partial data,2,4,33,1,1,0,2,0,7
Germany,2020-09-29,estimate based on partial data,7,12,138,2,4,0,7,0,19
Germany,2020-09-30,estimate based on partial data,12,16,44,2,6,3,13,0,31
Germany,2020-10-01,estimate based on partial data,10,14,28,2,5,1,10,0,26
Germany,2020-10-02,estimate based on partial data,9,16,206,1,4,0,9,0,25
Germany,2020-10-03,estimate based on partial data,8,13,85,2,4,0,8,0,24
Germany,2020-10-04,estimate based on partial data,3,7,75,0,1,0,3,0,10
Germany,2020-10-05,estimate based on partial data,3,6,116,0,1,0,3,0,9
Germany,2020-10-06,estimate based on partial data,9,16,208,1,4,1,9,0,24
Germany,2020-10-07,estimate based on partial data,14,25,280,3,7,2,14,0,37
Germany,2020-10-08,estimate based on partial data,12,33,932,2,6,3,13,0,33
Germany,2020-10-09,estimate based on partial data,11,28,715,3,6,1,11,0,31
Germany,2020-10-10,forecast,10,21,277,2,5,1,10,0,28
Germany,2020-10-11,forecast,4,13,248,0,1,0,4,0,13
Germany,2020-10-12,forecast,3,12,379,0,1,0,3,0,11
Germany,2020-10-13,forecast,10,40,1213,2,5,0,10,0,29
Germany,2020-10-14,forecast,15,56,1079,3,8,2,16,0,47
Germany,2020-10-15,forecast,13,47,1152,3,7,2,14,0,39
Germany,2020-10-16,forecast,12,67,2506,2,6,2,13,0,38
Germany,2020-10-17,forecast,11,47,1440,4,7,0,11,0,36
Germany,2020-10-18,forecast,5,37,1246,1,2,0,5,0,16
Germany,2020-10-19,forecast,4,16,338,0,1,0,4,0,13
Germany,2020-10-20,forecast,12,123,4907,4,7,1,12,0,38
Germany,2020-10-21,forecast,18,155,5071,8,13,3,19,0,58
Germany,2020-10-22,forecast,15,226,8016,2,7,1,15,0,49
Germany,2020-10-23,forecast,14,130,3524,1,6,2,15,0,48
Germany,2020-10-24,forecast,13,177,5631,3,7,0,13,0,45
Germany,2020-10-25,forecast,5,94,3478,0,2,0,5,0,20
Germany,2020-10-26,forecast,4,102,4201,0,1,0,4,0,16
Germany,2020-10-27,forecast,13,232,7001,3,7,0,13,0,47
Germany,2020-10-28,forecast,20,307,11185,2,9,2,21,0,75
Germany,2020-10-29,forecast,18,454,16458,2,8,1,18,0,65
Germany,2020-10-30,forecast,16,914,48516,4,9,2,17,0,63
Germany,2020-10-31,forecast,15,584,20112,1,6,1,15,0,54
Germany,2020-11-01,forecast,6,178,6411,0,2,0,6,0,25
Germany,2020-11-02,forecast,5,331,12039,1,2,0,5,0,20
Germany,2020-11-03,forecast,16,752,21357,2,7,1,16,0,59
