region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-28,estimate,1.1,1.1,0.05,1.1,1.12,1.08,1.12,1.05,1.16
Germany,2020-08-29,estimate,1.1,1.1,0.05,1.1,1.11,1.08,1.12,1.05,1.16
Germany,2020-08-30,estimate,1.1,1.1,0.05,1.1,1.11,1.08,1.13,1.04,1.16
Germany,2020-08-31,estimate,1.1,1.1,0.05,1.1,1.11,1.08,1.12,1.05,1.16
Germany,2020-09-01,estimate,1.1,1.1,0.05,1.09,1.11,1.08,1.13,1.04,1.16
Germany,2020-09-02,estimate,1.1,1.11,0.05,1.09,1.11,1.08,1.13,1.04,1.17
Germany,2020-09-03,estimate,1.1,1.11,0.05,1.09,1.11,1.08,1.13,1.04,1.17
Germany,2020-09-04,estimate,1.1,1.11,0.05,1.09,1.11,1.08,1.13,1.04,1.17
Germany,2020-09-05,estimate,1.1,1.11,0.06,1.09,1.11,1.08,1.13,1.04,1.17
Germany,2020-09-06,estimate,1.11,1.11,0.06,1.09,1.11,1.08,1.13,1.04,1.17
Germany,2020-09-07,estimate,1.11,1.11,0.06,1.09,1.11,1.08,1.13,1.04,1.17
Germany,2020-09-08,estimate,1.11,1.11,0.06,1.1,1.12,1.08,1.12,1.04,1.18
Germany,2020-09-09,estimate,1.11,1.11,0.06,1.1,1.12,1.08,1.12,1.04,1.18
Germany,2020-09-10,estimate,1.11,1.11,0.06,1.1,1.12,1.08,1.13,1.04,1.18
Germany,2020-09-11,estimate,1.11,1.11,0.06,1.1,1.12,1.08,1.13,1.04,1.18
Germany,2020-09-12,estimate,1.11,1.11,0.06,1.1,1.11,1.08,1.13,1.03,1.18
Germany,2020-09-13,estimate,1.11,1.11,0.06,1.1,1.12,1.08,1.13,1.03,1.18
Germany,2020-09-14,estimate,1.11,1.11,0.06,1.1,1.11,1.08,1.13,1.03,1.18
Germany,2020-09-15,estimate,1.11,1.11,0.06,1.1,1.11,1.08,1.13,1.03,1.18
Germany,2020-09-16,estimate,1.11,1.11,0.06,1.1,1.11,1.08,1.13,1.03,1.18
Germany,2020-09-17,estimate,1.11,1.11,0.06,1.1,1.11,1.08,1.13,1.03,1.18
Germany,2020-09-18,estimate,1.11,1.11,0.07,1.1,1.11,1.08,1.13,1.03,1.19
Germany,2020-09-19,estimate,1.11,1.11,0.07,1.1,1.11,1.08,1.13,1.03,1.19
Germany,2020-09-20,estimate,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.04,1.2
Germany,2020-09-21,estimate,1.11,1.11,0.07,1.1,1.11,1.08,1.13,1.04,1.2
Germany,2020-09-22,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.03,1.2
Germany,2020-09-23,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.03,1.2
Germany,2020-09-24,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.03,1.2
Germany,2020-09-25,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.03,1.19
Germany,2020-09-26,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.02,1.19
Germany,2020-09-27,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.03,1.2
Germany,2020-09-28,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.02,1.19
Germany,2020-09-29,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.02,1.2
Germany,2020-09-30,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.02,1.2
Germany,2020-10-01,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.02,1.2
Germany,2020-10-02,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.03,1.21
Germany,2020-10-03,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.02,1.2
Germany,2020-10-04,estimate based on partial data,1.11,1.11,0.07,1.09,1.11,1.08,1.13,1.02,1.2
Germany,2020-10-05,estimate based on partial data,1.11,1.11,0.07,1.1,1.11,1.08,1.13,1.02,1.2
