region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-28,estimate,6,6,1,5,6,5,6,5,7
Germany,2020-08-29,estimate,6,6,1,6,6,5,6,5,8
Germany,2020-08-30,estimate,6,6,1,6,6,5,6,5,8
Germany,2020-08-31,estimate,6,6,2,6,6,5,7,5,8
Germany,2020-09-01,estimate,6,7,2,6,6,5,7,5,9
Germany,2020-09-02,estimate,6,7,2,6,6,6,7,5,9
Germany,2020-09-03,estimate,7,7,3,6,7,6,7,5,9
Germany,2020-09-04,estimate,7,7,3,6,7,6,7,5,10
Germany,2020-09-05,estimate,7,7,4,6,7,6,7,5,10
Germany,2020-09-06,estimate,7,8,5,6,7,6,7,5,10
Germany,2020-09-07,estimate,7,8,6,6,7,6,8,5,11
Germany,2020-09-08,estimate,7,8,7,6,7,6,8,5,11
Germany,2020-09-09,estimate,7,8,8,7,7,6,8,5,12
Germany,2020-09-10,estimate,8,8,10,7,7,6,8,5,12
Germany,2020-09-11,estimate,8,9,13,7,8,6,8,5,13
Germany,2020-09-12,estimate,8,9,15,7,8,6,9,5,13
Germany,2020-09-13,estimate,8,9,19,7,8,6,9,5,13
Germany,2020-09-14,estimate,8,10,23,7,8,6,9,5,14
Germany,2020-09-15,estimate,8,10,29,6,8,6,9,5,14
Germany,2020-09-16,estimate,9,11,36,7,8,6,9,5,15
Germany,2020-09-17,estimate,9,11,45,7,8,6,10,5,16
Germany,2020-09-18,estimate,9,12,56,7,8,6,10,5,16
Germany,2020-09-19,estimate,9,12,71,7,8,7,10,5,17
Germany,2020-09-20,estimate,9,13,89,7,9,7,10,5,18
Germany,2020-09-21,estimate,9,14,112,7,9,7,10,5,19
Germany,2020-09-22,estimate based on partial data,10,15,142,7,9,7,11,5,19
Germany,2020-09-23,estimate based on partial data,10,16,179,7,9,7,11,5,20
Germany,2020-09-24,estimate based on partial data,10,17,225,7,9,7,11,5,21
Germany,2020-09-25,estimate based on partial data,10,19,284,7,9,7,11,5,22
Germany,2020-09-26,estimate based on partial data,10,21,356,7,9,7,11,4,22
Germany,2020-09-27,estimate based on partial data,11,23,444,7,9,7,12,4,23
Germany,2020-09-28,estimate based on partial data,11,26,552,8,9,7,12,4,24
Germany,2020-09-29,estimate based on partial data,11,29,682,8,9,7,12,4,25
Germany,2020-09-30,estimate based on partial data,11,33,836,8,10,7,12,4,26
Germany,2020-10-01,estimate based on partial data,11,37,1017,8,10,7,12,4,27
Germany,2020-10-02,estimate based on partial data,12,42,1226,8,10,7,13,4,28
Germany,2020-10-03,estimate based on partial data,12,48,1466,8,10,7,13,4,30
Germany,2020-10-04,estimate based on partial data,12,55,1737,8,10,7,13,4,30
Germany,2020-10-05,estimate based on partial data,12,63,2040,8,10,7,13,4,32
Germany,2020-10-06,estimate based on partial data,13,72,2376,8,11,7,14,3,33
Germany,2020-10-07,estimate based on partial data,13,82,2746,8,11,7,14,3,34
Germany,2020-10-08,estimate based on partial data,13,93,3152,8,11,7,15,3,36
Germany,2020-10-09,estimate based on partial data,14,107,3597,8,11,7,15,4,37
Germany,2020-10-10,forecast,14,124,4227,8,11,7,15,4,39
Germany,2020-10-11,forecast,14,145,4938,8,11,7,16,4,41
Germany,2020-10-12,forecast,14,169,5754,9,11,7,16,4,42
Germany,2020-10-13,forecast,15,198,6714,9,12,7,16,4,44
Germany,2020-10-14,forecast,15,233,7857,9,12,7,17,1,43
Germany,2020-10-15,forecast,15,274,9224,9,12,8,17,3,47
Germany,2020-10-16,forecast,15,325,10858,9,12,8,18,1,47
Germany,2020-10-17,forecast,16,386,12817,9,12,8,18,0,48
Germany,2020-10-18,forecast,16,459,15174,9,12,8,18,1,51
Germany,2020-10-19,forecast,16,549,18024,9,12,8,19,1,53
Germany,2020-10-20,forecast,17,657,21483,9,13,8,19,0,55
Germany,2020-10-21,forecast,17,789,25695,9,13,8,19,0,57
Germany,2020-10-22,forecast,17,950,30842,9,13,8,20,0,59
Germany,2020-10-23,forecast,18,1147,37151,10,14,8,20,0,62
Germany,2020-10-24,forecast,18,1388,44907,10,14,8,21,0,64
Germany,2020-10-25,forecast,18,1683,54467,10,14,8,21,0,67
Germany,2020-10-26,forecast,19,2044,66279,10,14,8,22,0,70
Germany,2020-10-27,forecast,19,2489,80902,10,15,8,22,0,73
Germany,2020-10-28,forecast,20,3036,99037,10,15,8,23,0,76
Germany,2020-10-29,forecast,20,3710,121564,10,15,8,23,1,79
Germany,2020-10-30,forecast,20,4541,149581,10,15,7,23,0,82
Germany,2020-10-31,forecast,21,5568,184467,9,14,9,24,0,85
Germany,2020-11-01,forecast,21,6837,227945,9,14,8,24,0,88
Germany,2020-11-02,forecast,22,8407,282178,9,15,8,25,0,92
Germany,2020-11-03,forecast,22,10351,349870,9,15,8,25,0,96
Germany,2020-11-04,forecast,23,12762,434410,9,14,9,26,0,100
Germany,2020-11-05,forecast,23,15753,540043,9,15,9,27,0,104
Germany,2020-11-06,forecast,24,19466,672089,9,15,9,27,0,108
Germany,2020-11-07,forecast,24,24080,837209,9,15,9,28,0,112
Germany,2020-11-08,forecast,24,29817,1043751,9,15,7,27,0,117
Germany,2020-11-09,forecast,25,36955,1302173,9,16,7,28,0,122
Germany,2020-11-10,forecast,25,45841,1625579,9,16,7,28,0,127
Poland,2020-08-28,estimate,16,17,3,15,16,14,17,12,21
Poland,2020-08-29,estimate,17,17,3,15,16,14,18,12,22
Poland,2020-08-30,estimate,17,18,4,15,17,14,18,12,23
Poland,2020-08-31,estimate,17,18,4,15,17,14,19,13,24
Poland,2020-09-01,estimate,18,19,5,16,18,14,19,13,25
Poland,2020-09-02,estimate,18,19,5,15,17,15,19,13,26
Poland,2020-09-03,estimate,19,20,5,16,17,15,20,13,27
Poland,2020-09-04,estimate,19,20,6,16,18,15,20,13,28
Poland,2020-09-05,estimate,19,21,7,16,18,15,20,13,30
Poland,2020-09-06,estimate,20,21,7,17,19,15,21,13,31
Poland,2020-09-07,estimate,20,22,8,17,19,15,21,13,32
Poland,2020-09-08,estimate,21,23,9,17,20,15,22,13,33
Poland,2020-09-09,estimate,21,23,9,17,20,15,23,13,34
Poland,2020-09-10,estimate,22,24,10,18,21,16,23,13,36
Poland,2020-09-11,estimate,22,25,11,18,21,16,24,13,37
Poland,2020-09-12,estimate,23,26,13,18,21,16,24,13,39
Poland,2020-09-13,estimate,23,27,14,18,21,16,25,13,40
