region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Poland,18110 (12469 -- 26411),18110,18569,4320,12469,15481,17060,19196,21134,26411,New confirmed cases by infection date,Increasing
Germany,12751 (9206 -- 18145),12751,13092,2810,9206,11106,12095,13464,14642,18145,New confirmed cases by infection date,Increasing
Poland,1.4 (1.3 -- 1.5),1.4,1.4,0.1,1.3,1.3,1.4,1.4,1.4,1.5,Effective reproduction no.,Increasing
Germany,1.3 (1.2 -- 1.4),1.3,1.3,0.1,1.2,1.3,1.3,1.3,1.3,1.4,Effective reproduction no.,Increasing
