region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Poland,360 (195 -- 702),360,394,162,195,284,331,397,471,702,New confirmed cases by infection date,Increasing
Germany,114 (61 -- 280),114,136,77,61,86,102,129,161,280,New confirmed cases by infection date,Increasing
Germany,1.3 (1.2 -- 1.5),1.3,1.3,0.1,1.2,1.2,1.2,1.3,1.3,1.5,Effective reproduction no.,Increasing
Poland,1.3 (1.1 -- 1.4),1.3,1.3,0.1,1.1,1.2,1.2,1.3,1.3,1.4,Effective reproduction no.,Increasing
