region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Poland,33180 (20279 -- 52876),33180,34465,10394,20279,27520,30946,35695,39879,52876,New confirmed cases by infection date,Unsure
Germany,22881 (15558 -- 34858),22881,23692,6177,15558,19344,21497,24222,26690,34858,New confirmed cases by infection date,Unsure
Germany,1.1 (0.9 -- 1.3),1.1,1.1,0.1,0.9,1,1,1.1,1.1,1.3,Effective reproduction no.,Unsure
Poland,1.1 (0.9 -- 1.4),1.1,1.1,0.2,0.9,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Unsure
