location,location_name,epiweek,value,target_end_date
PL85,Warminsko-Mazurskie,25,207,2020-06-20
PL86,Wielkopolskie,25,2440,2020-06-20
PL87,Zachodniopomorskie,25,595,2020-06-20
GM,Germany,26,193243,2020-06-27
GM01,Baden-Württemberg State,26,35530,2020-06-27
GM02,Free State of Bavaria,26,48262,2020-06-27
GM03,Free Hanseatic City of Bremen,26,1659,2020-06-27
GM04,Free Hanseatic City of Hamburg,26,5178,2020-06-27
GM05,Hesse State,26,10731,2020-06-27
GM06,Lower Saxony State,26,13456,2020-06-27
GM07,North Rhine-Westphalia State,26,42571,2020-06-27
GM08,Rhineland-Palatinate State,26,6971,2020-06-27
GM09,Saarland State,26,2802,2020-06-27
GM10,Schleswig-Holstein State,26,3146,2020-06-27
GM11,Brandenburg State,26,3437,2020-06-27
GM12,Mecklenburg-Western Pomerania State,26,798,2020-06-27
GM13,Free State of Saxony,26,5444,2020-06-27
GM14,Sachsen-Anhalt State,26,1865,2020-06-27
GM15,Free State of Thüringia,26,3248,2020-06-27
GM16,Berlin State,26,8145,2020-06-27
PL,Poland,26,33395,2020-06-27
PL72,Dolnoslaskie,26,2902,2020-06-27
PL73,Kujawsko-Pomorskie,26,661,2020-06-27
PL74,Lodzkie,26,3008,2020-06-27
PL75,Lubelskie,26,622,2020-06-27
PL76,Lubuskie,26,147,2020-06-27
PL77,Malopolskie,26,1657,2020-06-27
PL78,Mazowieckie,26,4902,2020-06-27
PL79,Opolskie,26,892,2020-06-27
PL80,Podkarpackie,26,604,2020-06-27
PL81,Podlaskie,26,778,2020-06-27
PL82,Pomorskie,26,649,2020-06-27
PL83,Slaskie,26,12416,2020-06-27
PL84,Swietokrzyskie,26,751,2020-06-27
PL85,Warminsko-Mazurskie,26,236,2020-06-27
PL86,Wielkopolskie,26,2562,2020-06-27
PL87,Zachodniopomorskie,26,608,2020-06-27
GM,Germany,27,196096,2020-07-04
GM01,Baden-Württemberg State,27,35807,2020-07-04
GM02,Free State of Bavaria,27,48655,2020-07-04
GM03,Free Hanseatic City of Bremen,27,1675,2020-07-04
GM04,Free Hanseatic City of Hamburg,27,5217,2020-07-04
GM05,Hesse State,27,10918,2020-07-04
GM06,Lower Saxony State,27,13647,2020-07-04
GM07,North Rhine-Westphalia State,27,43853,2020-07-04
GM08,Rhineland-Palatinate State,27,7080,2020-07-04
GM09,Saarland State,27,2805,2020-07-04
GM10,Schleswig-Holstein State,27,3178,2020-07-04
GM11,Brandenburg State,27,3459,2020-07-04
GM12,Mecklenburg-Western Pomerania State,27,804,2020-07-04
GM13,Free State of Saxony,27,5458,2020-07-04
GM14,Sachsen-Anhalt State,27,1880,2020-07-04
GM15,Free State of Thüringia,27,3267,2020-07-04
GM16,Berlin State,27,8393,2020-07-04
PL,Poland,27,35405,2020-07-04
PL72,Dolnoslaskie,27,2933,2020-07-04
PL73,Kujawsko-Pomorskie,27,679,2020-07-04
PL74,Lodzkie,27,3207,2020-07-04
PL75,Lubelskie,27,668,2020-07-04
PL76,Lubuskie,27,151,2020-07-04
PL77,Malopolskie,27,1805,2020-07-04
PL78,Mazowieckie,27,5124,2020-07-04
PL79,Opolskie,27,964,2020-07-04
PL80,Podkarpackie,27,695,2020-07-04
PL81,Podlaskie,27,861,2020-07-04
PL82,Pomorskie,27,681,2020-07-04
PL83,Slaskie,27,13086,2020-07-04
PL84,Swietokrzyskie,27,821,2020-07-04
PL85,Warminsko-Mazurskie,27,267,2020-07-04
PL86,Wielkopolskie,27,2850,2020-07-04
PL87,Zachodniopomorskie,27,613,2020-07-04
GM,Germany,28,198556,2020-07-11
GM01,Baden-Württemberg State,28,36041,2020-07-11
GM02,Free State of Bavaria,28,49184,2020-07-11
GM03,Free Hanseatic City of Bremen,28,1689,2020-07-11
GM04,Free Hanseatic City of Hamburg,28,5230,2020-07-11
GM05,Hesse State,28,11122,2020-07-11
GM06,Lower Saxony State,28,13799,2020-07-11
GM07,North Rhine-Westphalia State,28,44788,2020-07-11
GM08,Rhineland-Palatinate State,28,7136,2020-07-11
GM09,Saarland State,28,2812,2020-07-11
GM10,Schleswig-Holstein State,28,3206,2020-07-11
GM11,Brandenburg State,28,3459,2020-07-11
GM12,Mecklenburg-Western Pomerania State,28,804,2020-07-11
GM13,Free State of Saxony,28,5473,2020-07-11
GM14,Sachsen-Anhalt State,28,1907,2020-07-11
GM15,Free State of Thüringia,28,3289,2020-07-11
GM16,Berlin State,28,8617,2020-07-11
PL,Poland,28,37216,2020-07-11
PL72,Dolnoslaskie,28,2970,2020-07-11
PL73,Kujawsko-Pomorskie,28,694,2020-07-11
PL74,Lodzkie,28,3354,2020-07-11
PL75,Lubelskie,28,760,2020-07-11
PL76,Lubuskie,28,180,2020-07-11
PL77,Malopolskie,28,1966,2020-07-11
PL78,Mazowieckie,28,5324,2020-07-11
PL79,Opolskie,28,995,2020-07-11
PL80,Podkarpackie,28,842,2020-07-11
PL81,Podlaskie,28,897,2020-07-11
PL82,Pomorskie,28,702,2020-07-11
PL83,Slaskie,28,13674,2020-07-11
PL84,Swietokrzyskie,28,854,2020-07-11
PL85,Warminsko-Mazurskie,28,280,2020-07-11
PL86,Wielkopolskie,28,3093,2020-07-11
PL87,Zachodniopomorskie,28,631,2020-07-11
GM,Germany,29,201372,2020-07-18
GM01,Baden-Württemberg State,29,36342,2020-07-18
GM02,Free State of Bavaria,29,49702,2020-07-18
GM03,Free Hanseatic City of Bremen,29,1709,2020-07-18
GM04,Free Hanseatic City of Hamburg,29,5237,2020-07-18
GM05,Hesse State,29,11371,2020-07-18
GM06,Lower Saxony State,29,13952,2020-07-18
GM07,North Rhine-Westphalia State,29,45910,2020-07-18
GM08,Rhineland-Palatinate State,29,7293,2020-07-18
GM09,Saarland State,29,2828,2020-07-18
GM10,Schleswig-Holstein State,29,3251,2020-07-18
GM11,Brandenburg State,29,3476,2020-07-18
GM12,Mecklenburg-Western Pomerania State,29,806,2020-07-18
GM13,Free State of Saxony,29,5488,2020-07-18
GM14,Sachsen-Anhalt State,29,1939,2020-07-18
GM15,Free State of Thüringia,29,3320,2020-07-18
GM16,Berlin State,29,8748,2020-07-18
PL,Poland,29,39407,2020-07-18
PL72,Dolnoslaskie,29,3025,2020-07-18
PL73,Kujawsko-Pomorskie,29,713,2020-07-18
PL74,Lodzkie,29,3553,2020-07-18
PL75,Lubelskie,29,860,2020-07-18
PL76,Lubuskie,29,278,2020-07-18
PL77,Malopolskie,29,2303,2020-07-18
PL78,Mazowieckie,29,5572,2020-07-18
PL79,Opolskie,29,1023,2020-07-18
PL80,Podkarpackie,29,1034,2020-07-18
PL81,Podlaskie,29,908,2020-07-18
PL82,Pomorskie,29,726,2020-07-18
PL83,Slaskie,29,14210,2020-07-18
PL84,Swietokrzyskie,29,878,2020-07-18
PL85,Warminsko-Mazurskie,29,291,2020-07-18
PL86,Wielkopolskie,29,3388,2020-07-18
PL87,Zachodniopomorskie,29,645,2020-07-18
GM,Germany,30,204964,2020-07-25
GM01,Baden-Württemberg State,30,36819,2020-07-25
GM02,Free State of Bavaria,30,50260,2020-07-25
GM03,Free Hanseatic City of Bremen,30,1742,2020-07-25
GM04,Free Hanseatic City of Hamburg,30,5291,2020-07-25
GM05,Hesse State,30,11649,2020-07-25
GM06,Lower Saxony State,30,14222,2020-07-25
GM07,North Rhine-Westphalia State,30,47257,2020-07-25
GM08,Rhineland-Palatinate State,30,7409,2020-07-25
GM09,Saarland State,30,2849,2020-07-25
GM10,Schleswig-Holstein State,30,3311,2020-07-25
GM11,Brandenburg State,30,3524,2020-07-25
GM12,Mecklenburg-Western Pomerania State,30,843,2020-07-25
GM13,Free State of Saxony,30,5512,2020-07-25
GM14,Sachsen-Anhalt State,30,1979,2020-07-25
GM15,Free State of Thüringia,30,3340,2020-07-25
GM16,Berlin State,30,8957,2020-07-25
PL,Poland,30,42038,2020-07-25
PL72,Dolnoslaskie,30,3130,2020-07-25
PL73,Kujawsko-Pomorskie,30,736,2020-07-25
PL74,Lodzkie,30,3749,2020-07-25
PL75,Lubelskie,30,899,2020-07-25
PL76,Lubuskie,30,350,2020-07-25
PL77,Malopolskie,30,2820,2020-07-25
PL78,Mazowieckie,30,5945,2020-07-25
PL79,Opolskie,30,1093,2020-07-25
PL80,Podkarpackie,30,1150,2020-07-25
PL81,Podlaskie,30,929,2020-07-25
PL82,Pomorskie,30,787,2020-07-25
PL83,Slaskie,30,14968,2020-07-25
PL84,Swietokrzyskie,30,937,2020-07-25
PL85,Warminsko-Mazurskie,30,332,2020-07-25
PL86,Wielkopolskie,30,3526,2020-07-25
PL87,Zachodniopomorskie,30,687,2020-07-25
GM,Germany,31,209653,2020-08-01
GM01,Baden-Württemberg State,31,37272,2020-08-01
GM02,Free State of Bavaria,31,51068,2020-08-01
GM03,Free Hanseatic City of Bremen,31,1781,2020-08-01
GM04,Free Hanseatic City of Hamburg,31,5405,2020-08-01
GM05,Hesse State,31,12029,2020-08-01
GM06,Lower Saxony State,31,14499,2020-08-01
GM07,North Rhine-Westphalia State,31,49102,2020-08-01
GM08,Rhineland-Palatinate State,31,7533,2020-08-01
GM09,Saarland State,31,2874,2020-08-01
GM10,Schleswig-Holstein State,31,3451,2020-08-01
GM11,Brandenburg State,31,3565,2020-08-01
GM12,Mecklenburg-Western Pomerania State,31,868,2020-08-01
GM13,Free State of Saxony,31,5541,2020-08-01
GM14,Sachsen-Anhalt State,31,2022,2020-08-01
GM15,Free State of Thüringia,31,3369,2020-08-01
GM16,Berlin State,31,9274,2020-08-01
PL,Poland,31,45688,2020-08-01
PL72,Dolnoslaskie,31,3258,2020-08-01
PL73,Kujawsko-Pomorskie,31,790,2020-08-01
PL74,Lodzkie,31,3977,2020-08-01
PL75,Lubelskie,31,976,2020-08-01
PL76,Lubuskie,31,401,2020-08-01
PL77,Malopolskie,31,3535,2020-08-01
PL78,Mazowieckie,31,6423,2020-08-01
PL79,Opolskie,31,1181,2020-08-01
PL80,Podkarpackie,31,1304,2020-08-01
PL81,Podlaskie,31,975,2020-08-01
PL82,Pomorskie,31,902,2020-08-01
PL83,Slaskie,31,16170,2020-08-01
PL84,Swietokrzyskie,31,967,2020-08-01
PL85,Warminsko-Mazurskie,31,362,2020-08-01
PL86,Wielkopolskie,31,3741,2020-08-01
PL87,Zachodniopomorskie,31,726,2020-08-01
GM,Germany,32,215336,2020-08-08
GM01,Baden-Württemberg State,32,37749,2020-08-08
GM02,Free State of Bavaria,32,51794,2020-08-08
GM03,Free Hanseatic City of Bremen,32,1800,2020-08-08
GM04,Free Hanseatic City of Hamburg,32,5610,2020-08-08
GM05,Hesse State,32,12602,2020-08-08
GM06,Lower Saxony State,32,14911,2020-08-08
GM07,North Rhine-Westphalia State,32,51330,2020-08-08
GM08,Rhineland-Palatinate State,32,7748,2020-08-08
GM09,Saarland State,32,2913,2020-08-08
GM10,Schleswig-Holstein State,32,3578,2020-08-08
GM11,Brandenburg State,32,3622,2020-08-08
GM12,Mecklenburg-Western Pomerania State,32,930,2020-08-08
GM13,Free State of Saxony,32,5632,2020-08-08
GM14,Sachsen-Anhalt State,32,2057,2020-08-08
GM15,Free State of Thüringia,32,3420,2020-08-08
GM16,Berlin State,32,9640,2020-08-08
PL,Poland,32,50324,2020-08-08
PL72,Dolnoslaskie,32,3436,2020-08-08
PL73,Kujawsko-Pomorskie,32,846,2020-08-08
PL74,Lodzkie,32,4213,2020-08-08
PL75,Lubelskie,32,1074,2020-08-08
PL76,Lubuskie,32,479,2020-08-08
PL77,Malopolskie,32,4286,2020-08-08
PL78,Mazowieckie,32,6982,2020-08-08
PL79,Opolskie,32,1286,2020-08-08
PL80,Podkarpackie,32,1536,2020-08-08
PL81,Podlaskie,32,1041,2020-08-08
PL82,Pomorskie,32,1067,2020-08-08
PL83,Slaskie,32,17491,2020-08-08
PL84,Swietokrzyskie,32,1054,2020-08-08
PL85,Warminsko-Mazurskie,32,431,2020-08-08
PL86,Wielkopolskie,32,4276,2020-08-08
PL87,Zachodniopomorskie,32,826,2020-08-08
GM,Germany,33,222828,2020-08-15
GM01,Baden-Württemberg State,33,38422,2020-08-15
GM02,Free State of Bavaria,33,52847,2020-08-15
GM03,Free Hanseatic City of Bremen,33,1835,2020-08-15
GM04,Free Hanseatic City of Hamburg,33,5850,2020-08-15
GM05,Hesse State,33,13390,2020-08-15
GM06,Lower Saxony State,33,15343,2020-08-15
GM07,North Rhine-Westphalia State,33,54106,2020-08-15
GM08,Rhineland-Palatinate State,33,8095,2020-08-15
GM09,Saarland State,33,2986,2020-08-15
GM10,Schleswig-Holstein State,33,3768,2020-08-15
GM11,Brandenburg State,33,3695,2020-08-15
GM12,Mecklenburg-Western Pomerania State,33,970,2020-08-15
GM13,Free State of Saxony,33,5719,2020-08-15
GM14,Sachsen-Anhalt State,33,2114,2020-08-15
GM15,Free State of Thüringia,33,3492,2020-08-15
GM16,Berlin State,33,10196,2020-08-15
PL,Poland,33,55319,2020-08-15
PL72,Dolnoslaskie,33,3603,2020-08-15
PL73,Kujawsko-Pomorskie,33,964,2020-08-15
PL74,Lodzkie,33,4484,2020-08-15
PL75,Lubelskie,33,1246,2020-08-15
PL76,Lubuskie,33,563,2020-08-15
PL77,Malopolskie,33,5257,2020-08-15
PL78,Mazowieckie,33,7664,2020-08-15
PL79,Opolskie,33,1397,2020-08-15
PL80,Podkarpackie,33,1768,2020-08-15
PL81,Podlaskie,33,1133,2020-08-15
PL82,Pomorskie,33,1420,2020-08-15
PL83,Slaskie,33,18560,2020-08-15
PL84,Swietokrzyskie,33,1114,2020-08-15
PL85,Warminsko-Mazurskie,33,588,2020-08-15
PL86,Wielkopolskie,33,4631,2020-08-15
PL87,Zachodniopomorskie,33,927,2020-08-15
GM,Germany,34,232082,2020-08-22
GM01,Baden-Württemberg State,34,39829,2020-08-22
GM02,Free State of Bavaria,34,54817,2020-08-22
GM03,Free Hanseatic City of Bremen,34,1893,2020-08-22
GM04,Free Hanseatic City of Hamburg,34,6019,2020-08-22
GM05,Hesse State,34,14409,2020-08-22
GM06,Lower Saxony State,34,16019,2020-08-22
GM07,North Rhine-Westphalia State,34,56599,2020-08-22
GM08,Rhineland-Palatinate State,34,8602,2020-08-22
GM09,Saarland State,34,3055,2020-08-22
GM10,Schleswig-Holstein State,34,3890,2020-08-22
GM11,Brandenburg State,34,3784,2020-08-22
GM12,Mecklenburg-Western Pomerania State,34,989,2020-08-22
GM13,Free State of Saxony,34,5806,2020-08-22
GM14,Sachsen-Anhalt State,34,2170,2020-08-22
GM15,Free State of Thüringia,34,3546,2020-08-22
GM16,Berlin State,34,10655,2020-08-22
PL,Poland,34,60281,2020-08-22
PL72,Dolnoslaskie,34,3803,2020-08-22
PL73,Kujawsko-Pomorskie,34,1102,2020-08-22
PL74,Lodzkie,34,4812,2020-08-22
PL75,Lubelskie,34,1352,2020-08-22
PL76,Lubuskie,34,620,2020-08-22
PL77,Malopolskie,34,6145,2020-08-22
PL78,Mazowieckie,34,8413,2020-08-22
PL79,Opolskie,34,1501,2020-08-22
PL80,Podkarpackie,34,2023,2020-08-22
PL81,Podlaskie,34,1183,2020-08-22
PL82,Pomorskie,34,1894,2020-08-22
PL83,Slaskie,34,19466,2020-08-22
PL84,Swietokrzyskie,34,1230,2020-08-22
PL85,Warminsko-Mazurskie,34,695,2020-08-22
PL86,Wielkopolskie,34,5015,2020-08-22
PL87,Zachodniopomorskie,34,1027,2020-08-22
GM,Germany,35,240986,2020-08-29
GM01,Baden-Württemberg State,35,41574,2020-08-29
GM02,Free State of Bavaria,35,56972,2020-08-29
GM03,Free Hanseatic City of Bremen,35,1980,2020-08-29
GM04,Free Hanseatic City of Hamburg,35,6193,2020-08-29
GM05,Hesse State,35,15351,2020-08-29
GM06,Lower Saxony State,35,16628,2020-08-29
GM07,North Rhine-Westphalia State,35,58452,2020-08-29
GM08,Rhineland-Palatinate State,35,8928,2020-08-29
GM09,Saarland State,35,3126,2020-08-29
GM10,Schleswig-Holstein State,35,4015,2020-08-29
GM11,Brandenburg State,35,3867,2020-08-29
GM12,Mecklenburg-Western Pomerania State,35,1004,2020-08-29
GM13,Free State of Saxony,35,5934,2020-08-29
GM14,Sachsen-Anhalt State,35,2226,2020-08-29
GM15,Free State of Thüringia,35,3611,2020-08-29
GM16,Berlin State,35,11125,2020-08-29
PL,Poland,35,65480,2020-08-29
PL72,Dolnoslaskie,35,3995,2020-08-29
PL73,Kujawsko-Pomorskie,35,1268,2020-08-29
PL74,Lodzkie,35,5193,2020-08-29
PL75,Lubelskie,35,1484,2020-08-29
PL76,Lubuskie,35,660,2020-08-29
PL77,Malopolskie,35,7128,2020-08-29
PL78,Mazowieckie,35,9108,2020-08-29
PL79,Opolskie,35,1603,2020-08-29
PL80,Podkarpackie,35,2332,2020-08-29
PL81,Podlaskie,35,1262,2020-08-29
PL82,Pomorskie,35,2371,2020-08-29
PL83,Slaskie,35,20239,2020-08-29
PL84,Swietokrzyskie,35,1379,2020-08-29
PL85,Warminsko-Mazurskie,35,857,2020-08-29
PL86,Wielkopolskie,35,5505,2020-08-29
PL87,Zachodniopomorskie,35,1096,2020-08-29
GM,Germany,36,248997,2020-09-05
GM01,Baden-Württemberg State,36,43259,2020-09-05
GM02,Free State of Bavaria,36,58692,2020-09-05
GM03,Free Hanseatic City of Bremen,36,2056,2020-09-05
GM04,Free Hanseatic City of Hamburg,36,6451,2020-09-05
GM05,Hesse State,36,15978,2020-09-05
GM06,Lower Saxony State,36,17210,2020-09-05
GM07,North Rhine-Westphalia State,36,60085,2020-09-05
GM08,Rhineland-Palatinate State,36,9305,2020-09-05
GM09,Saarland State,36,3189,2020-09-05
GM10,Schleswig-Holstein State,36,4115,2020-09-05
GM11,Brandenburg State,36,3923,2020-09-05
GM12,Mecklenburg-Western Pomerania State,36,1023,2020-09-05
GM13,Free State of Saxony,36,6138,2020-09-05
GM14,Sachsen-Anhalt State,36,2274,2020-09-05
GM15,Free State of Thüringia,36,3676,2020-09-05
GM16,Berlin State,36,11623,2020-09-05
PL,Poland,36,69820,2020-09-05
PL72,Dolnoslaskie,36,4158,2020-09-05
PL73,Kujawsko-Pomorskie,36,1428,2020-09-05
PL74,Lodzkie,36,5448,2020-09-05
PL75,Lubelskie,36,1686,2020-09-05
PL76,Lubuskie,36,735,2020-09-05
PL77,Malopolskie,36,7958,2020-09-05
PL78,Mazowieckie,36,9806,2020-09-05
PL79,Opolskie,36,1669,2020-09-05
PL80,Podkarpackie,36,2632,2020-09-05
PL81,Podlaskie,36,1334,2020-09-05
PL82,Pomorskie,36,2705,2020-09-05
PL83,Slaskie,36,20738,2020-09-05
PL84,Swietokrzyskie,36,1493,2020-09-05
PL85,Warminsko-Mazurskie,36,952,2020-09-05
PL86,Wielkopolskie,36,5923,2020-09-05
PL87,Zachodniopomorskie,36,1155,2020-09-05
GM,Germany,37,258480,2020-09-12
GM01,Baden-Württemberg State,37,44903,2020-09-12
GM02,Free State of Bavaria,37,61561,2020-09-12
GM03,Free Hanseatic City of Bremen,37,2117,2020-09-12
GM04,Free Hanseatic City of Hamburg,37,6770,2020-09-12
GM05,Hesse State,37,16714,2020-09-12
GM06,Lower Saxony State,37,17783,2020-09-12
GM07,North Rhine-Westphalia State,37,61820,2020-09-12
GM08,Rhineland-Palatinate State,37,9649,2020-09-12
GM09,Saarland State,37,3225,2020-09-12
GM10,Schleswig-Holstein State,37,4218,2020-09-12
GM11,Brandenburg State,37,4003,2020-09-12
GM12,Mecklenburg-Western Pomerania State,37,1055,2020-09-12
GM13,Free State of Saxony,37,6351,2020-09-12
GM14,Sachsen-Anhalt State,37,2330,2020-09-12
GM15,Free State of Thüringia,37,3765,2020-09-12
GM16,Berlin State,37,12216,2020-09-12
PL,Poland,37,73047,2020-09-12
PL72,Dolnoslaskie,37,4345,2020-09-12
PL73,Kujawsko-Pomorskie,37,1532,2020-09-12
PL74,Lodzkie,37,5572,2020-09-12
PL75,Lubelskie,37,1799,2020-09-12
PL76,Lubuskie,37,773,2020-09-12
PL77,Malopolskie,37,8635,2020-09-12
PL78,Mazowieckie,37,10217,2020-09-12
PL79,Opolskie,37,1778,2020-09-12
PL80,Podkarpackie,37,2847,2020-09-12
PL81,Podlaskie,37,1441,2020-09-12
PL82,Pomorskie,37,2947,2020-09-12
PL83,Slaskie,37,21057,2020-09-12
PL84,Swietokrzyskie,37,1604,2020-09-12
PL85,Warminsko-Mazurskie,37,1044,2020-09-12
PL86,Wielkopolskie,37,6230,2020-09-12
PL87,Zachodniopomorskie,37,1226,2020-09-12
GM,Germany,38,270070,2020-09-19
GM01,Baden-Württemberg State,38,46779,2020-09-19
GM02,Free State of Bavaria,38,64395,2020-09-19
GM03,Free Hanseatic City of Bremen,38,2191,2020-09-19
GM04,Free Hanseatic City of Hamburg,38,7075,2020-09-19
GM05,Hesse State,38,17516,2020-09-19
GM06,Lower Saxony State,38,18701,2020-09-19
GM07,North Rhine-Westphalia State,38,64692,2020-09-19
GM08,Rhineland-Palatinate State,38,10037,2020-09-19
GM09,Saarland State,38,3227,2020-09-19
GM10,Schleswig-Holstein State,38,4384,2020-09-19
GM11,Brandenburg State,38,4079,2020-09-19
GM12,Mecklenburg-Western Pomerania State,38,1105,2020-09-19
GM13,Free State of Saxony,38,6658,2020-09-19
GM14,Sachsen-Anhalt State,38,2393,2020-09-19
GM15,Free State of Thüringia,38,3919,2020-09-19
GM16,Berlin State,38,12919,2020-09-19
PL,Poland,38,77328,2020-09-19
PL72,Dolnoslaskie,38,4550,2020-09-19
PL73,Kujawsko-Pomorskie,38,1745,2020-09-19
PL74,Lodzkie,38,5817,2020-09-19
PL75,Lubelskie,38,1964,2020-09-19
PL76,Lubuskie,38,819,2020-09-19
PL77,Malopolskie,38,9293,2020-09-19
PL78,Mazowieckie,38,10851,2020-09-19
PL79,Opolskie,38,1908,2020-09-19
PL80,Podkarpackie,38,3102,2020-09-19
PL81,Podlaskie,38,1547,2020-09-19
PL82,Pomorskie,38,3428,2020-09-19
PL83,Slaskie,38,21480,2020-09-19
PL84,Swietokrzyskie,38,1738,2020-09-19
PL85,Warminsko-Mazurskie,38,1166,2020-09-19
PL86,Wielkopolskie,38,6573,2020-09-19
PL87,Zachodniopomorskie,38,1347,2020-09-19
GM,Germany,39,282730,2020-09-26
GM01,Baden-Württemberg State,39,48467,2020-09-26
GM02,Free State of Bavaria,39,67005,2020-09-26
GM03,Free Hanseatic City of Bremen,39,2320,2020-09-26
GM04,Free Hanseatic City of Hamburg,39,7550,2020-09-26
GM05,Hesse State,39,18396,2020-09-26
GM06,Lower Saxony State,39,19748,2020-09-26
GM07,North Rhine-Westphalia State,39,67903,2020-09-26
GM08,Rhineland-Palatinate State,39,10439,2020-09-26
GM09,Saarland State,39,3288,2020-09-26
GM10,Schleswig-Holstein State,39,4656,2020-09-26
GM11,Brandenburg State,39,4203,2020-09-26
GM12,Mecklenburg-Western Pomerania State,39,1151,2020-09-26
GM13,Free State of Saxony,39,7052,2020-09-26
GM14,Sachsen-Anhalt State,39,2536,2020-09-26
GM15,Free State of Thüringia,39,4046,2020-09-26
GM16,Berlin State,39,13970,2020-09-26
PL,Poland,39,84396,2020-09-26
PL72,Dolnoslaskie,39,4890,2020-09-26
PL73,Kujawsko-Pomorskie,39,2097,2020-09-26
PL74,Lodzkie,39,6322,2020-09-26
PL75,Lubelskie,39,2353,2020-09-26
PL76,Lubuskie,39,912,2020-09-26
PL77,Malopolskie,39,10299,2020-09-26
PL78,Mazowieckie,39,11939,2020-09-26
PL79,Opolskie,39,2206,2020-09-26
PL80,Podkarpackie,39,3462,2020-09-26
PL81,Podlaskie,39,1740,2020-09-26
PL82,Pomorskie,39,4137,2020-09-26
PL83,Slaskie,39,22053,2020-09-26
PL84,Swietokrzyskie,39,1930,2020-09-26
PL85,Warminsko-Mazurskie,39,1387,2020-09-26
PL86,Wielkopolskie,39,7122,2020-09-26
PL87,Zachodniopomorskie,39,1547,2020-09-26
GM,Germany,40,296958,2020-10-03
GM01,Baden-Württemberg State,40,50240,2020-10-03
GM02,Free State of Bavaria,40,69186,2020-10-03
GM03,Free Hanseatic City of Bremen,40,2557,2020-10-03
GM04,Free Hanseatic City of Hamburg,40,8064,2020-10-03
GM05,Hesse State,40,19616,2020-10-03
GM06,Lower Saxony State,40,20777,2020-10-03
GM07,North Rhine-Westphalia State,40,72063,2020-10-03
GM08,Rhineland-Palatinate State,40,10975,2020-10-03
GM09,Saarland State,40,3380,2020-10-03
GM10,Schleswig-Holstein State,40,4898,2020-10-03
GM11,Brandenburg State,40,4369,2020-10-03
GM12,Mecklenburg-Western Pomerania State,40,1220,2020-10-03
GM13,Free State of Saxony,40,7391,2020-10-03
GM14,Sachsen-Anhalt State,40,2693,2020-10-03
GM15,Free State of Thüringia,40,4158,2020-10-03
GM16,Berlin State,40,15371,2020-10-03
PL,Poland,40,95773,2020-10-03
PL72,Dolnoslaskie,40,5360,2020-10-03
PL73,Kujawsko-Pomorskie,40,3082,2020-10-03
PL74,Lodzkie,40,7005,2020-10-03
PL75,Lubelskie,40,2883,2020-10-03
PL76,Lubuskie,40,1072,2020-10-03
PL77,Malopolskie,40,11783,2020-10-03
PL78,Mazowieckie,40,13254,2020-10-03
PL79,Opolskie,40,2438,2020-10-03
PL80,Podkarpackie,40,4211,2020-10-03
PL81,Podlaskie,40,2204,2020-10-03
PL82,Pomorskie,40,5358,2020-10-03
PL83,Slaskie,40,22949,2020-10-03
PL84,Swietokrzyskie,40,2193,2020-10-03
PL85,Warminsko-Mazurskie,40,1817,2020-10-03
PL86,Wielkopolskie,40,8181,2020-10-03
PL87,Zachodniopomorskie,40,1983,2020-10-03
GM,Germany,41,319381,2020-10-10
GM01,Baden-Württemberg State,41,53344,2020-10-10
GM02,Free State of Bavaria,41,72402,2020-10-10
GM03,Free Hanseatic City of Bremen,41,2880,2020-10-10
GM04,Free Hanseatic City of Hamburg,41,8814,2020-10-10
GM05,Hesse State,41,21586,2020-10-10
GM06,Lower Saxony State,41,22490,2020-10-10
GM07,North Rhine-Westphalia State,41,78218,2020-10-10
GM08,Rhineland-Palatinate State,41,11808,2020-10-10
GM09,Saarland State,41,3586,2020-10-10
GM10,Schleswig-Holstein State,41,5209,2020-10-10
GM11,Brandenburg State,41,4692,2020-10-10
GM12,Mecklenburg-Western Pomerania State,41,1373,2020-10-10
GM13,Free State of Saxony,41,8203,2020-10-10
GM14,Sachsen-Anhalt State,41,2858,2020-10-10
GM15,Free State of Thüringia,41,4363,2020-10-10
GM16,Berlin State,41,17555,2020-10-10
PL,Poland,41,116338,2020-10-10
PL72,Dolnoslaskie,41,6404,2020-10-10
PL73,Kujawsko-Pomorskie,41,4502,2020-10-10
PL74,Lodzkie,41,8430,2020-10-10
PL75,Lubelskie,41,3906,2020-10-10
PL76,Lubuskie,41,1401,2020-10-10
PL77,Malopolskie,41,14372,2020-10-10
PL78,Mazowieckie,41,15995,2020-10-10
PL79,Opolskie,41,2892,2020-10-10
PL80,Podkarpackie,41,5537,2020-10-10
PL81,Podlaskie,41,2848,2020-10-10
PL82,Pomorskie,41,7120,2020-10-10
PL83,Slaskie,41,24784,2020-10-10
PL84,Swietokrzyskie,41,3107,2020-10-10
PL85,Warminsko-Mazurskie,41,2351,2020-10-10
PL86,Wielkopolskie,41,10042,2020-10-10
PL87,Zachodniopomorskie,41,2647,2020-10-10
GM,Germany,42,356387,2020-10-17
GM01,Baden-Württemberg State,42,58653,2020-10-17
GM02,Free State of Bavaria,42,77904,2020-10-17
GM03,Free Hanseatic City of Bremen,42,3477,2020-10-17
GM04,Free Hanseatic City of Hamburg,42,9457,2020-10-17
GM05,Hesse State,42,25033,2020-10-17
GM06,Lower Saxony State,42,25287,2020-10-17
