location,location_name,epiweek,value,target_end_date
GM11,Brandenburg State,43,479,2020-10-24
GM11,Brandenburg State,44,492,2020-10-31
GM11,Brandenburg State,45,512,2020-11-07
GM11,Brandenburg State,46,531,2020-11-14
GM11,Brandenburg State,47,575,2020-11-21
GM11,Brandenburg State,48,628,2020-11-28
GM11,Brandenburg State,49,714,2020-12-05
GM11,Brandenburg State,50,776,2020-12-12
GM11,Brandenburg State,51,934,2020-12-19
GM11,Brandenburg State,52,1070,2020-12-26
GM11,Brandenburg State,53,1281,2021-01-02
GM12,Mecklenburg-Western Pomerania State,1,62,2021-01-09
GM12,Mecklenburg-Western Pomerania State,9,62,2020-02-29
GM12,Mecklenburg-Western Pomerania State,10,62,2020-03-07
GM12,Mecklenburg-Western Pomerania State,11,62,2020-03-14
GM12,Mecklenburg-Western Pomerania State,12,62,2020-03-21
GM12,Mecklenburg-Western Pomerania State,13,62,2020-03-28
GM12,Mecklenburg-Western Pomerania State,14,67,2020-04-04
GM12,Mecklenburg-Western Pomerania State,15,73,2020-04-11
GM12,Mecklenburg-Western Pomerania State,16,76,2020-04-18
GM12,Mecklenburg-Western Pomerania State,17,78,2020-04-25
GM12,Mecklenburg-Western Pomerania State,18,80,2020-05-02
GM12,Mecklenburg-Western Pomerania State,19,81,2020-05-09
GM12,Mecklenburg-Western Pomerania State,20,82,2020-05-16
GM12,Mecklenburg-Western Pomerania State,21,82,2020-05-23
GM12,Mecklenburg-Western Pomerania State,22,82,2020-05-30
GM12,Mecklenburg-Western Pomerania State,23,82,2020-06-06
GM12,Mecklenburg-Western Pomerania State,24,82,2020-06-13
GM12,Mecklenburg-Western Pomerania State,25,82,2020-06-20
GM12,Mecklenburg-Western Pomerania State,26,82,2020-06-27
GM12,Mecklenburg-Western Pomerania State,27,82,2020-07-04
GM12,Mecklenburg-Western Pomerania State,28,82,2020-07-11
GM12,Mecklenburg-Western Pomerania State,29,82,2020-07-18
GM12,Mecklenburg-Western Pomerania State,30,82,2020-07-25
GM12,Mecklenburg-Western Pomerania State,31,82,2020-08-01
GM12,Mecklenburg-Western Pomerania State,32,82,2020-08-08
GM12,Mecklenburg-Western Pomerania State,33,82,2020-08-15
GM12,Mecklenburg-Western Pomerania State,34,82,2020-08-22
GM12,Mecklenburg-Western Pomerania State,35,82,2020-08-29
GM12,Mecklenburg-Western Pomerania State,36,82,2020-09-05
GM12,Mecklenburg-Western Pomerania State,37,82,2020-09-12
GM12,Mecklenburg-Western Pomerania State,38,82,2020-09-19
GM12,Mecklenburg-Western Pomerania State,39,82,2020-09-26
GM12,Mecklenburg-Western Pomerania State,40,82,2020-10-03
GM12,Mecklenburg-Western Pomerania State,41,82,2020-10-10
GM12,Mecklenburg-Western Pomerania State,42,82,2020-10-17
GM12,Mecklenburg-Western Pomerania State,43,83,2020-10-24
GM12,Mecklenburg-Western Pomerania State,44,85,2020-10-31
GM12,Mecklenburg-Western Pomerania State,45,91,2020-11-07
GM12,Mecklenburg-Western Pomerania State,46,99,2020-11-14
GM12,Mecklenburg-Western Pomerania State,47,115,2020-11-21
GM12,Mecklenburg-Western Pomerania State,48,123,2020-11-28
GM12,Mecklenburg-Western Pomerania State,49,135,2020-12-05
GM12,Mecklenburg-Western Pomerania State,50,158,2020-12-12
GM12,Mecklenburg-Western Pomerania State,51,176,2020-12-19
GM12,Mecklenburg-Western Pomerania State,52,201,2020-12-26
GM12,Mecklenburg-Western Pomerania State,53,235,2021-01-02
GM13,Free State of Saxony,1,679,2021-01-09
GM13,Free State of Saxony,9,679,2020-02-29
GM13,Free State of Saxony,10,679,2020-03-07
GM13,Free State of Saxony,11,679,2020-03-14
GM13,Free State of Saxony,12,679,2020-03-21
GM13,Free State of Saxony,13,688,2020-03-28
GM13,Free State of Saxony,14,703,2020-04-04
GM13,Free State of Saxony,15,744,2020-04-11
GM13,Free State of Saxony,16,782,2020-04-18
GM13,Free State of Saxony,17,820,2020-04-25
GM13,Free State of Saxony,18,842,2020-05-02
GM13,Free State of Saxony,19,865,2020-05-09
GM13,Free State of Saxony,20,876,2020-05-16
GM13,Free State of Saxony,21,883,2020-05-23
GM13,Free State of Saxony,22,892,2020-05-30
GM13,Free State of Saxony,23,891,2020-06-06
GM13,Free State of Saxony,24,898,2020-06-13
GM13,Free State of Saxony,25,900,2020-06-20
GM13,Free State of Saxony,26,901,2020-06-27
GM13,Free State of Saxony,27,903,2020-07-04
GM13,Free State of Saxony,28,904,2020-07-11
GM13,Free State of Saxony,29,904,2020-07-18
GM13,Free State of Saxony,30,904,2020-07-25
GM13,Free State of Saxony,31,904,2020-08-01
GM13,Free State of Saxony,32,904,2020-08-08
GM13,Free State of Saxony,33,904,2020-08-15
GM13,Free State of Saxony,34,904,2020-08-22
GM13,Free State of Saxony,35,904,2020-08-29
GM13,Free State of Saxony,36,904,2020-09-05
GM13,Free State of Saxony,37,905,2020-09-12
GM13,Free State of Saxony,38,905,2020-09-19
GM13,Free State of Saxony,39,912,2020-09-26
GM13,Free State of Saxony,40,918,2020-10-03
GM13,Free State of Saxony,41,925,2020-10-10
GM13,Free State of Saxony,42,936,2020-10-17
GM13,Free State of Saxony,43,952,2020-10-24
GM13,Free State of Saxony,44,996,2020-10-31
GM13,Free State of Saxony,45,1068,2020-11-07
GM13,Free State of Saxony,46,1181,2020-11-14
GM13,Free State of Saxony,47,1305,2020-11-21
GM13,Free State of Saxony,48,1537,2020-11-28
GM13,Free State of Saxony,49,1903,2020-12-05
GM13,Free State of Saxony,50,2270,2020-12-12
GM13,Free State of Saxony,51,2811,2020-12-19
GM13,Free State of Saxony,52,3361,2020-12-26
GM13,Free State of Saxony,53,3981,2021-01-02
GM14,Sachsen-Anhalt State,1,166,2021-01-09
GM14,Sachsen-Anhalt State,9,166,2020-02-29
GM14,Sachsen-Anhalt State,10,166,2020-03-03
GM14,Sachsen-Anhalt State,11,166,2020-03-14
GM14,Sachsen-Anhalt State,12,167,2020-03-21
GM14,Sachsen-Anhalt State,13,168,2020-03-28
GM14,Sachsen-Anhalt State,14,177,2020-04-04
GM14,Sachsen-Anhalt State,15,184,2020-04-11
GM14,Sachsen-Anhalt State,16,195,2020-04-18
GM14,Sachsen-Anhalt State,17,201,2020-04-25
GM14,Sachsen-Anhalt State,18,210,2020-05-02
GM14,Sachsen-Anhalt State,19,214,2020-05-09
GM14,Sachsen-Anhalt State,20,220,2020-05-16
GM14,Sachsen-Anhalt State,21,220,2020-05-23
GM14,Sachsen-Anhalt State,22,221,2020-05-30
GM14,Sachsen-Anhalt State,23,221,2020-06-06
GM14,Sachsen-Anhalt State,24,222,2020-06-13
GM14,Sachsen-Anhalt State,25,223,2020-06-20
GM14,Sachsen-Anhalt State,26,224,2020-06-27
GM14,Sachsen-Anhalt State,27,225,2020-07-04
GM14,Sachsen-Anhalt State,28,227,2020-07-11
GM14,Sachsen-Anhalt State,29,228,2020-07-18
GM14,Sachsen-Anhalt State,30,229,2020-07-25
GM14,Sachsen-Anhalt State,31,230,2020-08-01
GM14,Sachsen-Anhalt State,32,230,2020-08-08
GM14,Sachsen-Anhalt State,33,230,2020-08-15
GM14,Sachsen-Anhalt State,34,231,2020-08-22
GM14,Sachsen-Anhalt State,35,231,2020-08-29
GM14,Sachsen-Anhalt State,36,232,2020-09-05
GM14,Sachsen-Anhalt State,37,232,2020-09-12
GM14,Sachsen-Anhalt State,38,232,2020-09-19
GM14,Sachsen-Anhalt State,39,233,2020-09-26
GM14,Sachsen-Anhalt State,40,234,2020-10-03
GM14,Sachsen-Anhalt State,41,234,2020-10-10
GM14,Sachsen-Anhalt State,42,237,2020-10-17
GM14,Sachsen-Anhalt State,43,239,2020-10-24
GM14,Sachsen-Anhalt State,44,245,2020-10-31
GM14,Sachsen-Anhalt State,45,255,2020-11-07
GM14,Sachsen-Anhalt State,46,271,2020-11-14
GM14,Sachsen-Anhalt State,47,287,2020-11-21
GM14,Sachsen-Anhalt State,48,326,2020-11-28
GM14,Sachsen-Anhalt State,49,368,2020-12-05
GM14,Sachsen-Anhalt State,50,429,2020-12-12
GM14,Sachsen-Anhalt State,51,542,2020-12-19
GM14,Sachsen-Anhalt State,52,668,2020-12-26
GM14,Sachsen-Anhalt State,53,832,2021-01-02
GM15,Free State of Thüringia,1,271,2021-01-09
GM15,Free State of Thüringia,9,271,2020-02-29
GM15,Free State of Thüringia,10,271,2020-03-07
GM15,Free State of Thüringia,11,271,2020-03-14
GM15,Free State of Thüringia,12,271,2020-03-21
GM15,Free State of Thüringia,13,276,2020-03-28
GM15,Free State of Thüringia,14,281,2020-04-04
GM15,Free State of Thüringia,15,296,2020-04-11
GM15,Free State of Thüringia,16,321,2020-04-18
GM15,Free State of Thüringia,17,342,2020-04-25
GM15,Free State of Thüringia,18,364,2020-05-02
GM15,Free State of Thüringia,19,386,2020-05-09
GM15,Free State of Thüringia,20,408,2020-05-16
GM15,Free State of Thüringia,21,422,2020-05-23
GM15,Free State of Thüringia,22,432,2020-05-30
GM15,Free State of Thüringia,23,441,2020-06-06
GM15,Free State of Thüringia,24,445,2020-06-13
GM15,Free State of Thüringia,25,449,2020-06-20
GM15,Free State of Thüringia,26,452,2020-06-27
GM15,Free State of Thüringia,27,452,2020-07-04
GM15,Free State of Thüringia,28,453,2020-07-11
GM15,Free State of Thüringia,29,453,2020-07-18
GM15,Free State of Thüringia,30,453,2020-07-25
GM15,Free State of Thüringia,31,453,2020-08-01
GM15,Free State of Thüringia,32,454,2020-08-08
GM15,Free State of Thüringia,33,457,2020-08-15
GM15,Free State of Thüringia,34,457,2020-08-22
GM15,Free State of Thüringia,35,457,2020-08-29
GM15,Free State of Thüringia,36,457,2020-09-05
GM15,Free State of Thüringia,37,459,2020-09-12
GM15,Free State of Thüringia,38,460,2020-09-19
GM15,Free State of Thüringia,39,461,2020-09-26
GM15,Free State of Thüringia,40,462,2020-10-03
GM15,Free State of Thüringia,41,462,2020-10-10
GM15,Free State of Thüringia,42,469,2020-10-17
GM15,Free State of Thüringia,43,473,2020-10-24
GM15,Free State of Thüringia,44,478,2020-10-31
GM15,Free State of Thüringia,45,489,2020-11-07
GM15,Free State of Thüringia,46,518,2020-11-14
GM15,Free State of Thüringia,47,560,2020-11-21
GM15,Free State of Thüringia,48,616,2020-11-28
GM15,Free State of Thüringia,49,685,2020-12-05
GM15,Free State of Thüringia,50,779,2020-12-12
GM15,Free State of Thüringia,51,937,2020-12-19
GM15,Free State of Thüringia,52,1090,2020-12-26
GM15,Free State of Thüringia,53,1298,2021-01-02
GM16,Berlin State,1,270,2021-01-09
GM16,Berlin State,9,270,2020-02-29
GM16,Berlin State,10,270,2020-03-07
GM16,Berlin State,11,270,2020-03-14
GM16,Berlin State,12,271,2020-03-21
GM16,Berlin State,13,278,2020-03-28
GM16,Berlin State,14,292,2020-04-04
GM16,Berlin State,15,316,2020-04-11
GM16,Berlin State,16,361,2020-04-18
GM16,Berlin State,17,383,2020-04-25
GM16,Berlin State,18,422,2020-05-02
GM16,Berlin State,19,434,2020-05-09
GM16,Berlin State,20,451,2020-05-16
GM16,Berlin State,21,460,2020-05-23
GM16,Berlin State,22,467,2020-05-30
GM16,Berlin State,23,471,2020-06-06
GM16,Berlin State,24,478,2020-06-13
GM16,Berlin State,25,481,2020-06-20
GM16,Berlin State,26,483,2020-06-27
GM16,Berlin State,27,484,2020-07-04
GM16,Berlin State,28,486,2020-07-11
GM16,Berlin State,29,491,2020-07-18
GM16,Berlin State,30,493,2020-07-25
GM16,Berlin State,31,493,2020-08-01
GM16,Berlin State,32,494,2020-08-08
GM16,Berlin State,33,494,2020-08-15
GM16,Berlin State,34,496,2020-08-22
GM16,Berlin State,35,496,2020-08-29
GM16,Berlin State,36,496,2020-09-05
GM16,Berlin State,37,496,2020-09-12
GM16,Berlin State,38,497,2020-09-19
GM16,Berlin State,39,498,2020-09-26
GM16,Berlin State,40,501,2020-10-03
GM16,Berlin State,41,504,2020-10-10
GM16,Berlin State,42,510,2020-10-17
GM16,Berlin State,43,518,2020-10-24
GM16,Berlin State,44,525,2020-10-31
GM16,Berlin State,45,562,2020-11-07
GM16,Berlin State,46,618,2020-11-14
GM16,Berlin State,47,711,2020-11-21
GM16,Berlin State,48,809,2020-11-28
GM16,Berlin State,49,927,2020-12-05
GM16,Berlin State,50,1060,2020-12-12
GM16,Berlin State,51,1255,2020-12-19
GM16,Berlin State,52,1388,2020-12-26
GM16,Berlin State,53,1547,2021-01-02
PL,Poland,1,1617,2021-01-09
PL,Poland,10,1617,2020-03-07
PL,Poland,11,1619,2020-03-14
PL,Poland,12,1622,2020-03-21
PL,Poland,13,1633,2020-03-28
PL,Poland,14,1688,2020-04-04
PL,Poland,15,1798,2020-04-11
PL,Poland,16,1949,2020-04-18
PL,Poland,17,2110,2020-04-25
PL,Poland,18,2267,2020-05-02
PL,Poland,19,2392,2020-05-09
PL,Poland,20,2524,2020-05-16
PL,Poland,21,2599,2020-05-23
PL,Poland,22,2668,2020-05-30
PL,Poland,23,2754,2020-06-06
PL,Poland,24,2839,2020-06-13
PL,Poland,25,2951,2020-06-20
PL,Poland,26,3046,2020-06-27
PL,Poland,27,3124,2020-07-04
PL,Poland,28,3179,2020-07-11
PL,Poland,29,3228,2020-07-18
PL,Poland,30,3272,2020-07-25
PL,Poland,31,3333,2020-08-01
PL,Poland,32,3404,2020-08-08
PL,Poland,33,3475,2020-08-15
PL,Poland,34,3555,2020-08-22
PL,Poland,35,3635,2020-08-29
PL,Poland,36,3717,2020-09-05
PL,Poland,37,3785,2020-09-12
PL,Poland,38,3886,2020-09-19
PL,Poland,39,4008,2020-09-26
PL,Poland,40,4186,2020-10-03
PL,Poland,41,4536,2020-10-10
PL,Poland,42,5057,2020-10-17
PL,Poland,43,5789,2020-10-24
PL,Poland,44,6968,2020-10-31
PL,Poland,45,8903,2020-11-07
PL,Poland,46,11114,2020-11-14
PL,Poland,47,14331,2020-11-21
PL,Poland,48,17764,2020-11-28
PL,Poland,49,20976,2020-12-05
PL,Poland,50,23791,2020-12-12
PL,Poland,51,26388,2020-12-19
PL,Poland,52,28609,2020-12-26
PL,Poland,53,30568,2021-01-02
PL72,Dolnoslaskie,1,96,2021-01-09
PL72,Dolnoslaskie,10,96,2020-03-07
PL72,Dolnoslaskie,11,97,2020-03-14
PL72,Dolnoslaskie,12,98,2020-03-21
PL72,Dolnoslaskie,13,100,2020-03-28
PL72,Dolnoslaskie,14,102,2020-04-04
PL72,Dolnoslaskie,15,116,2020-04-11
PL72,Dolnoslaskie,16,126,2020-04-18
PL72,Dolnoslaskie,17,133,2020-04-25
PL72,Dolnoslaskie,18,144,2020-05-02
PL72,Dolnoslaskie,19,162,2020-05-09
PL72,Dolnoslaskie,20,185,2020-05-16
PL72,Dolnoslaskie,21,192,2020-05-23
PL72,Dolnoslaskie,22,198,2020-05-30
PL72,Dolnoslaskie,23,213,2020-06-06
PL72,Dolnoslaskie,24,220,2020-06-13
PL72,Dolnoslaskie,25,231,2020-06-20
PL72,Dolnoslaskie,26,235,2020-06-27
PL72,Dolnoslaskie,27,245,2020-07-04
PL72,Dolnoslaskie,28,246,2020-07-11
PL72,Dolnoslaskie,29,248,2020-07-18
PL72,Dolnoslaskie,30,248,2020-07-25
PL72,Dolnoslaskie,31,252,2020-08-01
PL72,Dolnoslaskie,32,257,2020-08-08
PL72,Dolnoslaskie,33,260,2020-08-15
PL72,Dolnoslaskie,34,262,2020-08-22
PL72,Dolnoslaskie,35,267,2020-08-29
PL72,Dolnoslaskie,36,269,2020-09-05
PL72,Dolnoslaskie,37,270,2020-09-12
PL72,Dolnoslaskie,38,274,2020-09-19
PL72,Dolnoslaskie,39,274,2020-09-26
PL72,Dolnoslaskie,40,283,2020-10-03
PL72,Dolnoslaskie,41,296,2020-10-10
PL72,Dolnoslaskie,42,316,2020-10-17
PL72,Dolnoslaskie,43,357,2020-10-24
PL72,Dolnoslaskie,44,432,2020-10-31
PL72,Dolnoslaskie,45,592,2020-11-07
PL72,Dolnoslaskie,46,749,2020-11-14
PL72,Dolnoslaskie,47,972,2020-11-21
PL72,Dolnoslaskie,48,1241,2020-11-28
PL72,Dolnoslaskie,49,1481,2020-12-05
PL72,Dolnoslaskie,50,1673,2020-12-12
PL72,Dolnoslaskie,51,1837,2020-12-19
PL72,Dolnoslaskie,52,1966,2020-12-26
PL72,Dolnoslaskie,53,2086,2021-01-02
PL73,Kujawsko-Pomorskie,1,155,2021-01-09
PL73,Kujawsko-Pomorskie,10,155,2020-03-07
PL73,Kujawsko-Pomorskie,11,155,2020-03-14
PL73,Kujawsko-Pomorskie,12,155,2020-03-21
PL73,Kujawsko-Pomorskie,13,155,2020-03-28
PL73,Kujawsko-Pomorskie,14,156,2020-04-04
PL73,Kujawsko-Pomorskie,15,162,2020-04-11
PL73,Kujawsko-Pomorskie,16,168,2020-04-18
PL73,Kujawsko-Pomorskie,17,179,2020-04-25
PL73,Kujawsko-Pomorskie,18,183,2020-05-02
PL73,Kujawsko-Pomorskie,19,187,2020-05-09
PL73,Kujawsko-Pomorskie,20,197,2020-05-16
PL73,Kujawsko-Pomorskie,21,200,2020-05-23
PL73,Kujawsko-Pomorskie,22,201,2020-05-30
PL73,Kujawsko-Pomorskie,23,202,2020-06-06
PL73,Kujawsko-Pomorskie,24,202,2020-06-13
PL73,Kujawsko-Pomorskie,25,204,2020-06-20
PL73,Kujawsko-Pomorskie,26,204,2020-06-27
PL73,Kujawsko-Pomorskie,27,204,2020-07-04
PL73,Kujawsko-Pomorskie,28,204,2020-07-11
PL73,Kujawsko-Pomorskie,29,204,2020-07-18
PL73,Kujawsko-Pomorskie,30,205,2020-07-25
PL73,Kujawsko-Pomorskie,31,205,2020-08-01
PL73,Kujawsko-Pomorskie,32,205,2020-08-08
PL73,Kujawsko-Pomorskie,33,205,2020-08-15
PL73,Kujawsko-Pomorskie,34,206,2020-08-22
PL73,Kujawsko-Pomorskie,35,209,2020-08-29
PL73,Kujawsko-Pomorskie,36,209,2020-09-05
PL73,Kujawsko-Pomorskie,37,209,2020-09-12
PL73,Kujawsko-Pomorskie,38,212,2020-09-19
PL73,Kujawsko-Pomorskie,39,221,2020-09-26
PL73,Kujawsko-Pomorskie,40,227,2020-10-03
PL73,Kujawsko-Pomorskie,41,246,2020-10-10
PL73,Kujawsko-Pomorskie,42,268,2020-10-17
PL73,Kujawsko-Pomorskie,43,301,2020-10-24
PL73,Kujawsko-Pomorskie,44,328,2020-10-31
PL73,Kujawsko-Pomorskie,45,367,2020-11-07
PL73,Kujawsko-Pomorskie,46,496,2020-11-14
PL73,Kujawsko-Pomorskie,47,625,2020-11-21
PL73,Kujawsko-Pomorskie,48,772,2020-11-28
PL73,Kujawsko-Pomorskie,49,930,2020-12-05
PL73,Kujawsko-Pomorskie,50,1095,2020-12-12
PL73,Kujawsko-Pomorskie,51,1314,2020-12-19
PL73,Kujawsko-Pomorskie,52,1518,2020-12-26
PL73,Kujawsko-Pomorskie,53,1689,2021-01-02
PL74,Lodzkie,1,229,2021-01-09
PL74,Lodzkie,10,229,2020-03-07
PL74,Lodzkie,11,229,2020-03-14
PL74,Lodzkie,12,229,2020-03-21
PL74,Lodzkie,13,229,2020-03-28
PL74,Lodzkie,14,232,2020-04-04
PL74,Lodzkie,15,236,2020-04-11
PL74,Lodzkie,16,238,2020-04-18
PL74,Lodzkie,17,250,2020-04-25
PL74,Lodzkie,18,264,2020-05-02
PL74,Lodzkie,19,270,2020-05-09
PL74,Lodzkie,20,276,2020-05-16
PL74,Lodzkie,21,281,2020-05-23
PL74,Lodzkie,22,294,2020-05-30
PL74,Lodzkie,23,306,2020-06-06
PL74,Lodzkie,24,331,2020-06-13
PL74,Lodzkie,25,363,2020-06-20
PL74,Lodzkie,26,390,2020-06-27
PL74,Lodzkie,27,403,2020-07-04
PL74,Lodzkie,28,416,2020-07-11
PL74,Lodzkie,29,422,2020-07-18
PL74,Lodzkie,30,431,2020-07-25
PL74,Lodzkie,31,435,2020-08-01
PL74,Lodzkie,32,443,2020-08-08
PL74,Lodzkie,33,452,2020-08-15
PL74,Lodzkie,34,454,2020-08-22
PL74,Lodzkie,35,464,2020-08-29
PL74,Lodzkie,36,467,2020-09-05
PL74,Lodzkie,37,473,2020-09-12
PL74,Lodzkie,38,483,2020-09-19
PL74,Lodzkie,39,501,2020-09-26
PL74,Lodzkie,40,509,2020-10-03
PL74,Lodzkie,41,531,2020-10-10
PL74,Lodzkie,42,550,2020-10-17
PL74,Lodzkie,43,584,2020-10-24
PL74,Lodzkie,44,638,2020-10-31
PL74,Lodzkie,45,716,2020-11-07
PL74,Lodzkie,46,797,2020-11-14
PL74,Lodzkie,47,936,2020-11-21
PL74,Lodzkie,48,1172,2020-11-28
PL74,Lodzkie,49,1420,2020-12-05
PL74,Lodzkie,50,1686,2020-12-12
PL74,Lodzkie,51,1877,2020-12-19
PL74,Lodzkie,52,2028,2020-12-26
PL74,Lodzkie,53,2130,2021-01-02
PL75,Lubelskie,1,111,2021-01-09
PL75,Lubelskie,10,111,2020-03-07
PL75,Lubelskie,11,111,2020-03-14
PL75,Lubelskie,12,112,2020-03-21
PL75,Lubelskie,13,113,2020-03-28
PL75,Lubelskie,14,117,2020-04-04
PL75,Lubelskie,15,120,2020-04-11
PL75,Lubelskie,16,121,2020-04-18
PL75,Lubelskie,17,121,2020-04-25
PL75,Lubelskie,18,124,2020-05-02
PL75,Lubelskie,19,125,2020-05-09
PL75,Lubelskie,20,125,2020-05-16
PL75,Lubelskie,21,126,2020-05-23
PL75,Lubelskie,22,126,2020-05-30
PL75,Lubelskie,23,126,2020-06-06
PL75,Lubelskie,24,127,2020-06-13
PL75,Lubelskie,25,128,2020-06-20
PL75,Lubelskie,26,128,2020-06-27
PL75,Lubelskie,27,129,2020-07-04
PL75,Lubelskie,28,130,2020-07-11
PL75,Lubelskie,29,131,2020-07-18
PL75,Lubelskie,30,131,2020-07-25
PL75,Lubelskie,31,131,2020-08-01
PL75,Lubelskie,32,131,2020-08-08
PL75,Lubelskie,33,132,2020-08-15
PL75,Lubelskie,34,134,2020-08-22
PL75,Lubelskie,35,135,2020-08-29
PL75,Lubelskie,36,136,2020-09-05
PL75,Lubelskie,37,140,2020-09-12
PL75,Lubelskie,38,142,2020-09-19
PL75,Lubelskie,39,148,2020-09-26
PL75,Lubelskie,40,158,2020-10-03
PL75,Lubelskie,41,177,2020-10-10
PL75,Lubelskie,42,213,2020-10-17
PL75,Lubelskie,43,266,2020-10-24
PL75,Lubelskie,44,335,2020-10-31
PL75,Lubelskie,45,483,2020-11-07
PL75,Lubelskie,46,631,2020-11-14
PL75,Lubelskie,47,861,2020-11-21
PL75,Lubelskie,48,1074,2020-11-28
PL75,Lubelskie,49,1312,2020-12-05
PL75,Lubelskie,50,1484,2020-12-12
PL75,Lubelskie,51,1626,2020-12-19
PL75,Lubelskie,52,1789,2020-12-26
PL75,Lubelskie,53,1925,2021-01-02
PL76,Lubuskie,1,43,2021-01-09
PL76,Lubuskie,10,43,2020-03-07
PL76,Lubuskie,11,43,2020-03-14
PL76,Lubuskie,12,43,2020-03-21
PL76,Lubuskie,13,43,2020-03-28
PL76,Lubuskie,14,43,2020-04-04
PL76,Lubuskie,15,43,2020-04-11
PL76,Lubuskie,16,43,2020-04-18
PL76,Lubuskie,17,43,2020-04-25
PL76,Lubuskie,18,43,2020-05-02
PL76,Lubuskie,19,43,2020-05-09
PL76,Lubuskie,20,43,2020-05-16
PL76,Lubuskie,21,43,2020-05-23
PL76,Lubuskie,22,43,2020-05-30
PL76,Lubuskie,23,43,2020-06-06
PL76,Lubuskie,24,43,2020-06-13
PL76,Lubuskie,25,43,2020-06-20
PL76,Lubuskie,26,43,2020-06-27
PL76,Lubuskie,27,43,2020-07-04
PL76,Lubuskie,28,43,2020-07-11
PL76,Lubuskie,29,44,2020-07-18
PL76,Lubuskie,30,49,2020-07-25
PL76,Lubuskie,31,53,2020-08-01
PL76,Lubuskie,32,55,2020-08-08
PL76,Lubuskie,33,55,2020-08-15
PL76,Lubuskie,34,56,2020-08-22
PL76,Lubuskie,35,57,2020-08-29
PL76,Lubuskie,36,58,2020-09-05
PL76,Lubuskie,37,59,2020-09-12
PL76,Lubuskie,38,59,2020-09-19
PL76,Lubuskie,39,60,2020-09-26
PL76,Lubuskie,40,63,2020-10-03
PL76,Lubuskie,41,64,2020-10-10
PL76,Lubuskie,42,71,2020-10-17
PL76,Lubuskie,43,81,2020-10-24
PL76,Lubuskie,44,108,2020-10-31
PL76,Lubuskie,45,166,2020-11-07
PL76,Lubuskie,46,230,2020-11-14
PL76,Lubuskie,47,301,2020-11-21
PL76,Lubuskie,48,385,2020-11-28
PL76,Lubuskie,49,450,2020-12-05
PL76,Lubuskie,50,532,2020-12-12
PL76,Lubuskie,51,645,2020-12-19
PL76,Lubuskie,52,683,2020-12-26
PL76,Lubuskie,53,727,2021-01-02
PL77,Malopolskie,1,60,2021-01-09
PL77,Malopolskie,10,60,2020-03-07
PL77,Malopolskie,11,60,2020-03-14
PL77,Malopolskie,12,60,2020-03-21
PL77,Malopolskie,13,60,2020-03-28
PL77,Malopolskie,14,65,2020-04-04
PL77,Malopolskie,15,69,2020-04-11
PL77,Malopolskie,16,76,2020-04-18
PL77,Malopolskie,17,85,2020-04-25
PL77,Malopolskie,18,90,2020-05-02
PL77,Malopolskie,19,93,2020-05-09
PL77,Malopolskie,20,95,2020-05-16
PL77,Malopolskie,21,100,2020-05-23
PL77,Malopolskie,22,100,2020-05-30
PL77,Malopolskie,23,100,2020-06-06
PL77,Malopolskie,24,100,2020-06-13
PL77,Malopolskie,25,101,2020-06-20
PL77,Malopolskie,26,104,2020-06-27
PL77,Malopolskie,27,104,2020-07-04
PL77,Malopolskie,28,105,2020-07-11
PL77,Malopolskie,29,107,2020-07-18
PL77,Malopolskie,30,109,2020-07-25
PL77,Malopolskie,31,123,2020-08-01
PL77,Malopolskie,32,135,2020-08-08
PL77,Malopolskie,33,144,2020-08-15
PL77,Malopolskie,34,162,2020-08-22
PL77,Malopolskie,35,182,2020-08-29
PL77,Malopolskie,36,199,2020-09-05
PL77,Malopolskie,37,213,2020-09-12
PL77,Malopolskie,38,227,2020-09-19
PL77,Malopolskie,39,241,2020-09-26
PL77,Malopolskie,40,255,2020-10-03
PL77,Malopolskie,41,291,2020-10-10
PL77,Malopolskie,42,362,2020-10-17
PL77,Malopolskie,43,480,2020-10-24
PL77,Malopolskie,44,653,2020-10-31
PL77,Malopolskie,45,919,2020-11-07
PL77,Malopolskie,46,1169,2020-11-14
PL77,Malopolskie,47,1557,2020-11-21
PL77,Malopolskie,48,1951,2020-11-28
PL77,Malopolskie,49,2204,2020-12-05
PL77,Malopolskie,50,2395,2020-12-12
PL77,Malopolskie,51,2541,2020-12-19
PL77,Malopolskie,52,2647,2020-12-26
PL77,Malopolskie,53,2740,2021-01-02
PL78,Mazowieckie,1,137,2021-01-09
PL78,Mazowieckie,10,137,2020-03-07
PL78,Mazowieckie,11,137,2020-03-14
PL78,Mazowieckie,12,137,2020-03-21
PL78,Mazowieckie,13,140,2020-03-28
PL78,Mazowieckie,14,151,2020-04-04
PL78,Mazowieckie,15,179,2020-04-11
PL78,Mazowieckie,16,237,2020-04-18
PL78,Mazowieckie,17,296,2020-04-25
PL78,Mazowieckie,18,340,2020-05-02
PL78,Mazowieckie,19,355,2020-05-09
PL78,Mazowieckie,20,366,2020-05-16
PL78,Mazowieckie,21,383,2020-05-23
PL78,Mazowieckie,22,398,2020-05-30
PL78,Mazowieckie,23,417,2020-06-06
PL78,Mazowieckie,24,433,2020-06-13
PL78,Mazowieckie,25,446,2020-06-20
PL78,Mazowieckie,26,462,2020-06-27
PL78,Mazowieckie,27,479,2020-07-04
