region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
North Rhine-Westphalia State,1 (0.79 -- 1.3),1,1,0.15,0.79,0.95,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.47
Opolskie,1 (0.74 -- 1.3),1,1,0.16,0.74,0.91,0.97,1,1.1,1.3,Effective reproduction no.,Stable,0.5
Schleswig-Holstein State,1 (0.77 -- 1.3),1,1,0.18,0.77,0.93,0.99,1.1,1.1,1.3,Effective reproduction no.,Stable,0.43
Free State of Thüringia,0.99 (0.83 -- 1.2),0.99,0.99,0.099,0.83,0.94,0.97,1,1,1.2,Effective reproduction no.,Stable,0.56
Saarland State,0.99 (0.86 -- 1.2),0.99,1,0.12,0.86,0.95,0.98,1,1,1.2,Effective reproduction no.,Likely decreasing,0.6
Berlin State,0.98 (0.89 -- 1.1),0.98,0.99,0.069,0.89,0.95,0.97,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.65
Lubelskie,0.98 (0.82 -- 1.2),0.98,0.99,0.11,0.82,0.93,0.96,1,1,1.2,Effective reproduction no.,Likely decreasing,0.6
Lubuskie,0.98 (0.78 -- 1.2),0.98,0.99,0.14,0.78,0.92,0.95,1,1.1,1.2,Effective reproduction no.,Stable,0.56
Hesse State,0.97 (0.88 -- 1.1),0.97,0.97,0.064,0.88,0.94,0.96,0.98,0.99,1.1,Effective reproduction no.,Likely decreasing,0.79
Kujawsko-Pomorskie,0.97 (0.89 -- 1.1),0.97,0.97,0.052,0.89,0.95,0.97,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.77
Swietokrzyskie,0.97 (0.63 -- 1.4),0.97,0.98,0.23,0.63,0.84,0.92,1,1.1,1.4,Effective reproduction no.,Stable,0.56
Free Hanseatic City of Bremen,0.96 (0.88 -- 1.2),0.96,0.98,0.11,0.88,0.94,0.95,0.97,0.99,1.2,Effective reproduction no.,Likely decreasing,0.78
Free State of Bavaria,0.96 (0.83 -- 1.1),0.96,0.97,0.091,0.83,0.93,0.95,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.73
Mazowieckie,0.96 (0.79 -- 1.1),0.96,0.95,0.089,0.79,0.91,0.95,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.76
Rhineland-Palatinate State,0.96 (0.65 -- 1.1),0.96,0.94,0.12,0.65,0.91,0.94,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.77
Wielkopolskie,0.95 (0.72 -- 1.2),0.95,0.96,0.14,0.72,0.88,0.92,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.64
Warminsko-Mazurskie,0.94 (0.76 -- 1.1),0.94,0.94,0.1,0.76,0.89,0.92,0.96,0.99,1.1,Effective reproduction no.,Likely decreasing,0.77
Lodzkie,0.92 (0.72 -- 1.1),0.92,0.9,0.1,0.72,0.84,0.89,0.94,0.97,1.1,Effective reproduction no.,Likely decreasing,0.85
Baden-Württemberg State,0.91 (0.75 -- 1.1),0.91,0.91,0.11,0.75,0.85,0.89,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.86
Free State of Saxony,0.91 (0.73 -- 1.1),0.91,0.91,0.13,0.73,0.84,0.88,0.93,0.98,1.1,Effective reproduction no.,Likely decreasing,0.8
Podlaskie,0.9 (0.64 -- 1.2),0.9,0.9,0.16,0.64,0.8,0.86,0.94,1,1.2,Effective reproduction no.,Likely decreasing,0.75
Poland,0.9 (0.65 -- 1.1),0.9,0.89,0.14,0.65,0.81,0.87,0.93,0.98,1.1,Effective reproduction no.,Likely decreasing,0.79
Free Hanseatic City of Hamburg,0.89 (0.66 -- 1.1),0.89,0.89,0.13,0.66,0.81,0.86,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.83
Germany,0.89 (0.55 -- 1.1),0.89,0.86,0.17,0.55,0.75,0.84,0.93,0.99,1.1,Effective reproduction no.,Likely decreasing,0.79
Malopolskie,0.89 (0.56 -- 1.2),0.89,0.9,0.21,0.56,0.77,0.84,0.94,1,1.2,Effective reproduction no.,Likely decreasing,0.71
Zachodniopomorskie,0.89 (0.6 -- 1.1),0.89,0.87,0.15,0.6,0.79,0.86,0.92,0.96,1.1,Effective reproduction no.,Likely decreasing,0.84
Pomorskie,0.88 (0.66 -- 1.1),0.88,0.87,0.12,0.66,0.8,0.85,0.91,0.95,1.1,Effective reproduction no.,Likely decreasing,0.87
Dolnoslaskie,0.86 (0.51 -- 1.3),0.86,0.87,0.24,0.51,0.71,0.8,0.91,1,1.3,Effective reproduction no.,Likely decreasing,0.74
Slaskie,0.82 (0.42 -- 1.5),0.82,0.87,0.35,0.42,0.64,0.75,0.89,1,1.5,Effective reproduction no.,Likely decreasing,0.73
Podkarpackie,0.6 (0.19 -- 1.2),0.6,0.67,0.45,0.19,0.4,0.53,0.68,0.83,1.2,Effective reproduction no.,Likely decreasing,0.88
