forecaster_id,location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,leaderboard,median,shape_log_normal,horizon,target_end_date,zero_baseline,quantile,value,target,board_name,submission_date
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,171377,0.1,1,2020-11-07T00:00:00Z,TRUE,0.975,208483.980589482,1 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,171377,0.1,1,2020-11-07T00:00:00Z,TRUE,0.99,216264.153965157,1 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.01,162621.908341241,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.025,171809.363279275,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.05,180125.18164303,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.1,190213.546877628,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.15,197337.428466675,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.2,203189.069363218,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.25,208347.351136543,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.3,213091.15456854,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.35,217583.35899017,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.4,221933.556342348,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.45,226225.186754264,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.5,230529.792748561,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.55,234916.306655199,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.6,239458.990431876,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.65,244246.552637766,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.7,249395.548361914,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.75,255073.966886509,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.8,261549.430347038,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.85,269305.14782536,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.9,279391.169646209,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.95,295039.176976457,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.975,309319.49417861,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,230529.792748561,0.15,2,2020-11-14T00:00:00Z,TRUE,0.99,326794.746702754,2 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.01,164278.364779721,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.025,176768.172301376,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.05,188267.003115467,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.1,202455.801166178,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.15,212628.227963562,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.2,221076.249698424,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.25,228590.903863757,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.3,235556.737367731,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.35,242200.965310736,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.4,248678.895852738,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.45,255111.228592807,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.5,261604,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.55,268262.017291424,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.6,275200.88739869,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.65,282561.437061979,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.7,290531.502434433,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.75,299384.84716255,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.8,309561.307057436,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.85,321860.617809071,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.9,338032.560301034,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.95,363508.483608393,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.975,387154.83633174,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,261604,0.2,3,2020-11-21T00:00:00Z,TRUE,0.99,416589.566786631,3 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.01,160095.025732318,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.025,175451.652766356,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.05,189832.311523768,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.1,207881.171770767,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.15,221018.447503884,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.2,232049.151672087,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.25,241950.238922704,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.3,251201.244825874,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.35,260089.135646845,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.4,268813.476314763,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.45,277532.815864383,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.5,286390,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.55,295529.852369166,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.6,305115.774790847,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.65,315350.473582901,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.7,326508.063910486,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.75,338992.151713488,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.8,353456.289363655,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.85,371096.770546986,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.9,394548.63276624,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.95,432061.493860759,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.975,467474.83313379,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:10:56.210215Z,45,TRUE,yes,286390,0.25,4,2020-11-28T00:00:00Z,TRUE,0.99,512315.930646951,4 wk ahead inc case,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.01,503.993704003119,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.025,522.801664146176,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.05,539.537990740852,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.1,559.49993231935,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.15,573.383756347926,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.2,584.663483585597,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.25,594.517164764555,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.3,603.507526616334,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.35,611.959752645933,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.4,620.089518954184,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.45,628.057943326017,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.5,636,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.55,644.042487318772,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.6,652.318717920286,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.65,660.984645233742,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.7,670.241848130502,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.75,680.377327978734,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.8,691.844131464011,1 wk ahead inc death,seabbs,2020-11-02
515822,GM,Germany,incident,quantile,2020-11-02T00:00:00Z,2020-11-02T19:13:13.957519Z,45,TRUE,yes,636,0.1,1,2020-11-07T00:00:00Z,TRUE,0.85,705.45423640246,1 wk ahead inc death,seabbs,2020-11-02
