forecaster_id,location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,leaderboard,name_board,median,width,distribution,horizon,target_end_date,zero_baseline,quantile,value,target
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.01,98534.729538357,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.025,104101.527989433,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.05,109140.190502501,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.1,115252.862220689,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.15,119569.314738066,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.2,123114.900071417,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.25,126240.370093271,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.3,129114.702296864,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.35,131836.587387448,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.4,134472.42854752,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.45,137072.783236689,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.5,139681,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.55,142338.845832801,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.6,145091.317021208,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.65,147992.163235087,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.7,151112.006718958,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.75,154552.634363989,1 wk ahead inc case
996366,GM,Germany,incident,quantile,2020-11-08T00:00:00Z,2020-11-08T23:12:37.843972Z,46,TRUE,yes,nib,139681,0.15,log-normal,1,2020-11-14T00:00:00Z,FALSE,0.8,158476.201903117,1 wk ahead inc case
