location,location_name,type,quantile,value,target_end_date,forecast_date,target,board_name
GM,Germany,quantile,0.8,167,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
GM,Germany,quantile,0.85,180,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
GM,Germany,quantile,0.9,195,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
GM,Germany,quantile,0.95,212,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
GM,Germany,quantile,0.975,221,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
GM,Germany,quantile,0.99,226,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
GM,Germany,point,,105,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
GM,Germany,quantile,0.01,9674,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.025,9675,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.05,9676,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.1,9677,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.15,9679,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.2,9681,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.25,9683,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.3,9685,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.35,9687,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.4,9689,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.45,9691,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.5,9693,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.55,9695,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.6,9697,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.65,9699,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.7,9701,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.75,9704,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.8,9706,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.85,9708,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.9,9711,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.95,9714,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.975,9715,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.99,9716,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,point,,9693,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.01,9734,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.025,9736,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.05,9738,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.1,9742,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.15,9748,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.2,9753,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.25,9759,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.3,9765,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.35,9770,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.4,9775,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.45,9780,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.5,9786,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.55,9792,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.6,9797,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.65,9804,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.7,9810,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.75,9817,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.8,9824,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.85,9830,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.9,9839,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.95,9847,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.975,9850,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.99,9853,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,point,,9786,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.01,9781,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.025,9784,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.05,9788,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.1,9797,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.15,9807,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.2,9817,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.25,9828,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.3,9840,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.35,9850,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.4,9861,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.45,9872,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.5,9884,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.55,9897,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.6,9908,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.65,9922,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.7,9936,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.75,9950,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.8,9965,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.85,9979,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.9,9997,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.95,10014,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.975,10023,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.99,10029,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,point,,9884,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.01,9815,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.025,9819,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.05,9826,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.1,9839,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.15,9856,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.2,9874,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.25,9892,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.3,9910,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.35,9930,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.4,9949,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.45,9968,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.5,9989,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.55,10011,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.6,10032,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.65,10055,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.7,10080,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.75,10106,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.8,10132,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.85,10159,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.9,10192,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.95,10226,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.975,10244,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.99,10255,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,point,,9989,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.01,37152,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.025,37358,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.05,37753,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.1,38288,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.15,39155,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.2,39705,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.25,40393,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.3,40929,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.35,41538,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.4,42128,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.45,42983,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.5,43564,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.55,44153,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.6,44876,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.65,45688,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.7,46408,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.75,47204,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.8,48092,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.85,49087,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.9,50012,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.95,50827,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.975,51234,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.99,51552,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,point,,43564,2020-10-17,2020-10-12,1 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.01,61607,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.025,62123,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.05,63551,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.1,66090,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.15,68836,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.2,71174,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.25,73545,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.3,75976,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.35,79175,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.4,82220,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.45,84911,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.5,87964,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.55,92062,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.6,96373,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.65,99853,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.7,104855,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.75,108316,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.8,112108,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.85,117328,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.9,122211,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.95,127038,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.975,129855,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.99,131177,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,point,,87964,2020-10-24,2020-10-12,2 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.01,99070,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.025,101000,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.05,104675,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.1,111018,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.15,118189,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.2,125232,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.25,133620,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.3,140699,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.35,149290,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.4,158873,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.45,168921,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.5,180775,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.55,192628,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.6,204352,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.65,218668,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.7,235490,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.75,250037,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.8,265687,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.85,284862,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.9,308567,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.95,329920,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.975,342775,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.99,350326,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,point,,180775,2020-10-31,2020-10-12,3 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.01,156368,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.025,160997,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.05,167316,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.1,189348,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.15,205479,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.2,222784,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.25,239516,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.3,260495,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.35,281270,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.4,306100,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.45,334951,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.5,373780,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.55,406591,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.6,452868,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.65,494466,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.7,539225,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.75,582334,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.8,640648,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.85,702857,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.9,774365,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.95,861112,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.975,902968,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.99,936630,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,point,,373780,2020-11-07,2020-10-12,4 wk ahead inc case,EpiNow2
PL,Poland,quantile,0.01,153490,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.025,153696,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.05,154091,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.1,154626,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.15,155493,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.2,156043,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.25,156731,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.3,157267,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.35,157876,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.4,158466,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.45,159321,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.5,159902,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.55,160491,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.6,161214,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.65,162026,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.7,162746,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.75,163542,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.8,164430,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.85,165425,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.9,166350,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.95,167165,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.975,167572,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.99,167890,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,point,,159902,2020-10-17,2020-10-12,1 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.01,215097,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.025,215819,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.05,217642,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.1,220716,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.15,224329,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.2,227217,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.25,230276,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.3,233243,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.35,237051,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.4,240686,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.45,244232,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.5,247866,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.55,252553,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.6,257587,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.65,261879,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.7,267601,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.75,271858,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.8,276538,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.85,282753,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.9,288561,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.95,294203,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.975,297427,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.99,299067,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,point,,247866,2020-10-24,2020-10-12,2 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.01,314167,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.025,316819,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.05,322317,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.1,331734,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.15,342518,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.2,352449,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.25,363896,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.3,373942,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.35,386341,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.4,399559,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.45,413153,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.5,428641,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.55,445181,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.6,461939,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.65,480547,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.7,503091,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.75,521895,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.8,542225,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.85,567615,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.9,597128,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.95,624123,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.975,640202,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.99,649393,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,point,,428641,2020-10-31,2020-10-12,3 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.01,470535,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.025,477816,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.05,489633,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.1,521082,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.15,547997,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.2,575233,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.25,603412,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.3,634437,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.35,667611,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
