forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,board_name,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration,quantile,value,target
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.01,144434.304820462,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.025,149418.397791544,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.05,153814.193269074,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.1,159010.02893268,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.15,162594.26032079,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.2,165488.742821753,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.25,168004.670468533,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.3,170290.042806803,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.35,172429.917217575,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.4,174480.287540369,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.45,176482.563734119,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.5,178471,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.55,180477.319048181,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.6,182534.40115745,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.65,184680.228172349,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.7,186963.398162161,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.75,189452.573161889,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.8,192255.512758179,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.85,195564.450506543,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.9,199792.412011283,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.95,206193.095916804,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.975,211876.628995751,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,178471,145424,200420,0.2,1,2020-12-26,zero,constant,2020-12-21T00:00:00Z,,0.99,218641.81972667,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.01,125280.170419117,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.025,136640.528009593,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.05,147057.046610926,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.1,159845.047516926,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.15,168964.45916771,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.2,176505.134801573,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.25,183186.771228387,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.3,189358.116496125,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.35,195224.197187036,2 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-21T00:00:00Z,52,FALSE,yes,hababylon,distribution,distribution,fifth-power-normal,212239,145424,200420,0.5,2,2021-01-02,zero,constant,2020-12-21T00:00:00Z,,0.4,200924.093372296,2 wk ahead inc case
