region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Brandenburg State,1.1 (0.93 -- 1.4),1.1,1.1,0.17,0.93,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.094
Free Hanseatic City of Hamburg,1.1 (0.65 -- 1.3),1.1,1,0.21,0.65,0.96,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.32
Free State of Thüringia,1.1 (0.87 -- 1.4),1.1,1.1,0.16,0.87,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.16
Germany,1.1 (0.92 -- 1.2),1.1,1.1,0.11,0.92,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.18
Lower Saxony State,1.1 (0.93 -- 1.2),1.1,1.1,0.1,0.93,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.13
Lubuskie,1.1 (0.81 -- 2.1),1.1,1.3,0.47,0.81,1,1.1,1.2,1.4,2.1,Effective reproduction no.,Likely increasing,0.25
Mecklenburg-Western Pomerania State,1.1 (0.8 -- 1.4),1.1,1.1,0.19,0.8,1.1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.15
North Rhine-Westphalia State,1.1 (0.92 -- 1.2),1.1,1.1,0.095,0.92,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.16
Podkarpackie,1.1 (0.63 -- 1.8),1.1,1.1,0.37,0.63,0.94,1,1.2,1.3,1.8,Effective reproduction no.,Likely increasing,0.35
Poland,1.1 (0.77 -- 1.5),1.1,1.1,0.24,0.77,0.98,1.1,1.2,1.2,1.5,Effective reproduction no.,Likely increasing,0.28
Rhineland-Palatinate State,1.1 (0.75 -- 1.5),1.1,1.1,0.24,0.75,0.95,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.35
Saarland State,1.1 (0.73 -- 1.3),1.1,1.1,0.19,0.73,0.99,1.1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.26
Schleswig-Holstein State,1.1 (0.6 -- 1.5),1.1,1.1,0.3,0.6,0.91,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.38
Wielkopolskie,1.1 (0.85 -- 2),1.1,1.2,0.44,0.85,0.98,1,1.2,1.3,2,Effective reproduction no.,Likely increasing,0.29
Zachodniopomorskie,1.1 (0.79 -- 1.9),1.1,1.2,0.35,0.79,0.99,1,1.2,1.3,1.9,Effective reproduction no.,Likely increasing,0.27
Free State of Bavaria,1 (0.74 -- 1.3),1,1,0.18,0.74,0.92,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.46
Kujawsko-Pomorskie,1 (0.79 -- 1.4),1,1,0.2,0.79,0.95,1,1,1.1,1.4,Effective reproduction no.,Stable,0.41
Lodzkie,1 (0.29 -- 2.1),1,1.1,0.58,0.29,0.7,0.89,1.1,1.3,2.1,Effective reproduction no.,Stable,0.5
Lubelskie,1 (0.76 -- 1.5),1,1.1,0.24,0.76,0.94,0.98,1,1.1,1.5,Effective reproduction no.,Stable,0.48
Mazowieckie,1 (0.81 -- 1.4),1,1.1,0.2,0.81,0.95,0.98,1,1.1,1.4,Effective reproduction no.,Stable,0.47
Slaskie,1 (0.7 -- 1.5),1,1.1,0.28,0.7,0.92,1,1.1,1.2,1.5,Effective reproduction no.,Stable,0.41
Warminsko-Mazurskie,1 (0.62 -- 1.6),1,1.1,0.33,0.62,0.9,0.97,1.1,1.2,1.6,Effective reproduction no.,Stable,0.48
Baden-Württemberg State,0.98 (0.7 -- 1.2),0.98,0.98,0.18,0.7,0.88,0.94,1,1.1,1.2,Effective reproduction no.,Stable,0.57
Hesse State,0.97 (0.7 -- 1.1),0.97,0.95,0.14,0.7,0.88,0.94,1,1,1.1,Effective reproduction no.,Likely decreasing,0.6
Free Hanseatic City of Bremen,0.96 (0.55 -- 1.2),0.96,0.92,0.23,0.55,0.83,0.92,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.65
Pomorskie,0.96 (0.33 -- 1.4),0.96,0.92,0.33,0.33,0.74,0.9,1,1.1,1.4,Effective reproduction no.,Stable,0.58
Dolnoslaskie,0.94 (0.64 -- 1.3),0.94,0.94,0.2,0.64,0.86,0.91,0.96,1,1.3,Effective reproduction no.,Likely decreasing,0.7
Podlaskie,0.94 (0.57 -- 1.3),0.94,0.93,0.22,0.57,0.86,0.91,0.96,1,1.3,Effective reproduction no.,Likely decreasing,0.74
Swietokrzyskie,0.92 (0.68 -- 1.3),0.92,0.95,0.23,0.68,0.84,0.89,0.95,1,1.3,Effective reproduction no.,Likely decreasing,0.74
Opolskie,0.81 (0.39 -- 1.1),0.81,0.8,0.27,0.39,0.68,0.77,0.85,0.92,1.1,Effective reproduction no.,Likely decreasing,0.87
