region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,48911 (30103 -- 81320),48911,51387,16099,30103,40085,45051,52772,60041,81320,New confirmed cases by infection date,Increasing,0
Germany,45932 (34485 -- 61918),45932,46575,8260,34485,40730,44031,47752,51283,61918,New confirmed cases by infection date,Increasing,0
Germany,1.3 (1.3 -- 1.4),1.3,1.3,0.041,1.3,1.3,1.3,1.3,1.4,1.4,Effective reproduction no.,Increasing,0
Poland,1.3 (1.2 -- 1.5),1.3,1.3,0.081,1.2,1.3,1.3,1.4,1.4,1.5,Effective reproduction no.,Increasing,0
