forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,board_name,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration,quantile,value,target
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.01,95157.9213901277,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.025,99071.3274221795,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.05,102565.560532256,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.1,106747.414942008,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.15,109664.799397434,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.2,112040.204130408,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.25,114119.053853106,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.3,116018.77734008,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.35,117807.372802988,1 wk ahead inc case
781023,GM,Germany,incident,quantile,2020-11-28T00:00:00Z,48,FALSE,anonymous,anonymous_Cat,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,,0.4,119530.064640727,1 wk ahead inc case
