forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,board_name,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration,quantile,value,target
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.01,96064.68673189,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.025,99649.61405312,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.05,102839.673687972,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.1,106644.557854317,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.15,109290.910765776,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.2,111440.904813125,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.25,113319.084615956,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.3,115032.709782377,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.35,116643.762538138,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.4,118193.352240157,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.45,119712.189052893,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.5,121226,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.55,122758.953722807,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.6,124336.460532397,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.65,125988.246231298,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.7,127752.733146963,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.75,129684.625725708,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.8,131870.277800088,1 wk ahead inc case
648181,GM,Germany,incident,quantile,2020-12-07T00:00:00Z,50,FALSE,yes,hababylon,distribution,distribution,log-normal,121226,117938,133475,0.1,1,2020-12-12,zero,constant,2020-12-07T00:00:00Z,,0.85,134464.457959315,1 wk ahead inc case
