forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,board_name,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration,quantile,value,target
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.01,106393.387892231,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.025,110363.760107336,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.05,113896.809177464,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.1,118110.787599365,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.15,121041.671583762,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.2,123422.829097802,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.25,125502.947391964,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.3,127400.818433191,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.35,129185.088663904,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.4,130901.287444637,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.45,132583.426841118,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.5,134260,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.55,135957.774131161,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.6,137704.891616317,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.65,139534.274322456,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.7,141488.475676103,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.75,143628.08184658,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.8,146048.731274148,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.85,148921.832986469,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.9,152617.283877099,1 wk ahead inc case
253412,GM,Germany,incident,quantile,2021-01-04T00:00:00Z,1,TRUE,yes,BQuilty,distribution,distribution,log-normal,134260,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,,0.95,158263.850674815,1 wk ahead inc case
