forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
515822,2021-02-22,TRUE,yes,normal,0.91,0.02,1,2021-02-06,2021-02-22,Germany,,,8
515822,2021-02-22,TRUE,yes,normal,1.01,0.04,2,2021-02-13,2021-02-22,Germany,,,8
515822,2021-02-22,TRUE,yes,normal,1.05,0.06,3,2021-02-20,2021-02-22,Germany,,,8
515822,2021-02-22,TRUE,yes,normal,1.03,0.07,4,2021-02-27,2021-02-22,Germany,,,8
515822,2021-02-22,TRUE,yes,normal,1,0.08,5,2021-03-06,2021-02-22,Germany,,,8
515822,2021-02-22,TRUE,yes,normal,0.98,0.09,6,2021-03-13,2021-02-22,Germany,,,8
515822,2021-02-22,TRUE,yes,normal,0.95,0.1,7,2021-03-20,2021-02-22,Germany,,,8
515822,2021-02-22,TRUE,yes,normal,1.06,0.02,1,2021-02-06,2021-02-22,Poland,,1.4137148141861,8
515822,2021-02-22,TRUE,yes,normal,1.12,0.025,2,2021-02-13,2021-02-22,Poland,,1.4137148141861,8
515822,2021-02-22,TRUE,yes,normal,1.14,0.05,3,2021-02-20,2021-02-22,Poland,,1.4137148141861,8
515822,2021-02-22,TRUE,yes,normal,1.12,0.075,4,2021-02-27,2021-02-22,Poland,,1.4137148141861,8
515822,2021-02-22,TRUE,yes,normal,1.09,0.1,5,2021-03-06,2021-02-22,Poland,,1.4137148141861,8
515822,2021-02-22,TRUE,yes,normal,1.05,0.15,6,2021-03-13,2021-02-22,Poland,,1.4137148141861,8
515822,2021-02-22,TRUE,yes,normal,1.02,0.2,7,2021-03-20,2021-02-22,Poland,,1.4137148141861,8
593160,2021-02-23,TRUE,yes,normal,0.95,0.01,1,2021-02-06,2021-02-22,Germany,,,8
593160,2021-02-23,TRUE,yes,normal,1.04,0.02,2,2021-02-13,2021-02-22,Germany,,,8
593160,2021-02-23,TRUE,yes,normal,1.11,0.04,3,2021-02-20,2021-02-22,Germany,,,8
593160,2021-02-23,TRUE,yes,normal,1.14,0.06,4,2021-02-27,2021-02-22,Germany,,,8
593160,2021-02-23,TRUE,yes,normal,1.13,0.1,5,2021-03-06,2021-02-22,Germany,,,8
593160,2021-02-23,TRUE,yes,normal,1.11,0.12,6,2021-03-13,2021-02-22,Germany,,,8
593160,2021-02-23,TRUE,yes,normal,1.07,0.14,7,2021-03-20,2021-02-22,Germany,,,8
593160,2021-02-23,TRUE,yes,normal,1.08,0.05,1,2021-02-06,2021-02-22,Poland,,59.6370987892151,8
593160,2021-02-23,TRUE,yes,normal,1.15,0.08,2,2021-02-13,2021-02-22,Poland,,59.6370987892151,8
593160,2021-02-23,TRUE,yes,normal,1.22,0.1,3,2021-02-20,2021-02-22,Poland,,59.6370987892151,8
593160,2021-02-23,TRUE,yes,normal,1.23,0.14,4,2021-02-27,2021-02-22,Poland,,59.6370987892151,8
593160,2021-02-23,TRUE,yes,normal,1.25,0.14,5,2021-03-06,2021-02-22,Poland,,59.6370987892151,8
593160,2021-02-23,TRUE,yes,normal,1.25,0.16,6,2021-03-13,2021-02-22,Poland,,59.6370987892151,8
593160,2021-02-23,TRUE,yes,normal,1.24,0.18,7,2021-03-20,2021-02-22,Poland,,59.6370987892151,8
996366,2021-02-23,TRUE,yes,normal,0.93,0.03,1,2021-02-06,2021-02-22,Germany,,,8
996366,2021-02-23,TRUE,yes,normal,1.01,0.04,2,2021-02-13,2021-02-22,Germany,,,8
996366,2021-02-23,TRUE,yes,normal,1.09579194393214,0.05,3,2021-02-20,2021-02-22,Germany,,,8
996366,2021-02-23,TRUE,yes,normal,1.09579194393214,0.06,4,2021-02-27,2021-02-22,Germany,,,8
996366,2021-02-23,TRUE,yes,normal,1.09579194393214,0.07,5,2021-03-06,2021-02-22,Germany,,,8
996366,2021-02-23,TRUE,yes,normal,1.07,0.08,6,2021-03-13,2021-02-22,Germany,,,8
996366,2021-02-23,TRUE,yes,normal,1.04,0.1,7,2021-03-20,2021-02-22,Germany,,,8
996366,2021-02-23,TRUE,yes,normal,1.07,0.05,1,2021-02-06,2021-02-22,Poland,,36.6159834861755,8
996366,2021-02-23,TRUE,yes,normal,1.14,0.06,2,2021-02-13,2021-02-22,Poland,,36.6159834861755,8
996366,2021-02-23,TRUE,yes,normal,1.20048783647347,0.07,3,2021-02-20,2021-02-22,Poland,,36.6159834861755,8
996366,2021-02-23,TRUE,yes,normal,1.20048783647347,0.08,4,2021-02-27,2021-02-22,Poland,,36.6159834861755,8
996366,2021-02-23,TRUE,yes,normal,1.20048783647347,0.09,5,2021-03-06,2021-02-22,Poland,,36.6159834861755,8
996366,2021-02-23,TRUE,yes,normal,1.20048783647347,0.1,6,2021-03-13,2021-02-22,Poland,,36.6159834861755,8
996366,2021-02-23,TRUE,yes,normal,1.20048783647347,0.11,7,2021-03-20,2021-02-22,Poland,,36.6159834861755,8
