forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
515822,2021-02-15,TRUE,yes,normal,0.88,0.02,1,2021-01-30,2021-02-15,Germany,case,,7
515822,2021-02-15,TRUE,yes,normal,0.88,0.02,2,2021-02-06,2021-02-15,Germany,case,,7
515822,2021-02-15,TRUE,yes,normal,0.88732906255155,0.02,3,2021-02-13,2021-02-15,Germany,case,,7
515822,2021-02-15,TRUE,yes,normal,0.9,0.03,4,2021-02-20,2021-02-15,Germany,case,,7
515822,2021-02-15,TRUE,yes,normal,0.91,0.04,5,2021-02-27,2021-02-15,Germany,case,,7
515822,2021-02-15,TRUE,yes,normal,0.92,0.05,6,2021-03-06,2021-02-15,Germany,case,,7
515822,2021-02-15,TRUE,yes,normal,0.94,0.06,7,2021-03-13,2021-02-15,Germany,case,,7
515822,2021-02-15,TRUE,yes,normal,1,0.02,1,2021-01-30,2021-02-15,Poland,case,1.50897254149119,7
515822,2021-02-15,TRUE,yes,normal,1.05,0.03,2,2021-02-06,2021-02-15,Poland,case,1.50897254149119,7
515822,2021-02-15,TRUE,yes,normal,1.07,0.04,3,2021-02-13,2021-02-15,Poland,case,1.50897254149119,7
515822,2021-02-15,TRUE,yes,normal,1.04,0.05,4,2021-02-20,2021-02-15,Poland,case,1.50897254149119,7
515822,2021-02-15,TRUE,yes,normal,0.99,0.06,5,2021-02-27,2021-02-15,Poland,case,1.50897254149119,7
515822,2021-02-15,TRUE,yes,normal,0.95,0.08,6,2021-03-06,2021-02-15,Poland,case,1.50897254149119,7
515822,2021-02-15,TRUE,yes,normal,0.91,0.1,7,2021-03-13,2021-02-15,Poland,case,1.50897254149119,7
