forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
996366,2021-03-02,TRUE,yes,normal,1.0489,0.04,2,2021-02-20,2021-03-08,Germany,,,9
996366,2021-03-02,TRUE,yes,normal,1.0489,0.05,2,2021-02-27,2021-03-08,Germany,,,9
996366,2021-03-02,TRUE,yes,normal,1.0519,0.06,3,2021-03-06,2021-03-08,Germany,,,9
996366,2021-03-02,TRUE,yes,normal,1.0519,0.07,4,2021-03-13,2021-03-08,Germany,,,9
996366,2021-03-02,TRUE,yes,normal,1.1,0.08,5,2021-03-20,2021-03-08,Germany,,,9
996366,2021-03-02,TRUE,yes,normal,1.14,0.09,6,2021-03-27,2021-03-08,Germany,,,9
996366,2021-03-02,TRUE,yes,normal,1.17,0.1,7,2021-04-03,2021-03-08,Germany,,,9
996366,2021-03-02,TRUE,yes,normal,0.91454,0.04,1,2021-02-20,2021-03-08,Poland,,38.7491307258606,9
996366,2021-03-02,TRUE,yes,normal,0.9753,0.05,2,2021-02-27,2021-03-08,Poland,,38.7491307258606,9
996366,2021-03-02,TRUE,yes,normal,1.36235,0.06,3,2021-03-06,2021-03-08,Poland,,38.7491307258606,9
996366,2021-03-02,TRUE,yes,normal,1.3,0.07,4,2021-03-13,2021-03-08,Poland,,38.7491307258606,9
996366,2021-03-02,TRUE,yes,normal,1.2,0.08,5,2021-03-20,2021-03-08,Poland,,38.7491307258606,9
996366,2021-03-02,TRUE,yes,normal,1.1,0.09,6,2021-03-27,2021-03-08,Poland,,38.7491307258606,9
996366,2021-03-02,TRUE,yes,normal,1,0.1,7,2021-04-03,2021-03-08,Poland,,38.7491307258606,9
