forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
996366,2021-03-16,TRUE,yes,normal,1.07,0.03,1,2021-02-27,2021-03-15,Germany,,,11
996366,2021-03-16,TRUE,yes,normal,1.1,0.04,2,2021-03-06,2021-03-15,Germany,,,11
996366,2021-03-16,TRUE,yes,normal,1.13725829220203,0.05,3,2021-03-13,2021-03-15,Germany,,,11
996366,2021-03-16,TRUE,yes,normal,1.13725829220203,0.06,4,2021-03-20,2021-03-15,Germany,,,11
996366,2021-03-16,TRUE,yes,normal,1.13725829220203,0.07,5,2021-03-27,2021-03-15,Germany,,,11
996366,2021-03-16,TRUE,yes,normal,1.11,0.08,6,2021-04-03,2021-03-15,Germany,,,11
996366,2021-03-16,TRUE,yes,normal,1.07,0.09,7,2021-04-10,2021-03-15,Germany,,,11
996366,2021-03-16,TRUE,yes,normal,1.15,0.03,1,2021-02-27,2021-03-15,Poland,,1.67780923843384,11
996366,2021-03-16,TRUE,yes,normal,1.15,0.04,2,2021-03-06,2021-03-15,Poland,,1.67780923843384,11
996366,2021-03-16,TRUE,yes,normal,1.17084255225553,0.05,3,2021-03-13,2021-03-15,Poland,,1.67780923843384,11
996366,2021-03-16,TRUE,yes,normal,1.15,0.06,4,2021-03-20,2021-03-15,Poland,,1.67780923843384,11
996366,2021-03-16,TRUE,yes,normal,1.12,0.07,5,2021-03-27,2021-03-15,Poland,,1.67780923843384,11
996366,2021-03-16,TRUE,yes,normal,1.08,0.08,6,2021-04-03,2021-03-15,Poland,,1.67780923843384,11
996366,2021-03-16,TRUE,yes,normal,1.01,0.09,7,2021-04-10,2021-03-15,Poland,,1.67780923843384,11
