forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
215393,2021-01-25,TRUE,yes,log-normal,0.99,0.03,1,2021-01-09,2021-01-25,Germany,case,,4
215393,2021-01-25,TRUE,yes,log-normal,0.89,0.04,2,2021-01-16,2021-01-25,Germany,case,,4
215393,2021-01-25,TRUE,yes,log-normal,0.89,0.05,3,2021-01-23,2021-01-25,Germany,case,,4
215393,2021-01-25,TRUE,yes,log-normal,0.89,0.06,4,2021-01-30,2021-01-25,Germany,case,,4
215393,2021-01-25,TRUE,yes,log-normal,0.89,0.07,5,2021-02-06,2021-01-25,Germany,case,,4
215393,2021-01-25,TRUE,yes,log-normal,0.89,0.08,6,2021-02-13,2021-01-25,Germany,case,,4
215393,2021-01-25,TRUE,yes,log-normal,0.89,0.09,7,2021-02-20,2021-01-25,Germany,case,,4
215393,2021-01-25,TRUE,yes,log-normal,1.06,0.05,1,2021-01-09,2021-01-25,Germany,death,59.1321597099304,4
215393,2021-01-25,TRUE,yes,log-normal,1.06,0.06,2,2021-01-16,2021-01-25,Germany,death,59.1321597099304,4
215393,2021-01-25,TRUE,yes,log-normal,1.06,0.07,3,2021-01-23,2021-01-25,Germany,death,59.1321597099304,4
215393,2021-01-25,TRUE,yes,log-normal,1.06,0.08,4,2021-01-30,2021-01-25,Germany,death,59.1321597099304,4
215393,2021-01-25,TRUE,yes,log-normal,1.06,0.09,5,2021-02-06,2021-01-25,Germany,death,59.1321597099304,4
215393,2021-01-25,TRUE,yes,log-normal,1.06,0.1,6,2021-02-13,2021-01-25,Germany,death,59.1321597099304,4
215393,2021-01-25,TRUE,yes,log-normal,1.06,0.11,7,2021-02-20,2021-01-25,Germany,death,59.1321597099304,4
215393,2021-01-25,TRUE,yes,log-normal,0.96,0.02,1,2021-01-09,2021-01-25,Poland,case,26.3672151565552,4
215393,2021-01-25,TRUE,yes,log-normal,0.9,0.03,2,2021-01-16,2021-01-25,Poland,case,26.3672151565552,4
215393,2021-01-25,TRUE,yes,log-normal,0.9,0.04,3,2021-01-23,2021-01-25,Poland,case,26.3672151565552,4
215393,2021-01-25,TRUE,yes,log-normal,0.9,0.05,4,2021-01-30,2021-01-25,Poland,case,26.3672151565552,4
215393,2021-01-25,TRUE,yes,log-normal,0.9,0.06,5,2021-02-06,2021-01-25,Poland,case,26.3672151565552,4
215393,2021-01-25,TRUE,yes,log-normal,0.9,0.07,6,2021-02-13,2021-01-25,Poland,case,26.3672151565552,4
215393,2021-01-25,TRUE,yes,log-normal,0.9,0.08,7,2021-02-20,2021-01-25,Poland,case,26.3672151565552,4
215393,2021-01-25,TRUE,yes,log-normal,1.11,0.02,1,2021-01-09,2021-01-25,Poland,death,26.3383402824402,4
215393,2021-01-25,TRUE,yes,log-normal,1.11,0.03,2,2021-01-16,2021-01-25,Poland,death,26.3383402824402,4
215393,2021-01-25,TRUE,yes,log-normal,1.11,0.04,3,2021-01-23,2021-01-25,Poland,death,26.3383402824402,4
215393,2021-01-25,TRUE,yes,log-normal,1.11,0.05,4,2021-01-30,2021-01-25,Poland,death,26.3383402824402,4
215393,2021-01-25,TRUE,yes,log-normal,1.11,0.06,5,2021-02-06,2021-01-25,Poland,death,26.3383402824402,4
215393,2021-01-25,TRUE,yes,log-normal,1.11,0.07,6,2021-02-13,2021-01-25,Poland,death,26.3383402824402,4
215393,2021-01-25,TRUE,yes,log-normal,1.11,0.08,7,2021-02-20,2021-01-25,Poland,death,26.3383402824402,4
860201,2021-01-26,TRUE,anonymous,log-normal,0.97,0.04,1,2021-01-09,2021-01-25,Germany,case,,4
860201,2021-01-26,TRUE,anonymous,log-normal,0.86,0.05,2,2021-01-16,2021-01-25,Germany,case,,4
860201,2021-01-26,TRUE,anonymous,log-normal,0.82,0.06,3,2021-01-23,2021-01-25,Germany,case,,4
860201,2021-01-26,TRUE,anonymous,log-normal,0.83,0.07,4,2021-01-30,2021-01-25,Germany,case,,4
860201,2021-01-26,TRUE,anonymous,log-normal,0.76,0.08,5,2021-02-06,2021-01-25,Germany,case,,4
860201,2021-01-26,TRUE,anonymous,log-normal,0.75,0.09,6,2021-02-13,2021-01-25,Germany,case,,4
860201,2021-01-26,TRUE,anonymous,log-normal,0.73,0.1,7,2021-02-20,2021-01-25,Germany,case,,4
996366,2021-01-26,TRUE,yes,log-normal,0.97,0.04,1,2021-01-09,2021-01-25,Germany,case,,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.05,2,2021-01-16,2021-01-25,Germany,case,,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.07,3,2021-01-23,2021-01-25,Germany,case,,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.08,4,2021-01-30,2021-01-25,Germany,case,,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.09,5,2021-02-06,2021-01-25,Germany,case,,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.1,6,2021-02-13,2021-01-25,Germany,case,,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.11,7,2021-02-20,2021-01-25,Germany,case,,4
996366,2021-01-26,TRUE,yes,log-normal,0.97,0.04,1,2021-01-09,2021-01-25,Germany,case,542.32576751709,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.05,2,2021-01-16,2021-01-25,Germany,case,542.32576751709,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.07,3,2021-01-23,2021-01-25,Germany,case,542.32576751709,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.08,4,2021-01-30,2021-01-25,Germany,case,542.32576751709,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.09,5,2021-02-06,2021-01-25,Germany,case,542.32576751709,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.1,6,2021-02-13,2021-01-25,Germany,case,542.32576751709,4
996366,2021-01-26,TRUE,yes,log-normal,0.89,0.11,7,2021-02-20,2021-01-25,Germany,case,542.32576751709,4
996366,2021-01-26,TRUE,yes,log-normal,1.06,0.04,1,2021-01-09,2021-01-25,Germany,death,81.6507301330566,4
996366,2021-01-26,TRUE,yes,log-normal,1.03,0.06,2,2021-01-16,2021-01-25,Germany,death,81.6507301330566,4
996366,2021-01-26,TRUE,yes,log-normal,1,0.07,3,2021-01-23,2021-01-25,Germany,death,81.6507301330566,4
996366,2021-01-26,TRUE,yes,log-normal,0.98,0.08,4,2021-01-30,2021-01-25,Germany,death,81.6507301330566,4
996366,2021-01-26,TRUE,yes,log-normal,0.98,0.09,5,2021-02-06,2021-01-25,Germany,death,81.6507301330566,4
996366,2021-01-26,TRUE,yes,log-normal,0.96,0.1,6,2021-02-13,2021-01-25,Germany,death,81.6507301330566,4
996366,2021-01-26,TRUE,yes,log-normal,0.93,0.11,7,2021-02-20,2021-01-25,Germany,death,81.6507301330566,4
996366,2021-01-26,TRUE,yes,normal,0.93,0.04,1,2021-01-09,2021-01-25,Poland,case,4416.56770706177,4
996366,2021-01-26,TRUE,yes,normal,0.87,0.05,2,2021-01-16,2021-01-25,Poland,case,4416.56770706177,4
996366,2021-01-26,TRUE,yes,normal,0.87,0.06,3,2021-01-23,2021-01-25,Poland,case,4416.56770706177,4
996366,2021-01-26,TRUE,yes,normal,0.87,0.07,4,2021-01-30,2021-01-25,Poland,case,4416.56770706177,4
996366,2021-01-26,TRUE,yes,normal,0.87,0.08,5,2021-02-06,2021-01-25,Poland,case,4416.56770706177,4
996366,2021-01-26,TRUE,yes,normal,0.87,0.09,6,2021-02-13,2021-01-25,Poland,case,4416.56770706177,4
996366,2021-01-26,TRUE,yes,normal,0.87,0.1,7,2021-02-20,2021-01-25,Poland,case,4416.56770706177,4
996366,2021-01-26,TRUE,yes,normal,1,0.04,1,2021-01-09,2021-01-25,Poland,death,44.3039155006409,4
996366,2021-01-26,TRUE,yes,normal,0.98,0.05,2,2021-01-16,2021-01-25,Poland,death,44.3039155006409,4
996366,2021-01-26,TRUE,yes,normal,0.98,0.06,3,2021-01-23,2021-01-25,Poland,death,44.3039155006409,4
996366,2021-01-26,TRUE,yes,normal,0.98,0.07,4,2021-01-30,2021-01-25,Poland,death,44.3039155006409,4
996366,2021-01-26,TRUE,yes,normal,0.98,0.08,5,2021-02-06,2021-01-25,Poland,death,44.3039155006409,4
996366,2021-01-26,TRUE,yes,normal,0.98,0.09,6,2021-02-13,2021-01-25,Poland,death,44.3039155006409,4
996366,2021-01-26,TRUE,yes,normal,0.98,0.1,7,2021-02-20,2021-01-25,Poland,death,44.3039155006409,4
515822,2021-01-26,TRUE,yes,normal,0.95,0.01,1,2021-01-09,2021-01-25,Germany,case,,4
515822,2021-01-26,TRUE,yes,normal,0.9,0.02,2,2021-01-16,2021-01-25,Germany,case,,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.03,3,2021-01-23,2021-01-25,Germany,case,,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.04,4,2021-01-30,2021-01-25,Germany,case,,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.05,5,2021-02-06,2021-01-25,Germany,case,,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.06,6,2021-02-13,2021-01-25,Germany,case,,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.07,7,2021-02-20,2021-01-25,Germany,case,,4
515822,2021-01-26,TRUE,yes,normal,0.96,0.01,1,2021-01-09,2021-01-25,Germany,case,873.590909481049,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.02,2,2021-01-16,2021-01-25,Germany,case,873.590909481049,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.03,3,2021-01-23,2021-01-25,Germany,case,873.590909481049,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.04,4,2021-01-30,2021-01-25,Germany,case,873.590909481049,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.05,5,2021-02-06,2021-01-25,Germany,case,873.590909481049,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.06,6,2021-02-13,2021-01-25,Germany,case,873.590909481049,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.07,7,2021-02-20,2021-01-25,Germany,case,873.590909481049,4
515822,2021-01-26,TRUE,yes,normal,0.99,0.01,1,2021-01-09,2021-01-25,Germany,death,59.4238896369934,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.02,2,2021-01-16,2021-01-25,Germany,death,59.4238896369934,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.03,3,2021-01-23,2021-01-25,Germany,death,59.4238896369934,4
515822,2021-01-26,TRUE,yes,normal,0.91,0.04,4,2021-01-30,2021-01-25,Germany,death,59.4238896369934,4
