region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Poland,83470 (34120 -- 201111),83470,95817,59255,34120,60475,74272,93130,112717,201111,New confirmed cases by infection date,Increasing
Germany,38416 (13547 -- 85819),38416,42783,23532,13547,26642,33503,44122,54687,85819,New confirmed cases by infection date,Likely increasing
Germany,1.2 (0.8 -- 1.4),1.2,1.2,0.2,0.8,1.1,1.1,1.2,1.3,1.4,Effective reproduction no.,Likely increasing
Poland,1.2 (0.9 -- 1.5),1.2,1.2,0.2,0.9,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Increasing
