region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-31,estimate,0.026,0.027,0.026,0.022,0.03,0.013,0.036,-0.014,0.068
Germany,2020-09-01,estimate,0.029,0.033,0.027,0.02,0.028,0.015,0.039,-0.006,0.078
Germany,2020-09-02,estimate,0.033,0.038,0.028,0.021,0.029,0.017,0.043,-0.002,0.086
Germany,2020-09-03,estimate,0.037,0.043,0.029,0.021,0.03,0.018,0.046,0.003,0.094
Germany,2020-09-04,estimate,0.042,0.048,0.031,0.022,0.032,0.018,0.049,0.005,0.098
Germany,2020-09-05,estimate,0.046,0.053,0.032,0.023,0.033,0.019,0.053,0.008,0.104
Germany,2020-09-06,estimate,0.05,0.056,0.034,0.023,0.035,0.019,0.056,0.012,0.11
Germany,2020-09-07,estimate,0.053,0.06,0.035,0.023,0.036,0.019,0.058,0.014,0.115
Germany,2020-09-08,estimate,0.056,0.062,0.036,0.023,0.036,0.022,0.063,0.013,0.117
Germany,2020-09-09,estimate,0.057,0.064,0.037,0.023,0.036,0.022,0.063,0.015,0.121
Germany,2020-09-10,estimate,0.058,0.064,0.037,0.025,0.039,0.022,0.064,0.015,0.122
Germany,2020-09-11,estimate,0.058,0.064,0.037,0.026,0.04,0.026,0.068,0.014,0.121
Germany,2020-09-12,estimate,0.056,0.063,0.037,0.026,0.04,0.022,0.063,0.015,0.12
Germany,2020-09-13,estimate,0.055,0.061,0.036,0.026,0.04,0.022,0.061,0.013,0.117
Germany,2020-09-14,estimate,0.052,0.059,0.034,0.026,0.039,0.023,0.06,0.014,0.115
Germany,2020-09-15,estimate,0.049,0.055,0.033,0.033,0.046,0.026,0.061,0.013,0.111
Germany,2020-09-16,estimate,0.046,0.051,0.031,0.03,0.042,0.025,0.058,0.008,0.102
Germany,2020-09-17,estimate,0.043,0.047,0.029,0.027,0.039,0.021,0.052,0.005,0.095
Germany,2020-09-18,estimate,0.039,0.042,0.028,0.027,0.038,0.021,0.051,0,0.089
Germany,2020-09-19,estimate,0.035,0.037,0.027,0.027,0.037,0.022,0.051,-0.003,0.085
Germany,2020-09-20,estimate,0.031,0.032,0.027,0.021,0.032,0.016,0.046,-0.012,0.078
Germany,2020-09-21,estimate,0.028,0.026,0.029,0.025,0.036,0.015,0.046,-0.018,0.074
Germany,2020-09-22,estimate,0.025,0.021,0.031,0.024,0.035,0.012,0.045,-0.028,0.072
Germany,2020-09-23,estimate,0.022,0.017,0.034,0.021,0.033,0.006,0.042,-0.041,0.068
Germany,2020-09-24,estimate,0.019,0.012,0.037,0.02,0.033,0.004,0.044,-0.046,0.073
Germany,2020-09-25,estimate based on partial data,0.016,0.008,0.041,0.02,0.034,0.002,0.046,-0.06,0.07
Germany,2020-09-26,estimate based on partial data,0.014,0.004,0.045,0.02,0.036,0.001,0.049,-0.072,0.069
Germany,2020-09-27,estimate based on partial data,0.012,0.001,0.049,0.02,0.036,-0.004,0.048,-0.08,0.072
Germany,2020-09-28,estimate based on partial data,0.01,-0.002,0.053,0.018,0.036,-0.007,0.05,-0.088,0.076
Germany,2020-09-29,estimate based on partial data,0.009,-0.004,0.057,0.018,0.037,-0.01,0.051,-0.094,0.083
Germany,2020-09-30,estimate based on partial data,0.008,-0.006,0.061,0.018,0.037,-0.015,0.05,-0.102,0.089
Germany,2020-10-01,estimate based on partial data,0.008,-0.007,0.066,0.017,0.038,-0.02,0.049,-0.12,0.088
Germany,2020-10-02,estimate based on partial data,0.008,-0.008,0.07,0.019,0.041,-0.023,0.05,-0.125,0.098
Germany,2020-10-03,estimate based on partial data,0.008,-0.009,0.074,0.016,0.038,-0.025,0.051,-0.139,0.1
Germany,2020-10-04,estimate based on partial data,0.007,-0.009,0.079,0.014,0.036,-0.029,0.05,-0.148,0.106
Germany,2020-10-05,estimate based on partial data,0.007,-0.009,0.084,0.012,0.036,-0.033,0.051,-0.159,0.111
Germany,2020-10-06,estimate based on partial data,0.007,-0.009,0.089,0.013,0.037,-0.026,0.061,-0.161,0.127
Germany,2020-10-07,estimate based on partial data,0.007,-0.008,0.095,0.014,0.04,-0.026,0.064,-0.174,0.131
Germany,2020-10-08,estimate based on partial data,0.008,-0.007,0.101,0.013,0.04,-0.024,0.07,-0.182,0.14
Germany,2020-10-09,estimate based on partial data,0.009,-0.006,0.107,0.01,0.038,-0.026,0.073,-0.198,0.14
Germany,2020-10-10,estimate based on partial data,0.009,-0.005,0.114,0.011,0.04,-0.039,0.064,-0.214,0.14
Germany,2020-10-11,estimate based on partial data,0.009,-0.003,0.122,0.011,0.041,-0.044,0.064,-0.221,0.148
Germany,2020-10-12,estimate based on partial data,0.009,-0.002,0.129,0.008,0.039,-0.053,0.06,-0.208,0.18
