region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-31,estimate,1,1,1,0,0,0,1,0,3
Germany,2020-09-01,estimate,4,4,3,1,2,1,4,0,9
Germany,2020-09-02,estimate,6,7,5,3,4,1,6,0,13
Germany,2020-09-03,estimate,5,6,4,2,3,1,5,0,12
Germany,2020-09-04,estimate,3,4,3,0,1,0,3,0,8
Germany,2020-09-05,estimate,4,5,4,1,2,1,4,0,9
Germany,2020-09-06,estimate,2,2,2,1,1,0,2,0,5
Germany,2020-09-07,estimate,1,1,1,0,0,0,1,0,3
Germany,2020-09-08,estimate,4,5,4,1,2,2,5,0,10
Germany,2020-09-09,estimate,7,8,5,1,3,2,7,0,14
Germany,2020-09-10,estimate,6,7,5,3,4,1,6,0,13
Germany,2020-09-11,estimate,4,4,3,1,2,1,4,0,9
Germany,2020-09-12,estimate,4,5,4,2,3,0,4,0,10
Germany,2020-09-13,estimate,2,3,2,1,1,0,2,0,6
Germany,2020-09-14,estimate,1,2,2,0,0,0,1,0,4
Germany,2020-09-15,estimate,5,6,4,2,3,1,5,0,11
Germany,2020-09-16,estimate,8,9,7,3,5,3,9,0,18
Germany,2020-09-17,estimate,7,8,6,2,4,2,8,0,16
Germany,2020-09-18,estimate,5,6,4,2,3,2,6,0,12
Germany,2020-09-19,estimate,6,7,5,1,3,1,6,0,13
Germany,2020-09-20,estimate,3,4,3,0,1,0,3,0,8
Germany,2020-09-21,estimate,2,2,2,0,0,0,2,0,5
Germany,2020-09-22,estimate,7,8,6,2,4,1,7,0,16
Germany,2020-09-23,estimate,11,13,9,4,7,3,12,1,24
Germany,2020-09-24,estimate,10,12,8,3,6,3,11,0,22
Germany,2020-09-25,estimate based on partial data,7,8,6,2,4,1,7,0,16
Germany,2020-09-26,estimate based on partial data,8,10,7,4,6,1,8,0,18
Germany,2020-09-27,estimate based on partial data,5,5,4,1,2,1,5,0,11
Germany,2020-09-28,estimate based on partial data,2,3,3,1,1,0,2,0,6
Germany,2020-09-29,estimate based on partial data,10,11,8,2,5,2,10,0,21
Germany,2020-09-30,estimate based on partial data,15,17,11,6,10,4,16,1,32
Germany,2020-10-01,estimate based on partial data,13,15,10,7,10,4,14,1,28
Germany,2020-10-02,estimate based on partial data,9,11,7,4,6,3,10,1,20
Germany,2020-10-03,estimate based on partial data,10,12,8,3,6,3,11,0,22
Germany,2020-10-04,estimate based on partial data,6,7,5,3,4,1,6,0,13
Germany,2020-10-05,estimate based on partial data,3,4,3,0,1,0,3,0,7
Germany,2020-10-06,estimate based on partial data,11,13,9,4,7,3,12,1,25
Germany,2020-10-07,estimate based on partial data,17,20,13,13,17,6,19,2,37
Germany,2020-10-08,estimate based on partial data,15,18,12,7,11,5,17,1,33
Germany,2020-10-09,estimate based on partial data,10,12,8,3,6,2,10,0,22
Germany,2020-10-10,estimate based on partial data,12,14,10,5,8,4,13,0,25
Germany,2020-10-11,estimate based on partial data,6,7,6,1,3,1,6,0,15
Germany,2020-10-12,estimate based on partial data,3,4,4,0,1,0,3,0,8
Germany,2020-10-13,forecast,12,15,11,6,9,3,13,0,28
Germany,2020-10-14,forecast,18,23,18,8,13,5,20,0,43
Germany,2020-10-15,forecast,16,20,17,4,9,4,17,0,39
Germany,2020-10-16,forecast,11,14,13,3,6,1,11,0,28
Germany,2020-10-17,forecast,12,17,19,4,7,1,12,0,34
Germany,2020-10-18,forecast,6,10,17,1,3,0,6,0,19
Germany,2020-10-19,forecast,3,6,22,0,1,0,3,0,11
Germany,2020-10-20,forecast,12,32,387,1,5,0,12,0,42
Germany,2020-10-21,forecast,19,58,718,3,9,2,20,0,70
Germany,2020-10-22,forecast,16,87,1841,2,7,0,16,0,61
Germany,2020-10-23,forecast,11,112,3189,2,5,0,11,0,46
Germany,2020-10-24,forecast,12,269,11601,0,4,0,12,0,54
Germany,2020-10-25,forecast,6,375,12994,0,2,0,6,0,31
