region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-31,estimate,1.1,1.1,0.1,1.08,1.11,1.05,1.13,0.95,1.25
Germany,2020-09-01,estimate,1.11,1.12,0.1,1.07,1.1,1.05,1.14,0.97,1.29
Germany,2020-09-02,estimate,1.12,1.14,0.11,1.08,1.11,1.06,1.16,0.99,1.33
Germany,2020-09-03,estimate,1.14,1.16,0.11,1.08,1.11,1.07,1.17,1.01,1.36
Germany,2020-09-04,estimate,1.15,1.18,0.12,1.08,1.11,1.07,1.18,1.02,1.37
Germany,2020-09-05,estimate,1.17,1.2,0.12,1.09,1.12,1.07,1.19,1.03,1.4
Germany,2020-09-06,estimate,1.19,1.21,0.13,1.09,1.13,1.07,1.21,1.04,1.42
Germany,2020-09-07,estimate,1.2,1.23,0.14,1.09,1.13,1.07,1.22,1.04,1.43
Germany,2020-09-08,estimate,1.21,1.23,0.14,1.09,1.14,1.08,1.24,1.05,1.45
Germany,2020-09-09,estimate,1.22,1.24,0.14,1.08,1.13,1.08,1.24,1.05,1.46
Germany,2020-09-10,estimate,1.22,1.24,0.15,1.09,1.15,1.08,1.24,1.04,1.46
Germany,2020-09-11,estimate,1.22,1.24,0.15,1.1,1.15,1.09,1.25,1.05,1.46
Germany,2020-09-12,estimate,1.21,1.24,0.14,1.1,1.15,1.08,1.23,1.05,1.45
Germany,2020-09-13,estimate,1.2,1.23,0.14,1.1,1.15,1.08,1.23,1.05,1.45
Germany,2020-09-14,estimate,1.19,1.22,0.13,1.09,1.14,1.08,1.22,1.04,1.43
Germany,2020-09-15,estimate,1.18,1.21,0.13,1.12,1.17,1.08,1.21,1.03,1.41
Germany,2020-09-16,estimate,1.17,1.19,0.12,1.1,1.15,1.09,1.22,1.03,1.39
Germany,2020-09-17,estimate,1.16,1.18,0.11,1.1,1.14,1.07,1.19,1,1.35
Germany,2020-09-18,estimate,1.15,1.16,0.11,1.09,1.13,1.07,1.19,1,1.34
Germany,2020-09-19,estimate,1.13,1.14,0.1,1.1,1.13,1.08,1.19,0.99,1.33
Germany,2020-09-20,estimate,1.12,1.12,0.1,1.08,1.12,1.05,1.16,0.95,1.28
Germany,2020-09-21,estimate,1.1,1.1,0.11,1.09,1.13,1.05,1.16,0.94,1.28
Germany,2020-09-22,estimate,1.09,1.08,0.11,1.08,1.13,1.04,1.16,0.89,1.26
Germany,2020-09-23,estimate,1.08,1.06,0.12,1.08,1.12,1.02,1.16,0.87,1.27
Germany,2020-09-24,estimate,1.07,1.05,0.13,1.08,1.13,1.01,1.16,0.84,1.28
Germany,2020-09-25,estimate based on partial data,1.06,1.03,0.15,1.07,1.13,1.01,1.17,0.77,1.25
Germany,2020-09-26,estimate based on partial data,1.05,1.02,0.16,1.08,1.13,1,1.18,0.75,1.26
Germany,2020-09-27,estimate based on partial data,1.04,1.01,0.17,1.07,1.13,0.98,1.18,0.71,1.26
Germany,2020-09-28,estimate based on partial data,1.04,1,0.19,1.08,1.14,0.97,1.18,0.69,1.28
Germany,2020-09-29,estimate based on partial data,1.03,0.99,0.2,1.07,1.14,0.96,1.19,0.68,1.32
Germany,2020-09-30,estimate based on partial data,1.03,0.99,0.21,1.07,1.14,0.95,1.19,0.64,1.32
Germany,2020-10-01,estimate based on partial data,1.03,0.98,0.23,1.06,1.14,0.92,1.17,0.59,1.33
Germany,2020-10-02,estimate based on partial data,1.03,0.98,0.24,1.06,1.14,0.91,1.18,0.57,1.36
Germany,2020-10-03,estimate based on partial data,1.03,0.98,0.26,1.06,1.14,0.91,1.18,0.52,1.37
Germany,2020-10-04,estimate based on partial data,1.03,0.98,0.27,1.05,1.14,0.89,1.18,0.5,1.4
Germany,2020-10-05,estimate based on partial data,1.02,0.98,0.29,1.04,1.13,0.88,1.18,0.45,1.41
Germany,2020-10-06,estimate based on partial data,1.03,0.98,0.31,1.05,1.15,0.88,1.19,0.41,1.43
Germany,2020-10-07,estimate based on partial data,1.03,0.99,0.34,1.06,1.15,0.88,1.21,0.38,1.45
Germany,2020-10-08,estimate based on partial data,1.03,0.99,0.36,1.05,1.15,0.87,1.22,0.37,1.49
Germany,2020-10-09,estimate based on partial data,1.03,1,0.39,1.04,1.14,0.85,1.22,0.32,1.49
Germany,2020-10-10,estimate based on partial data,1.03,1.01,0.43,1.04,1.15,0.85,1.23,0.27,1.49
Germany,2020-10-11,estimate based on partial data,1.03,1.02,0.46,1.04,1.15,0.84,1.24,0.21,1.48
Germany,2020-10-12,estimate based on partial data,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-13,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-14,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-15,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-16,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-17,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-18,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-19,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-20,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-21,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-22,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-23,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-24,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-25,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-26,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-27,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-28,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-29,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-30,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-10-31,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-01,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-02,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-03,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-04,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-05,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-06,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-07,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-08,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-09,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-10,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Germany,2020-11-11,forecast,1.03,1.02,0.51,1.03,1.14,0.81,1.22,0.21,1.53
Poland,2020-08-31,estimate,1.06,1.06,0.06,1.05,1.08,1.03,1.09,0.96,1.16
Poland,2020-09-01,estimate,1.07,1.07,0.07,1.07,1.09,1.03,1.11,0.95,1.16
Poland,2020-09-02,estimate,1.08,1.08,0.07,1.07,1.09,1.05,1.12,0.96,1.18
Poland,2020-09-03,estimate,1.09,1.09,0.07,1.07,1.1,1.04,1.12,0.98,1.2
Poland,2020-09-04,estimate,1.1,1.1,0.07,1.08,1.1,1.05,1.13,0.98,1.21
Poland,2020-09-05,estimate,1.11,1.11,0.07,1.1,1.12,1.07,1.15,0.99,1.22
Poland,2020-09-06,estimate,1.12,1.12,0.07,1.11,1.14,1.07,1.15,1.01,1.24
Poland,2020-09-07,estimate,1.13,1.13,0.07,1.11,1.14,1.09,1.17,1.03,1.26
Poland,2020-09-08,estimate,1.14,1.15,0.07,1.12,1.15,1.1,1.18,1.04,1.26
Poland,2020-09-09,estimate,1.15,1.16,0.07,1.13,1.16,1.11,1.19,1.05,1.27
Poland,2020-09-10,estimate,1.16,1.17,0.07,1.14,1.17,1.12,1.2,1.06,1.28
Poland,2020-09-11,estimate,1.17,1.18,0.07,1.15,1.18,1.13,1.21,1.07,1.29
Poland,2020-09-12,estimate,1.18,1.19,0.07,1.16,1.19,1.14,1.22,1.08,1.31
Poland,2020-09-13,estimate,1.19,1.2,0.07,1.16,1.19,1.15,1.24,1.09,1.32
Poland,2020-09-14,estimate,1.2,1.21,0.07,1.19,1.22,1.15,1.24,1.1,1.33
Poland,2020-09-15,estimate,1.22,1.22,0.07,1.21,1.24,1.17,1.25,1.1,1.34
Poland,2020-09-16,estimate,1.22,1.23,0.07,1.21,1.24,1.18,1.27,1.11,1.35
Poland,2020-09-17,estimate,1.24,1.24,0.07,1.22,1.25,1.19,1.27,1.11,1.35
Poland,2020-09-18,estimate,1.24,1.25,0.08,1.23,1.27,1.19,1.28,1.11,1.36
Poland,2020-09-19,estimate,1.25,1.26,0.08,1.24,1.27,1.21,1.3,1.14,1.38
