region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Poland,83931 (30348 -- 168620),83931,91316,62851,30348,58700,73645,93760,112141,168620,New confirmed cases by infection date,Likely increasing
Germany,35614 (12665 -- 81862),35614,41284,39047,12665,25006,31336,40287,50312,81862,New confirmed cases by infection date,Likely increasing
Poland,1.2 (0.9 -- 1.3),1.2,1.1,0.2,0.9,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Likely increasing
Germany,1.1 (0.8 -- 1.4),1.1,1.1,0.2,0.8,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing
