region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-30,estimate,0.04,Inf,,-0.001,0.019,-0.008,0.061,-0.226,1.091
Germany,2020-08-31,estimate,0.036,Inf,,0.003,0.023,-0.012,0.056,-0.173,0.974
Germany,2020-09-01,estimate,0.033,Inf,,0.001,0.021,-0.014,0.053,-0.163,0.875
Germany,2020-09-02,estimate,0.031,Inf,,-0.003,0.016,-0.017,0.05,-0.181,0.775
Germany,2020-09-03,estimate,0.03,Inf,,-0.002,0.017,-0.02,0.047,-0.226,0.65
Germany,2020-09-04,estimate,0.028,Inf,,-0.002,0.017,-0.021,0.047,-0.19,0.627
Germany,2020-09-05,estimate,0.027,Inf,,-0.003,0.017,-0.015,0.053,-0.191,0.61
Germany,2020-09-06,estimate,0.027,Inf,,-0.002,0.018,-0.014,0.053,-0.187,0.596
Germany,2020-09-07,estimate,0.026,Inf,,-0.004,0.016,-0.021,0.047,-0.19,0.586
Germany,2020-09-08,estimate,0.026,Inf,,-0.004,0.015,-0.018,0.05,-0.161,0.609
Germany,2020-09-09,estimate,0.027,Inf,,-0.004,0.016,-0.021,0.048,-0.159,0.603
Germany,2020-09-10,estimate,0.027,Inf,,-0.005,0.016,-0.02,0.049,-0.194,0.578
Germany,2020-09-11,estimate,0.028,Inf,,-0.002,0.019,-0.018,0.054,-0.193,0.6
Germany,2020-09-12,estimate,0.029,Inf,,-0.002,0.019,-0.017,0.056,-0.191,0.626
Germany,2020-09-13,estimate,0.029,Inf,,-0.005,0.016,-0.016,0.058,-0.185,0.663
Germany,2020-09-14,estimate,0.03,Inf,,-0.004,0.018,-0.022,0.053,-0.189,0.702
Germany,2020-09-15,estimate,0.031,Inf,,-0.004,0.017,-0.02,0.055,-0.198,0.727
Germany,2020-09-16,estimate,0.032,Inf,,-0.003,0.019,-0.016,0.06,-0.172,0.783
Germany,2020-09-17,estimate,0.033,Inf,,-0.004,0.018,-0.017,0.059,-0.215,0.757
Germany,2020-09-18,estimate,0.034,Inf,,-0.004,0.019,-0.02,0.057,-0.225,0.787
Germany,2020-09-19,estimate,0.035,Inf,,-0.003,0.02,-0.022,0.056,-0.209,0.8
Germany,2020-09-20,estimate,0.035,Inf,,0,0.023,-0.02,0.058,-0.255,0.811
Germany,2020-09-21,estimate,0.036,Inf,,-0.003,0.02,-0.019,0.059,-0.194,0.938
Germany,2020-09-22,estimate,0.037,Inf,,-0.002,0.022,-0.02,0.059,-0.195,0.937
Germany,2020-09-23,estimate,0.037,Inf,,-0.004,0.02,-0.025,0.056,-0.252,0.909
Germany,2020-09-24,estimate,0.037,Inf,,-0.001,0.024,-0.015,0.065,-0.199,1.059
Germany,2020-09-25,estimate,0.037,Inf,,-0.004,0.021,-0.02,0.061,-0.192,1.128
Germany,2020-09-26,estimate,0.038,Inf,,-0.005,0.019,-0.022,0.06,-0.239,1.117
Germany,2020-09-27,estimate,0.038,Inf,,-0.003,0.021,-0.025,0.057,-0.179,1.223
Germany,2020-09-28,estimate,0.038,Inf,,-0.002,0.022,-0.024,0.057,-0.179,1.261
Germany,2020-09-29,estimate,0.038,Inf,,-0.004,0.02,-0.023,0.059,-0.179,1.31
Germany,2020-09-30,estimate,0.038,Inf,,-0.005,0.019,-0.024,0.059,-0.226,1.302
Germany,2020-10-01,estimate based on partial data,0.04,Inf,,-0.005,0.02,-0.023,0.061,-0.18,1.444
Germany,2020-10-02,estimate based on partial data,0.04,Inf,,-0.004,0.021,-0.019,0.066,-0.207,1.483
Germany,2020-10-03,estimate based on partial data,0.04,Inf,,-0.002,0.022,-0.025,0.061,-0.193,1.541
