region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Germany,2020-08-30,estimate,1510,1513,90,1482,1523,1462,1569,1371,1643
Germany,2020-08-31,estimate,1535,1538,97,1522,1564,1486,1598,1396,1681
Germany,2020-09-01,estimate,1560,1563,104,1518,1562,1502,1618,1416,1715
Germany,2020-09-02,estimate,1585,1589,113,1535,1580,1513,1635,1436,1748
Germany,2020-09-03,estimate,1612,1616,123,1560,1607,1541,1668,1456,1784
Germany,2020-09-04,estimate,1638,1643,135,1619,1668,1559,1692,1467,1809
Germany,2020-09-05,estimate,1665,1671,149,1629,1680,1584,1724,1481,1840
Germany,2020-09-06,estimate,1693,1699,165,1655,1708,1608,1754,1504,1881
Germany,2020-09-07,estimate,1721,1728,186,1680,1736,1634,1787,1523,1918
Germany,2020-09-08,estimate,1749,1758,211,1707,1766,1658,1817,1545,1958
Germany,2020-09-09,estimate,1778,1788,242,1722,1783,1683,1850,1563,1996
Germany,2020-09-10,estimate,1808,1819,282,1748,1812,1714,1889,1582,2037
Germany,2020-09-11,estimate,1838,1851,333,1772,1840,1737,1919,1598,2075
Germany,2020-09-12,estimate,1867,1884,398,1800,1871,1747,1937,1620,2119
Germany,2020-09-13,estimate,1899,1917,483,1856,1930,1780,1978,1650,2171
Germany,2020-09-14,estimate,1931,1952,593,1889,1966,1810,2016,1656,2203
Germany,2020-09-15,estimate,1964,1988,737,1863,1944,1825,2040,1679,2250
Germany,2020-09-16,estimate,1996,2025,926,1895,1978,1875,2098,1702,2298
Germany,2020-09-17,estimate,2029,2064,1174,1913,1999,1901,2132,1725,2349
Germany,2020-09-18,estimate,2063,2105,1500,1943,2032,1931,2172,1741,2396
Germany,2020-09-19,estimate,2098,2149,1932,1975,2067,1963,2214,1770,2455
Germany,2020-09-20,estimate,2133,2195,2505,2005,2101,1986,2247,1811,2529
Germany,2020-09-21,estimate,2168,2245,3264,2055,2155,2017,2287,1823,2571
Germany,2020-09-22,estimate,2205,2300,4274,2089,2194,2044,2325,1845,2625
Germany,2020-09-23,estimate,2243,2361,5618,2121,2229,2078,2371,1873,2688
Germany,2020-09-24,estimate,2280,2430,7406,2147,2259,2109,2413,1896,2744
Germany,2020-09-25,estimate,2319,2510,9783,2184,2300,2139,2456,1918,2800
Germany,2020-09-26,estimate,2358,2602,12941,2211,2331,2164,2493,1943,2866
Germany,2020-09-27,estimate,2398,2712,17124,2246,2370,2202,2543,1973,2939
Germany,2020-09-28,estimate,2438,2844,22652,2277,2406,2252,2606,1949,2957
Germany,2020-09-29,estimate,2479,3004,29926,2316,2449,2238,2605,1991,3041
Germany,2020-09-30,estimate,2521,3201,39455,2352,2491,2312,2691,2019,3111
Germany,2020-10-01,estimate based on partial data,2564,3445,51869,2399,2543,2350,2743,2025,3166
Germany,2020-10-02,estimate based on partial data,2607,3748,67943,2419,2568,2384,2791,2051,3238
Germany,2020-10-03,estimate based on partial data,2650,4125,88615,2451,2606,2417,2839,2060,3298
Germany,2020-10-04,estimate based on partial data,2695,4593,115004,2486,2646,2452,2890,2077,3369
Germany,2020-10-05,estimate based on partial data,2741,5174,148430,2526,2691,2490,2946,2100,3445
Germany,2020-10-06,estimate based on partial data,2786,5891,190424,2666,2837,2529,3001,2148,3551
Germany,2020-10-07,estimate based on partial data,2834,6774,242749,2715,2892,2571,3061,2178,3637
Germany,2020-10-08,estimate based on partial data,2883,7852,307403,2751,2935,2612,3119,2216,3730
Germany,2020-10-09,estimate based on partial data,2934,9162,386639,2721,2911,2619,3143,2227,3805
Germany,2020-10-10,estimate based on partial data,2982,10744,482980,2744,2941,2675,3219,2294,3928
Germany,2020-10-11,estimate based on partial data,3033,12643,599248,2782,2987,2714,3276,2281,3977
Germany,2020-10-12,forecast,3085,15107,751192,2866,3078,2744,3324,2299,4060
Germany,2020-10-13,forecast,3138,18176,941241,2872,3092,2783,3382,2306,4140
Germany,2020-10-14,forecast,3191,22004,1179206,2927,3156,2825,3445,2330,4227
Germany,2020-10-15,forecast,3246,26783,1477262,2994,3231,2863,3503,2383,4360
Germany,2020-10-16,forecast,3301,32756,1850622,3042,3287,2900,3563,2393,4446
Germany,2020-10-17,forecast,3356,40222,2318322,3081,3334,2929,3615,2408,4538
