forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration
781023,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,FALSE,anonymous,distribution,distribution,log-normal,122908,105280,149749,0.11,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,
781023,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,FALSE,anonymous,distribution,distribution,log-normal,121316,105280,149749,0.11,2,2020-12-12,zero,constant,2020-11-30T00:00:00Z,
781023,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,FALSE,anonymous,distribution,distribution,log-normal,121101,105280,149749,0.11,3,2020-12-19,zero,constant,2020-11-30T00:00:00Z,
781023,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,FALSE,anonymous,distribution,distribution,log-normal,159285,105280,149749,0.11,4,2020-12-26,zero,constant,2020-11-30T00:00:00Z,
515822,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,121691,105280,149749,0.02,1,2020-12-05,constant,constant,2020-11-30T00:00:00Z,
515822,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,117185,105280,149749,0.05,2,2020-12-12,constant,constant,2020-11-30T00:00:00Z,
515822,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,112563,105280,149749,0.075,3,2020-12-19,constant,constant,2020-11-30T00:00:00Z,
515822,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,107678,105280,149749,0.1,4,2020-12-26,constant,constant,2020-11-30T00:00:00Z,
515822,GM,Germany,incident,deaths,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,2649,1709,2535,0.05,1,2020-12-05,constant,constant,2020-11-30T00:00:00Z,1.71929678122203
515822,GM,Germany,incident,deaths,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,3179,1709,2535,0.075,2,2020-12-12,constant,constant,2020-11-30T00:00:00Z,1.71929678122203
515822,GM,Germany,incident,deaths,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,3333,1709,2535,0.1,3,2020-12-19,constant,constant,2020-11-30T00:00:00Z,1.71929678122203
515822,GM,Germany,incident,deaths,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,3206,1709,2535,0.12,4,2020-12-26,constant,constant,2020-11-30T00:00:00Z,1.71929678122203
515822,PL,Poland,incident,cases,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,122558,100329,193004,0.05,1,2020-12-05,constant,constant,2020-11-30T00:00:00Z,1.49189616044362
515822,PL,Poland,incident,cases,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,109393,100329,193004,0.075,2,2020-12-12,constant,constant,2020-11-30T00:00:00Z,1.49189616044362
515822,PL,Poland,incident,cases,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,104392,100329,193004,0.1,3,2020-12-19,constant,constant,2020-11-30T00:00:00Z,1.49189616044362
515822,PL,Poland,incident,cases,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,111609,100329,193004,0.125,4,2020-12-26,constant,constant,2020-11-30T00:00:00Z,1.49189616044362
515822,PL,Poland,incident,deaths,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,3433,2463,4785,0.05,1,2020-12-05,constant,constant,2020-11-30T00:00:00Z,2.32570872306824
515822,PL,Poland,incident,deaths,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,3294,2463,4785,0.075,2,2020-12-12,constant,constant,2020-11-30T00:00:00Z,2.32570872306824
515822,PL,Poland,incident,deaths,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,3054,2463,4785,0.1,3,2020-12-19,constant,constant,2020-11-30T00:00:00Z,2.32570872306824
515822,PL,Poland,incident,deaths,2020-11-28T00:00:00Z,48,TRUE,yes,distribution,distribution,log-normal,2707,2463,4785,0.15,4,2020-12-26,constant,constant,2020-11-30T00:00:00Z,2.32570872306824
736452,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,FALSE,yes,distribution,distribution,log-normal,125873,105280,149749,0.1,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,
736452,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,FALSE,yes,distribution,distribution,log-normal,131968,105280,149749,0.15,2,2020-12-12,zero,constant,2020-11-30T00:00:00Z,
736452,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,FALSE,yes,distribution,distribution,log-normal,140490,105280,149749,0.2,3,2020-12-19,zero,constant,2020-11-30T00:00:00Z,
736452,GM,Germany,incident,cases,2020-11-28T00:00:00Z,48,FALSE,yes,distribution,distribution,log-normal,161557,105280,149749,0.4,4,2020-12-26,zero,constant,2020-11-30T00:00:00Z,
996366,GM,Germany,incident,cases,2020-11-30T00:00:00Z,49,TRUE,yes,distribution,distribution,log-normal,123345,105280.024094239,149748.870753371,0.15,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,
996366,GM,Germany,incident,cases,2020-11-30T00:00:00Z,49,TRUE,yes,distribution,distribution,log-normal,117958,105280.024094239,149748.870753371,0.19,2,2020-12-12,zero,constant,2020-11-30T00:00:00Z,
996366,GM,Germany,incident,cases,2020-11-30T00:00:00Z,49,TRUE,yes,distribution,distribution,log-normal,108306,105280.024094239,149748.870753371,0.24,3,2020-12-19,zero,constant,2020-11-30T00:00:00Z,
996366,GM,Germany,incident,cases,2020-11-30T00:00:00Z,49,TRUE,yes,distribution,distribution,log-normal,99244,105280.024094239,149748.870753371,0.28,4,2020-12-26,zero,constant,2020-11-30T00:00:00Z,
996366,GM,Germany,incident,deaths,2020-11-30T00:00:00Z,49,TRUE,yes,distribution,distribution,log-normal,2500,1709,2535,0.16,1,2020-12-05,zero,constant,2020-11-30T00:00:00Z,2.09585951169332
