forecaster_id,location,location_name,inc,type,forecast_date,forecast_week,expert,leaderboard,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,submission_date,forecast_duration
996366,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,64825,52191,62714,0.25,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,19.0996416012446
515822,GM,Germany,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,109611,95901,171505,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,
515822,GM,Germany,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,89921,95901,171505,0.15,2,2021-01-16,constant,constant,2021-01-04T00:00:00Z,
515822,GM,Germany,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,81444,95901,171505,0.2,3,2021-01-23,constant,constant,2021-01-04T00:00:00Z,
515822,GM,Germany,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,76128,95901,171505,0.3,4,2021-01-30,constant,constant,2021-01-04T00:00:00Z,
515822,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,4812,3352,6143,0.15,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,55.0010900497437
515822,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,4537.87888316488,3352,6143,0.25,2,2021-01-16,constant,constant,2021-01-04T00:00:00Z,55.0010900497437
515822,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,4152,3352,6143,0.3,3,2021-01-23,constant,constant,2021-01-04T00:00:00Z,55.0010900497437
515822,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,3300,3352,6143,0.4,4,2021-01-30,constant,constant,2021-01-04T00:00:00Z,55.0010900497437
56953,GM,Germany,incident,cases,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,137468,95901.4988354112,171504.613626819,0.08,1,2021-01-09,zero,constant,2021-01-04T00:00:00Z,536.17324924469
56953,GM,Germany,incident,cases,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,131805,95901.4988354112,171504.613626819,0.12,2,2021-01-16,zero,constant,2021-01-04T00:00:00Z,536.17324924469
56953,GM,Germany,incident,cases,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,119947,95901.4988354112,171504.613626819,0.16,3,2021-01-23,zero,constant,2021-01-04T00:00:00Z,536.17324924469
56953,GM,Germany,incident,cases,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,100628,95901.4988354112,171504.613626819,0.2,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,536.17324924469
996366,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,normal,1910,1860,2064,150,1,2021-01-09,zero,constant,2021-01-04T00:00:00Z,1.7440447807312
996366,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,normal,1940,1860,2064,220,2,2021-01-16,zero,constant,2021-01-04T00:00:00Z,1.7440447807312
996366,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,normal,1959,1860,2064,290,3,2021-01-23,zero,constant,2021-01-04T00:00:00Z,1.7440447807312
996366,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,normal,1959,1860,2064,370,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,1.7440447807312
56953,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,4538.0440207569,3352,6143,0.08,1,2021-01-09,zero,constant,2021-01-04T00:00:00Z,59.9631633758545
56953,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,4538,3352,6143,0.12,2,2021-01-16,zero,constant,2021-01-04T00:00:00Z,59.9631633758545
56953,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,4538,3352,6143,0.16,3,2021-01-23,zero,constant,2021-01-04T00:00:00Z,59.9631633758545
56953,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,4375,3352,6143,0.2,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,59.9631633758545
515822,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,51035,52191,62714,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,86.4215831756592
515822,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,45202,52191,62714,0.15,2,2021-01-16,constant,constant,2021-01-04T00:00:00Z,86.4215831756592
515822,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,41788,52191,62714,0.2,3,2021-01-23,constant,constant,2021-01-04T00:00:00Z,86.4215831756592
515822,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,39609,52191,62714,0.25,4,2021-01-30,constant,constant,2021-01-04T00:00:00Z,86.4215831756592
515822,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,1700,1860,2064,0.1,1,2021-01-09,constant,constant,2021-01-04T00:00:00Z,49.899845123291
515822,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,1550,1860,2064,0.15,2,2021-01-16,constant,constant,2021-01-04T00:00:00Z,49.899845123291
515822,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,1446,1860,2064,0.2,3,2021-01-23,constant,constant,2021-01-04T00:00:00Z,49.899845123291
515822,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,yes,distribution,distribution,log-normal,1360,1860,2064,0.3,4,2021-01-30,constant,constant,2021-01-04T00:00:00Z,49.899845123291
56953,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,62378,52191,62714,0.08,1,2021-01-09,zero,constant,2021-01-04T00:00:00Z,98.4891052246094
56953,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,63465,52191,62714,0.12,2,2021-01-16,zero,constant,2021-01-04T00:00:00Z,98.4891052246094
56953,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,59387,52191,62714,0.16,3,2021-01-23,zero,constant,2021-01-04T00:00:00Z,98.4891052246094
56953,PL,Poland,incident,cases,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,54493,52191,62714,0.2,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,98.4891052246094
56953,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,1791,1860,2064,0.08,1,2021-01-09,zero,constant,2021-01-04T00:00:00Z,53.0640029907227
56953,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,1660,1860,2064,0.12,2,2021-01-16,zero,constant,2021-01-04T00:00:00Z,53.0640029907227
56953,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,1568,1860,2064,0.16,3,2021-01-23,zero,constant,2021-01-04T00:00:00Z,53.0640029907227
56953,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,1497,1860,2064,0.2,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,53.0640029907227
56953,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,1791,1860,2064,0.08,1,2021-01-09,zero,constant,2021-01-04T00:00:00Z,9.62754344940186
56953,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,1660,1860,2064,0.12,2,2021-01-16,zero,constant,2021-01-04T00:00:00Z,9.62754344940186
56953,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,1568,1860,2064,0.16,3,2021-01-23,zero,constant,2021-01-04T00:00:00Z,9.62754344940186
56953,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,FALSE,yes,distribution,distribution,log-normal,1497,1860,2064,0.2,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,9.62754344940186
89444,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,anonymous,distribution,distribution,log-normal,4538,3352,6143,0.18412183433201,1,2021-01-09,zero,constant,2021-01-04T00:00:00Z,
89444,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,anonymous,distribution,distribution,log-normal,4700,3352,6143,0.22,2,2021-01-16,zero,constant,2021-01-04T00:00:00Z,
89444,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,anonymous,distribution,distribution,log-normal,4720,3352,6143,0.25,3,2021-01-23,zero,constant,2021-01-04T00:00:00Z,
89444,GM,Germany,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,anonymous,distribution,distribution,log-normal,4700,3352,6143,0.3,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,
89444,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,anonymous,distribution,distribution,log-normal,1842,1860,2064,0.03,1,2021-01-09,zero,constant,2021-01-04T00:00:00Z,1.83576052188873
89444,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,anonymous,distribution,distribution,log-normal,1725,1860,2064,0.05,2,2021-01-16,zero,constant,2021-01-04T00:00:00Z,1.83576052188873
89444,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,anonymous,distribution,distribution,log-normal,1665,1860,2064,0.08,3,2021-01-23,zero,constant,2021-01-04T00:00:00Z,1.83576052188873
89444,PL,Poland,incident,deaths,2021-01-05T00:00:00Z,1,TRUE,anonymous,distribution,distribution,log-normal,1617,1860,2064,0.12,4,2021-01-30,zero,constant,2021-01-04T00:00:00Z,1.83576052188873
