region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Saarland State,797 (456 -- 1929),797,981,1194,456,632,728,877,1068,1929,New confirmed cases by infection date,Stable,0.49
Lodzkie,751 (445 -- 1393),751,809,319,445,605,689,813,926,1393,New confirmed cases by infection date,Likely decreasing,0.86
Podlaskie,742 (425 -- 1394),742,813,354,425,587,673,815,955,1394,New confirmed cases by infection date,Stable,0.49
Malopolskie,723 (382 -- 1482),723,812,445,382,557,654,795,945,1482,New confirmed cases by infection date,Likely decreasing,0.7
Lubuskie,535 (348 -- 889),535,567,177,348,448,498,574,653,889,New confirmed cases by infection date,Likely decreasing,0.84
Podkarpackie,470 (174 -- 1768),470,662,758,174,268,390,560,765,1768,New confirmed cases by infection date,Likely decreasing,0.63
Swietokrzyskie,335 (148 -- 1044),335,430,339,148,239,292,380,502,1044,New confirmed cases by infection date,Stable,0.59
Opolskie,333 (186 -- 657),333,368,174,186,267,305,366,425,657,New confirmed cases by infection date,Likely decreasing,0.77
Free Hanseatic City of Bremen,299 (186 -- 629),299,343,175,186,240,274,330,391,629,New confirmed cases by infection date,Stable,0.59
Free State of Thuringia,1.1 (0.67 -- 1.7),1.1,1.1,0.37,0.67,0.92,1,1.1,1.3,1.7,Effective reproduction no.,Likely increasing,0.37
Podlaskie,1 (0.83 -- 1.3),1,1,0.14,0.83,0.94,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.49
Saarland State,1 (0.9 -- 1.3),1,1,0.17,0.9,0.97,0.99,1,1.1,1.3,Effective reproduction no.,Stable,0.49
Mazowieckie,0.99 (0.85 -- 1.4),0.99,1,0.19,0.85,0.93,0.96,1,1.1,1.4,Effective reproduction no.,Stable,0.54
Dolnoslaskie,0.98 (0.82 -- 1.2),0.98,0.99,0.12,0.82,0.93,0.96,1,1,1.2,Effective reproduction no.,Stable,0.59
Free Hanseatic City of Bremen,0.98 (0.9 -- 1.2),0.98,1,0.1,0.9,0.96,0.97,1,1,1.2,Effective reproduction no.,Stable,0.59
Rhineland-Palatinate State,0.98 (0.89 -- 1.2),0.98,1,0.093,0.89,0.95,0.97,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.64
Lower Saxony State,0.97 (0.8 -- 1.1),0.97,0.96,0.086,0.8,0.92,0.95,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.78
Lubelskie,0.96 (0.83 -- 1.1),0.96,0.96,0.083,0.83,0.91,0.94,0.97,0.99,1.1,Effective reproduction no.,Likely decreasing,0.77
Germany,0.95 (0.76 -- 1.4),0.95,1,0.22,0.76,0.87,0.92,0.99,1.1,1.4,Effective reproduction no.,Likely decreasing,0.62
Lubuskie,0.95 (0.85 -- 1.1),0.95,0.95,0.069,0.85,0.92,0.94,0.96,0.98,1.1,Effective reproduction no.,Likely decreasing,0.84
Mecklenburg-Western Pomerania State,0.95 (0.74 -- 1.1),0.95,0.94,0.13,0.74,0.87,0.92,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.74
Swietokrzyskie,0.95 (0.68 -- 1.6),0.95,1,0.31,0.68,0.83,0.91,1,1.1,1.6,Effective reproduction no.,Stable,0.59
Hesse State,0.94 (0.81 -- 1.1),0.94,0.94,0.083,0.81,0.9,0.92,0.95,0.97,1.1,Effective reproduction no.,Likely decreasing,0.87
North Rhine-Westphalia State,0.94 (0.79 -- 1.2),0.94,0.96,0.15,0.79,0.89,0.92,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.74
Poland,0.94 (0.79 -- 1.3),0.94,0.97,0.15,0.79,0.88,0.92,0.97,1,1.3,Effective reproduction no.,Likely decreasing,0.7
Free Hanseatic City of Hamburg,0.93 (0.78 -- 1.2),0.93,0.95,0.13,0.78,0.87,0.91,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.75
Malopolskie,0.93 (0.73 -- 1.2),0.93,0.95,0.17,0.73,0.86,0.9,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.7
Slaskie,0.93 (0.74 -- 1.2),0.93,0.95,0.16,0.74,0.85,0.9,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.7
Warminsko-Mazurskie,0.93 (0.81 -- 1),0.93,0.92,0.067,0.81,0.89,0.92,0.94,0.95,1,Effective reproduction no.,Likely decreasing,0.94
Kujawsko-Pomorskie,0.92 (0.8 -- 1),0.92,0.91,0.071,0.8,0.88,0.9,0.93,0.95,1,Effective reproduction no.,Decreasing,0.95
Opolskie,0.92 (0.77 -- 1.2),0.92,0.95,0.16,0.77,0.86,0.9,0.95,0.99,1.2,Effective reproduction no.,Likely decreasing,0.77
Podkarpackie,0.92 (0.57 -- 1.7),0.92,0.98,0.39,0.57,0.71,0.86,0.98,1.1,1.7,Effective reproduction no.,Likely decreasing,0.63
Schleswig-Holstein State,0.92 (0.63 -- 1.2),0.92,0.91,0.17,0.63,0.81,0.88,0.95,1,1.2,Effective reproduction no.,Likely decreasing,0.73
Baden-Württemberg State,0.9 (0.74 -- 1.1),0.9,0.9,0.11,0.74,0.85,0.88,0.92,0.96,1.1,Effective reproduction no.,Likely decreasing,0.87
Brandenburg State,0.9 (0.67 -- 1),0.9,0.89,0.12,0.67,0.82,0.87,0.93,0.96,1,Effective reproduction no.,Likely decreasing,0.87
Free State of Bavaria,0.9 (0.77 -- 1),0.9,0.9,0.081,0.77,0.86,0.88,0.91,0.93,1,Effective reproduction no.,Likely decreasing,0.94
Pomorskie,0.9 (0.77 -- 1.1),0.9,0.92,0.11,0.77,0.85,0.88,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.83
Wielkopolskie,0.9 (0.75 -- 1.1),0.9,0.91,0.12,0.75,0.84,0.88,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.83
Lodzkie,0.89 (0.77 -- 1.1),0.89,0.91,0.11,0.77,0.84,0.87,0.92,0.95,1.1,Effective reproduction no.,Likely decreasing,0.86
Berlin State,0.87 (0.71 -- 0.98),0.87,0.87,0.088,0.71,0.82,0.86,0.89,0.92,0.98,Effective reproduction no.,Decreasing,0.97
Zachodniopomorskie,0.87 (0.72 -- 1.2),0.87,0.91,0.18,0.72,0.81,0.85,0.89,0.94,1.2,Effective reproduction no.,Likely decreasing,0.83
Free State of Thüringia,0.84 (0.6 -- 1),0.84,0.82,0.13,0.6,0.76,0.81,0.86,0.9,1,Effective reproduction no.,Decreasing,0.95
Free State of Saxony,0.81 (0.66 -- 1),0.81,0.82,0.11,0.66,0.75,0.79,0.83,0.88,1,Effective reproduction no.,Likely decreasing,0.94
Sachsen-Anhalt State,0.75 (0.5 -- 0.94),0.75,0.74,0.14,0.5,0.65,0.72,0.79,0.84,0.94,Effective reproduction no.,Decreasing,0.99
