region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Germany,23166 (11223 -- 42627),23166,24670,9932,11223,17738,21061,25464,30184,42627,New confirmed cases by infection date,Unsure
Poland,11555 (3797 -- 27477),11555,13125,7850,3797,7679,9817,13293,16705,27477,New confirmed cases by infection date,Unsure
Poland,0.63 (0.34 -- 0.89),0.63,0.63,0.17,0.34,0.51,0.59,0.68,0.75,0.89,Effective reproduction no.,Unsure
Germany,0.55 (0.36 -- 0.74),0.55,0.55,0.12,0.36,0.47,0.52,0.57,0.62,0.74,Effective reproduction no.,Unsure
