region,date,primary,secondary,mean,sd,median,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Dolnośląskie,2022-02-14,1833,3,,,,,,,,,
Dolnośląskie,2022-02-15,996,0,,,,,,,,,
Dolnośląskie,2022-02-16,1531,27,,,,,,,,,
Dolnośląskie,2022-02-17,2118,28,,,,,,,,,
Dolnośląskie,2022-02-18,2417,33,,,,,,,,,
Dolnośląskie,2022-02-19,1676,23,,,,,,,,,
Dolnośląskie,2022-02-20,1676,22,,,,,,,,,
Dolnośląskie,2022-02-21,910,2,,,,,,,,,
Dolnośląskie,2022-02-22,549,0,,,,,,,,,
Dolnośląskie,2022-02-23,1199,28,,,,,,,,,
Dolnośląskie,2022-02-24,1323,20,,,,,,,,,
Dolnośląskie,2022-02-25,1481,26,,,,,,,,,
Dolnośląskie,2022-02-26,1243,13,,,,,,,,,
Dolnośląskie,2022-02-27,947,9,,,,,,,,,
Dolnośląskie,2022-02-28,697,0,,,,,,,,,
Dolnośląskie,2022-03-01,453,0,,,,,,,,,
Dolnośląskie,2022-03-02,875,29,,,,,,,,,
Dolnośląskie,2022-03-03,1059,19,,,,,,,,,
Dolnośląskie,2022-03-04,1048,17,,,,,,,,,
Dolnośląskie,2022-03-05,989,11,,,,,,,,,
Dolnośląskie,2022-03-06,947,10,,,,,,,,,
Dolnośląskie,2022-03-07,579,0,,,,,,,,,
Dolnośląskie,2022-03-08,402,0,,,,,,,,,
Dolnośląskie,2022-03-09,821,5,,,,,,,,,
Dolnośląskie,2022-03-10,1060,16,,,,,,,,,
Dolnośląskie,2022-03-11,1031,5,,,,,,,,,
Dolnośląskie,2022-03-12,820,3,,,,,,,,,
Dolnośląskie,2022-03-13,905,6,,,,,,,,,
Dolnośląskie,2022-03-14,533,0,,,,,,,,,
Dolnośląskie,2022-03-15,385,0,,,,,,,,,
Dolnośląskie,2022-03-16,815,23,,,,,,,,,
Dolnośląskie,2022-03-17,1202,12,,,,,,,,,
Dolnośląskie,2022-03-18,962,9,,,,,,,,,
Dolnośląskie,2022-03-19,946,8,,,,,,,,,
Dolnośląskie,2022-03-20,789,7,,,,,,,,,
Dolnośląskie,2022-03-21,435,0,,,,,,,,,
Dolnośląskie,2022-03-22,317,0,,,,,,,,,
Dolnośląskie,2022-03-23,705,11,,,,,,,,,
Dolnośląskie,2022-03-24,864,12,,,,,,,,,
Dolnośląskie,2022-03-25,782,5,,,,,,,,,
Dolnośląskie,2022-03-26,701,3,,,,,,,,,
Dolnośląskie,2022-03-27,550,4,,,,,,,,,
Dolnośląskie,2022-03-28,304,0,,,,,,,,,
Dolnośląskie,2022-03-29,179,0,,,,,,,,,
Dolnośląskie,2022-03-30,502,5,,,,,,,,,
Dolnośląskie,2022-03-31,506,5,,,,,,,,,
Dolnośląskie,2022-04-01,429,9,,,,,,,,,
Dolnośląskie,2022-04-02,325,3,,,,,,,,,
Dolnośląskie,2022-04-03,197,6,,,,,,,,,
Dolnośląskie,2022-04-04,59,0,,,,,,,,,
Dolnośląskie,2022-04-05,41,0,,,,,,,,,
Dolnośląskie,2022-04-06,176,2,,,,,,,,,
Dolnośląskie,2022-04-07,160,5,,,,,,,,,
Dolnośląskie,2022-04-08,135,4,,,,,,,,,
Dolnośląskie,2022-04-09,140,3,,,,,,,,,
Dolnośląskie,2022-04-10,162,0,,,,,,,,,
Dolnośląskie,2022-04-11,30,0,,,,,,,,,
Dolnośląskie,2022-04-12,32,,0.2,0.5,0,0,0,0,0,0,1
